ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Notice to produce,,ಹಾಜರುಪಡಿಸಲು ಸೂಚನೆ,,,,,,,
,,Notification,,ಅಧಿಸೂಚನೆ,,,,,,,
,,Noting and drafting,,ಟಿಪ್ಪಣಿ ಮತ್ತು ಕರಡು ತಯಾರಿಕೆ,,,,,,,
,,Not traceable,,ಹುಡುಕಲಾಗದ,,,,,,,
,,Not transferable,,ವರ್ಗಾಯಿಸಲಾಗದ,,,,,,,
,,Number,,ಸಂಖ್ಯೆ; ಅಂಕಿ,,,,,,,
,,Oath,,ಪ್ರಮಾಣವಚನ,,,,,,,
,,Oath of Secrecy,,ರಹಸ್ಯ ಪಾಲನ ಪ್ರಮಾಣವಚನ,,,,,,,
,,Obedient,,ವಿಧೇಯ,,,,,,,
,,Object,,ವಸ್ತು; ಉದ್ದೇಶ,,,,,,,
,,Objection,,ಆಕ್ಷೇಪಣೆ,,,,,,,
,,Obligation,,ಹಂಗು; ಆಭಾರ; ಬಾದ್ಯತೆ; ಕರ್ತವ್ಯ,,,,,,,
,,Obscure,,ಅಸ್ಪಷ್ಟ,,,,,,,
,,Observance,,ಪಾಲನೆ; ಆಚರಣೆ,,,,,,,
,,Observation,,ಪರಿಶೀಲನೆ; ಸಮೀಕ್ಷೆ,,,,,,,
,,Obtain,,ಪಡೆ; ಹೊಂದು,,,,,,,
,,Occasion,,ಸಂದರ್ಭ; ಅವಕಾಶ,,,,,,,
,,Occupant,,ಹಿಡುವಳಿದಾರ; ಅನುಭೋಗದಾರ,,,,,,,
,,Occupation,,ವೃತ್ತಿ; ಹಿಡುವಳಿ,,,,,,,
,,Occupation tax,,ವೃತ್ತಿ ತೆರಿಗೆ,,,,,,,
,,Odd number,,ಬೆಸ ಸಂಖ್ಯೆ,,,,,,,
,,Offence,,ಅಪರಾಧ,,,,,,,
,,Offensive language,,ಅಪಮಾನಕರ ಭಾಷೆ,,,,,,,
,,Offer in evidence,,ಸಾಕ್ಷ್ಯವಾಗಿ ಮಂಡಿಸು,,,,,,,
,,Office Circular,,ಕಚೇರಿ ಸುತ್ತೋಲೆ,,,,,,,
,,Office furniture,,ಕಚೇರಿ ಪೀಠೋಪಕರಣ,,,,,,,
,,Office memorandum,,ಕಚೇರಿ ಜ್ಞಾಪನಪತ್ರ,,,,,,,
,,Office note,,ಕಚೇರಿ ಟಿಪ್ಪಣಿ,,,,,,,
,,Office Order,,ಕಚೇರಿ ಆದೇಶ,,,,,,,
,,Officer in-charge,,ಪ್ರಭಾರಾಧಿಕಾರಿ,,,,,,,
,,Official business,,ಸರಕಾರಿ ವ್ಯವಹಾರ,,,,,,,
,,Official duty,,ಕಚೇರಿ ಕರ್ತವ್ಯ,,,,,,,
,,Official gazette,,ಅಧಿಕೃತ ಗೆಜೆಟ್ಟು,,,,,,,
,,Official language,,ಅಧಿಕೃತ ಭಾಷೆ,,,,,,,
,,Official nominee,,ಸರ್ಕಾರಿ ನಾಮಿನಿ,,,,,,,
,,Official purpose,,ಸರ್ಕಾರಿ ಉದ್ದೇಶ,,,,,,,
,,Official recognition,,ಸರ್ಕಾರಿ ಮನ್ನಣೆ,,,,,,,
,,Official secret,,ಸರ್ಕಾರಿ ರಹಸ್ಯ,,,,,,,
,,Officiating promotion,,ಸ್ಥಾನಾಪನ್ನ ಪದೋನ್ನತಿ,,,,,,,
,,Officiating Service,,ಸ್ನಾನಾಪನ್ನ ಸೇವೆ,,,,,,,
,,Omission,,ಲೋಪ,,,,,,,
,,On account payment,,ಲೆಕ್ಕಕ್ಕೆ ಜಮಾ,,,,,,,
,,On behalf of,,ಪರವಾಗಿ,,,,,,,
,,On demand,,ಕೇಳಿದಾಗ,,,,,,,
,,Open account,,ತೆರೆದ ಲೆಕ್ಕ,,,,,,,
,,Open competition,,ಬಹಿರಂಗ ಸ್ಪರ್ಧೆ,,,,,,,
,,Opening balance,,ಆರಂಭ ಶಿಲ್ಕು,,,,,,,
,,Opening entry,,ಆರಂಭ ನಮೂದು,,,,,,,
,,Operation,,ಕಾರ್ಯಾಚರಣೆ,,,,,,,
,,Opinion,,ಅಭಿಪ್ರಾಯ; ಅಭಿಮತ,,,,,,,
,,Opportunity,,ಅವಕಾಶ,,,,,,,
,,Optional subject,,ಐಚ್ಛಿಕ ವಿಷಯ,,,,,,,
,,Oral,,ಮೌಖಿಕ,,,,,,,
,,Order,,ಆದೇಶ; ಆಜ್ಞೆ,,,,,,,
,,Organisation and methods branch,,ವ್ಯವಸ್ಥೆ ಮತ್ತು ಕ್ರಮ ನಿಬಂಧನ ಶಾಖೆ,,,,,,,
,,Organisation and methods section,,ವ್ಯವಸ್ಥೆ ಮತ್ತು ಕ್ರಮ ನಿಬಂಧನ ವಿಭಾಗ,,,,,,,
,,Original,,ಮೂಲ,,,,,,,
,,Overaged,,ವಯಸ್ಸು ಮೀರಿದ,,,,,,,
,,Overlook a claim,,ಹಕ್ಕನ್ನು ಉಪೇಕ್ಷಿಸು,,,,,,,
,,Owned or controlled,,ಸ್ವಾಮ್ಯ ಇಲ್ಲವೆ ನಿಯಂತ್ರಣದಲ್ಲಿರುವ,,,,,,,
,,Package,,ಪ್ಯಾಕೇಜು; ಭಾಂಗಿ,,,,,,,
,,Packing,,ಕಟ್ಟುವುದು; ತುಂಬುವುದು,,,,,,,
,,Paid up capital,,ಸಂದಾಯಿತ ಮೂಲಧನ / ಬಂಡವಾಳ,,,,,,,
,,Pamphlet,,ಕರಪತ್ರ; ಕಿರುಹೊತ್ತಿಗೆ,,,,,,,
,,Paper credit,,ಪತ್ರ ಭರವಸೆ,,,,,,,
,,Paper currency,,ಕಾಗದ ನಾಣ್ಯ,,,,,,,
,,Paper wrapper,,ಕಾಗದದ ಹೊದಿಕೆ,,,,,,,
,,Parents,,ತಂದೆ ತಾಯಿ,,,,,,,
,,Part,,ಭಾಗ; ಅಂಗ,,,,,,,
,,Participate,,ಭಾಗವಹಿಸು,,,,,,,
,,Particular,,ನಿರ್ದಿಷ್ಟ,,,,,,,
,,Particulars,,ವಿವರಗಳು,,,,,,,
,,Partitions,,ವಿಭಾಗ; ವಿಭಜನೆ,,,,,,,
,,Partly,,ಸ್ವಲ್ಪಮಟ್ಟಿಗೆ; ಭಾಗಶಃ,,,,,,,
,,Pass an order,,ಆದೇಶ ಹೊರಡಿಸು,,,,,,,
,,Pass book,,ಪಾಸ್ ಬುಕ್ಕು,,,,,,,
,,Passport,,ಪಾಸ್‌ಪೋರ್ಟು; ರಹದಾರಿ ಪತ್ರ,,,,,,,
,,Patient,,ರೋಗಿ,,,,,,,
,,Paucity,,ಕೊರತೆ,,,,,,,
,,Pay and allowance,,ವೇತನ ಮತ್ತು ಭತ್ಯ,,,,,,,
,,Pay bill,,ವೇತನ ಬಿಲ್ಲು,,,,,,,
,,Pay day,,ವೇತನ ದಿನ,,,,,,,
,,Payment,,ಪಾವತಿ; ಸಂದಾಯ,,,,,,,
,,Payment voucher,,ಸಂದಾಯ ಚೀಟಿ,,,,,,,
,,Pay of establishment,,ಸಿಬ್ಬಂದಿ ವೇತನ,,,,,,,
,,Pay Order,,ಪಾವತಿ ಆದೇಶ,,,,,,,
,,Payroll,,ಬಟವಾಡೆ ಪಟ್ಟಿ,,,,,,,
,,Pecuniary loss,,ಆರ್ಥಿಕ ನಷ್ಟ,,,,,,,
,,Penalty,,ದಂಡನೆ; ಜುಲ್ಮಾನೆ,,,,,,,
,,Performance,,ನಿರ್ವಹಣೆ,,,,,,,
,,Permanent advance,,ಖಾಯಂ ಮುಂಗಡ,,,,,,,
,,Permission,,ಅನುಮತಿ,,,,,,,
,,Permit,,ರಹದಾರಿ; ಅನುಮತಿಸು; ಅನುಮತಿ; ಪರವಾನಗಿ,,,,,,,
,,Personal assistant,,ಆಪ್ತ ಸಹಾಯಕ,,,,,,,
,,Personal clerk,,ಆಪ್ತ ಗುಮಾಸ್ತ,,,,,,,
,,Personality test,,ವ್ಯಕ್ತಿತ್ವ ಪರೀಕ್ಷೆ,,,,,,,
,,Personal Pay,,ವೈಯಕ್ತಿಕ ವೇತನ,,,,,,,
,,Person of Indian Origin,,ಭಾರತೀಯ ಮೂಲದ ವ್ಯಕ್ತಿ,,,,,,,
,,Petitioner,,ಅರ್ಜಿದಾರ,,,,,,,
,,Photograph,,ಛಾಯಾ ಚಿತ್ರ,,,,,,,
,,Physical fitness,,ದೈಹಿಕ ಧಾರ್ಡ್ಯತೆ,,,,,,,
,,Physical test,,ದೈಹಿಕ ಪರೀಕ್ಷೆ,,,,,,,
,,Pigmy savings deposit,,ಪಿಗ್ಮಿ ಉಳಿತಾಯ ಠೇವಣಿ,,,,,,,
,,Place before,,ಮುಂದಿಡು,,,,,,,
,,Place of birth,,ಜನ್ಮಸ್ಥಳ; ಹುಟ್ಟಿದ ಸ್ಥಳ,,,,,,,
,,Place of Service,,ಸೇವಾಸ್ಥಳ,,,,,,,
,,Plain paper,,ಖಾಲಿ ಕಾಗದ,,,,,,,
,,Plus-minus-memo,,ಜಮಾಖರ್ಚಿನ ಮೆಮೊ,,,,,,,
,,Points,,ಅಂಕಗಳು,,,,,,,
,,Post,,ಹುದ್ದೆ,,,,,,,
,,Postage,,ಅಂಚೆವೆಚ್ಚ,,,,,,,
,,Postal stamp,,ಅಂಚೆಚೀಟಿ,,,,,,,
,,Post graduate degree-diploma,,ಸ್ನಾತಕೋತ್ತರ ಪದವಿ- ಡಿಪ್ಲೊಮ,,,,,,,
,,Postponed,,ಮುಂದೂಡಿದ,,,,,,,
,,Power of attorney,,ಅಧಿಕಾರಪತ್ರ,,,,,,,
,,Preamble,,ಪ್ರಸ್ತಾವನೆ,,,,,,,
,,Preference,,ಆದ್ಯತೆ; ಪ್ರಾಶಸ್ತ್ಯ,,,,,,,
,,Prejudice,,ಪೂರ್ವಗ್ರಹ,,,,,,,
,,Preliminary Expenses,,ಆರಂಭ ವೆಚ್ಚ,,,,,,,
,,Premises,,ಆವರಣ,,,,,,,
,,Premium,,ಕಂತು; ವಿಮಾ ಕಂತು,,,,,,,
,,Prescribe,,ವಿಧಿಸು; ನಿಗದಿಪಡಿಸು,,,,,,,
,,Prescribed day,,ನಿಗದಿತ ದಿನ,,,,,,,
,,Prescribed form,,ನಿಗದಿತ ನಮೂನೆ,,,,,,,
,,Prescription,,ಔಷಧಿ ಚೀಟಿ; ನಿಯಮನ,,,,,,,
,,Previous sanction,,ಪೂರ್ವ ಮಂಜೂರಾತಿ,,,,,,,
,,Previous year,,ಹಿಂದಿನ ವರ್ಷ,,,,,,,
,,Principles,,ತತ್ವಗಳು; ಸೂತ್ರಗಳು,,,,,,,
,,Printed form,,ಮುದ್ರಿತ ನಮೂನೆ,,,,,,,
,,Priority list,,ಆದ್ಯತಾ ಪಟ್ಟಿ,,,,,,,
,,Private book depot,,ಖಾಸಗಿ ಪುಸ್ತಕದ ಅಂಗಡಿ,,,,,,,
,,Probationer,,ಪ್ರೊಬೇಷನರು,,,,,,,
,,Procedure,,ಕಾರ್ಯ ವಿಧಾನ,,,,,,,
,,Proceedings,,ನಡೆವಳಿಗಳು,,,,,,,
,,Professional tax,,ವೃತ್ತಿ ತೆರಿಗೆ,,,,,,,
,,Proficiency in sports,,ಕ್ರೀಡಾ ನೈಪುಣ್ಯತೆ,,,,,,,
,,Proforma,,ನಮೂನೆ,,,,,,,
,,Progress,,ಪ್ರಗತಿ,,,,,,,
,,Prohibit,,ನಿಷೇಧಿಸು,,,,,,,
,,Promotion,,ಪದೋನ್ನತಿ / ಬಡ್ತಿ,,,,,,,
,,Promulgation,,ಜಾರಿಗೆ ತರುವುದು,,,,,,,
,,Proof of age,,ವಯಸ್ಸಿನ ರುಜುವಾತು,,,,,,,
,,Proper channel,,ಯುಕ್ತಮಾರ್ಗ,,,,,,,
,,Property,,ಆಸ್ತಿ; ಸ್ವತ್ತು,,,,,,,
,,Property account,,ಆಸ್ತಿ ಲೆಕ್ಕ,,,,,,,
,,Property tax,,ಆಸ್ತಿ ತೆರಿಗೆ,,,,,,,
,,Proposal,,ಪ್ರಸ್ತಾಪ,,,,,,,
,,Proposition,,ಪ್ರಸ್ತಾಪ,,,,,,,
,,Proprietorship,,ಮಾಲಿಕತ್ವ,,,,,,,
,,Protection,,ರಕ್ಷಣೆ,,,,,,,
,,Protective duty,,ರಕ್ಷಕ ಶುಲ್ಕ,,,,,,,
,,Protest,,ಪ್ರತಿಟನೆ; ಪ್ರತಿಭಟಿಸು,,,,,,,
,,Provable debt,,ರುಜುವಾತಾಗಬಲ್ಲ ಸಾಲ,,,,,,,
,,Prove up to the hilt,,ಪೂರ್ತಿಯಾಗಿ ರುಜುವಾತು ಮಾಡು,,,,,,,
,,Provided,,ಪರಂತು,,,,,,,
,,Provided further,,ಮತ್ತೂ; ಪರಂತು,,,,,,,
,,Provident Fund,,ಭವಿಷ್ಯ ನಿಧಿ,,,,,,,
,,Provision,,ಉಪಬಂಧ : ಅವಕಾಶ,,,,,,,
,,Provisional admission,,ತಾತ್ಕಾಲಿಕ ಪ್ರವೇಶ,,,,,,,
,,Proviso,,ಪರಂತುಕ,,,,,,,
,,Proximo (Prox),,ಮುಂದಿನ ತಿಂಗಳು,,,,,,,
,,Public,,ಸಾರ್ವಜನಿಕ; ಸರ್ಕಾರಿ,,,,,,,
,,Public accountant,,ಸರ್ಕಾರಿ ಲೇಖಾಪಾಲ,,,,,,,
,,Public accounts committee,,ಸರ್ಕಾರಿ ಲೆಕ್ಕಪತ್ರ ಸಮಿತಿ,,,,,,,
,,Public affairs,,ಸರ್ಕಾರಿ ವ್ಯವಹಾರಗಳು,,,,,,,
,,Publication,,ಪ್ರಕಾಶನ; ಪ್ರಕಟನೆ,,,,,,,
,,Public authority,,ಸರ್ಕಾರಿ ಅಧಿಕಾರ,,,,,,,
,,Public benefit,,ಜನಹಿತ; ಲೋಕಹಿತ,,,,,,,
,,Public credit,,ಪ್ರಜಾ ವಿಶ್ವಾಸ,,,,,,,
,,Public demand,,ಸಾರ್ವಜನಿಕ ಬೇಡಿಕೆ,,,,,,,
,,Public enterprise,,ಸರ್ಕಾರಿ ಉದ್ಯಮ,,,,,,,
,,Public funds,,ಸಾರ್ವಜನಿಕ ಹಣ; ಸರ್ಕಾರಿ ಹಣ,,,,,,,
,,Public Holiday,,ಸಾರ್ವಜನಿಕ ರಜಾದಿನ,,,,,,,
,,Public Hospital,,ಸರ್ಕಾರಿ ಆಸ್ಪತ್ರೆ; ಸಾರ್ವಜನಿಕ ಆಸ್ಪತ್ರೆ,,,,,,,
,,Public Interest,,ಸಾರ್ವಜನಿಕ ಹಿತ; ಸರ್ಕಾರಿ ಹಿತ,,,,,,,
,,Publicity,,ಪ್ರಚಾರ,,,,,,,
,,Public meeting,,ಸಾರ್ವಜನಿಕ ಸಭೆ,,,,,,,
,,Public notice,,ಸಾರ್ವಜನಿಕ ನೋಟೀಸು,,,,,,,
,,Public notification,,ಸಾರ್ವಜನಿಕ ಅಧಿಸೂಚನೆ,,,,,,,
,,Public office,,ಸರ್ಕಾರಿ ಕಚೇರಿ,,,,,,,
,,Public record,,ಸರ್ಕಾರಿ ದಾಖಲೆ,,,,,,,
,,Public revenue,,ಸರ್ಕಾರಿ ವರಮಾನ,,,,,,,
,,Public sector,,ಸರ್ಕಾರಿ ವಲಯ,,,,,,,
,,Public servant,,ಸರ್ಕಾರಿ ನೌಕರ,,,,,,,
,,Public service,,ಸರ್ಕಾರಿ ಸೇವೆ,,,,,,,
,,Public service commission,,ಲೋಕಸೇವಾ ಆಯೋಗ,,,,,,,
,,Punishable,,ಶಿಕ್ಷಾರ್ಹ,,,,,,,
,,Punishment,,ಶಿಕ್ಷೆ,,,,,,,
,,Purchasing power,,ಕೊಳ್ಳುವ ಶಕ್ತಿ; ಖರೀದಿ ಸಾಮರ್ಥ್ಯ,,,,,,,
,,Purview of the Rule,,ನಿಯಮ ವ್ಯಾಪ್ತಿ,,,,,,,
,,Put in circulation,,ಚಲಾವಣೆಗೆ ತರು,,,,,,,
,,Put up,,ಮುಂದಿಡು,,,,,,,
,,Pyx Trial,,ವಾರ್ಷಿಕ ನಾಣ್ಯ ಪರೀಕ್ಷೆ,,,,,,,
,,Quadruplicate,,ನಾಲ್ಕು ಪ್ರತಿ,,,,,,,
,,Qualification,,ಅರ್ಹತೆ: ವಿದ್ಯಾರ್ಹತೆ,,,,,,,
,,Qualification for Office,,ಹುದ್ದೆಗೆ ಅರ್ಹತೆ,,,,,,,
,,Qualified Endorsement,,ಅಧಿಕೃತ ಹಿಂಬರಹ,,,,,,,
,,Qualifying service,,ಅರ್ಹತಾದಾಯಕ ಸೇವೆ,,,,,,,
,,Quality,,ಗುಣ,,,,,,,
,,Quantity,,ಪರಿಮಾಣ,,,,,,,
,,Quarter,,ಕಾಲುಭಾಗ,,,,,,,
,,Quarterly,,ತ್ರೈ ಮಾಸಿಕ,,,,,,,
,,Quashed by the court,,ನ್ಯಾಯಾಲಯದಿಂದ ತಿರಸ್ಕೃತ,,,,,,,
,,Quasi rent,,ಬಾಡಿಗೆ ರೂಪದ,,,,,,,
,,Questionnaire,,ಪ್ರಶ್ನಾವಳಿ,,,,,,,
,,Quiet enjoyment,,ನಿರಾತಂಕ ಅನುಭೋಗ,,,,,,,
,,Quorum,,ಕೋರಂ,,,,,,,
,,Quota,,ಕೋಟ; ಪಾಲು,,,,,,,
,,Rank,,ದರ್ಜೆ; ಶ್ರೇಣಿ,,,,,,,
,,Rate,,ದರ; ಪ್ರಮಾಣ,,,,,,,
,,Ratification,,ದೃಢೀಕರಣ,,,,,,,
,,Raw material,,ಕಚ್ಚಾ ಸಾಮಗ್ರಿ,,,,,,,
,,Re-adjustment,,ಮರು ಹೊಂದಾಣಿಕೆ,,,,,,,
,,Re-advertisement,,ಮರು ಜಾಹಿರಾತು,,,,,,,
,,Ready reckoner,,ಸಿದ್ಧ ಗಣಕ,,,,,,,
,,Realisation account,,ನಗದು ಪರಿವರ್ತನ ಲೆಕ್ಕ,,,,,,,
,,Re-allotment,,ಮರು ಹಂಚಿಕೆ,,,,,,,
,,Re-appointment,,ಪುನರ್ನೇಮಕ,,,,,,,
,,Reasonable time,,ಸಮಂಜಸ ಕಾಲಾವಕಾಶ,,,,,,,
,,Re-assessment,,ಪುನರ್ನಿರ್ಧಾರಣ,,,,,,,
,,Receipt and disbursement,,ಜಮೆ ಮತ್ತು ಬಟವಾಡೆ,,,,,,,
,,Receipt book,,ರಸೀದಿ ಪುಸ್ತಕ,,,,,,,
,,Receipts and payments,,ಜಮೆ ಮತ್ತು ಸಂದಾಯ,,,,,,,
,,Receipts vouchers,,ಬಂದ ಹಣಕ್ಕೆ ರಸೀದಿ,,,,,,,
,,Received,,ಪಡೆದ; ಸ್ವೀಕರಿಸಿದ,,,,,,,
,,Reciprocal arrangement,,ಪರಸ್ಪರ ವ್ಯವಸ್ಥೆ,,,,,,,
,,Reckoned,,ಪರಿಗಣಿಸಿದ,,,,,,,
,,Recognised agent,,ಮನ್ನಣೆ ಪಡೆದ ಏಜೆಂಟ್,,,,,,,
,,Recognised book seller,,ಮನ್ನಣೆ ಪಡೆದ ಪುಸ್ತಕ ವ್ಯಾಪಾರಿ,,,,,,,
,,Recommendation,,ಶಿಫಾರಸ್ಸು,,,,,,,
,,Reconsideration,,ಪುನರ್ ಪರಿಶೀಲನೆ,,,,,,,
,,Recording,,ದಾಖಲಿಸುವುದು,,,,,,,
,,Recoupment,,ಕೊರತೆ ಭರ್ತಿ,,,,,,,
,,Recovery,,ವಸೂಲಿ,,,,,,,
,,Recruitment,,ನೌಕರಿ ಭರ್ತಿ,,,,,,,
,,Recruitment branch,,ನೌಕರಿ ಭರ್ತಿ ಶಾಖೆ,,,,,,,
,,Recruitment by selection after interview,,ಸಂದರ್ಶನದ ನಂತರ ಆಯ್ಕೆ ಮೂಲಕ ನೌಕರಿ ಭರ್ತಿ,,,,,,,
,,Recruitment rules,,ನೌಕರಿ ಭರ್ತಿ ನಿಯಮಾವಳಿ,,,,,,,
,,Recruitment section,,ನೌಕರಿ ಭರ್ತಿ ವಿಭಾಗ,,,,,,,
,,Rectification,,ತಿದ್ದುಪಡಿ,,,,,,,
,,Redress,,ಪರಿಹಾರ; ನಿವಾರಣೆ,,,,,,,
,,Reduction,,ಸೋಡಿ; ಇಳಿತ; ಇಳುವರಿ,,,,,,,
,,Re-employment of retired personnel,,ನಿವೃತ್ತ ಸಿಬ್ಬಂದಿಯ ಮರು ನೇಮಕ,,,,,,,
,,Reference,,ಉಲ್ಲೇಖ,,,,,,,
,,Refer to,,ಅಭಿಪ್ರಾಯ ಕೇಳು ನಿರ್ದೇಶಿಸು,,,,,,,
,,Refugee,,ನಿರಾಶ್ರಿತ,,,,,,,
,,Refund,,ಮರುಪಾವತಿ,,,,,,,
,,Refusal,,ನಿರಾಕರಣೆ,,,,,,,
,,Refutation,,ಖಂಡನೆ,,,,,,,
,,Regarding,,ಕುರಿತು; ಸಂಬಂಧವಾಗಿ,,,,,,,
,,Regional,,ಪ್ರಾದೇಶಿಕ,,,,,,,
,,Registered accountant,,ನೋಂದಾಯಿತ ಲೇಖಾಪಾಲ,,,,,,,
,,Registered number,,ನೋಂದಾಯಿತ ಸಂಖ್ಯೆ,,,,,,,
,,Register No.,,ನೋಂದಣಿ ಸಂಖ್ಯೆ,,,,,,,
,,Registration,,ನೋಂದಣಿ,,,,,,,
,,Registration Examination,,ನೋಂದಣಿ ಪರೀಕ್ಷೆ,,,,,,,
,,Registration fee,,ನೋಂದಣಿ ಶುಲ್ಕ,,,,,,,
,,Regret,,ವಿಷಾದ; ವಿಷಾದಿಸು,,,,,,,
,,Regular distribution,,ಕ್ರಮಬದ್ಧ ವಿತರಣೆ,,,,,,,
,,Regularisation,,ಸಕ್ರಮೀಕರಣ,,,,,,,
,,Regular supply,,ನಿಯತ ಪೂರೈಕೆ,,,,,,,
,,Regulation,,ಕ್ರಮಗೊಳಿಸುವುದು,,,,,,,
,,Reimbursement,,ತುಂಬಿಕೊಡುವುದು,,,,,,,
,,Reiterate the stand,,ನಿಲುವನ್ನು ಪುನರುಚ್ಚರಿಸು,,,,,,,
,,Reject,,ನಿರಾಕರಿಸು; ತಳ್ಳಿಹಾಕು,,,,,,,
,,Relation,,ಸಂಬಂಧಿ; ಸಂಬಂಧ ನಿರೂಪಣೆ; ಹೇಳಿಕೆ,,,,,,,
,,Relative,,ಸಂಬಂಧಿ; ಸಂಬಂಧಪಟ್ಟ; ಸಾಪೇಕ್ಷ,,,,,,,
,,Relax,,ಸಡಿಲಿಸು; ವಿಶ್ರಮಿಸು,,,,,,,
,,Relaxation of rules,,ನಿಯಮಗಳ ಸಡಿಲಿಕೆ,,,,,,,
,,Release,,ಬಿಡುಗಡೆ; ಬಿಡುಗಡೆ ಮಾಡು,,,,,,,
,,Release deed,,ಬಿಡುಗಡೆ ಪತ್ರ,,,,,,,
,,Relevant documents,,ಸಂಬಂಧಪಟ್ಟ ದಸ್ತಾವೇಜುಗಳು,,,,,,,
,,Reliable,,ವಿಶ್ವಾಸಾರ್ಹ,,,,,,,
,,Relief,,ಪರಿಹಾರ,,,,,,,
,,Remaining,,ಉಳಿದ,,,,,,,
,,Remand,,ಮುಂದಿನ ಒಂದು ಪ್ರಕರಣವನ್ನು ವ್ಯವಹರಣೆಗಾಗಿ ವಾಪಸು ಕಳಿಸು,,,,,,,
,,Remarks,,ಷರಾ; ಅಭಿಪ್ರಾಯಗಳು,,,,,,,
,,Remedy,,ಪರಿಹಾರೋಪಾಯ,,,,,,,
,,Reminder,,ಜ್ಞಾಪಕ ಪತ್ರ; ನೆನಪೋಲೆ,,,,,,,
,,Remit,,ಹಣಕಟ್ಟು; ಇರಸಾಲು ಮಾಡು; ರವಾನೆ ಮಾಡು,,,,,,,
,,Removal,,ನಿವಾರಣೆ; ತೆಗೆದುಹಾಕುವುದು,,,,,,,
,,Remuneration,,ಪ್ರತಿಫಲ; ಸಂಭಾವನೆ,,,,,,,
,,Render,,ಸಲ್ಲಿಸು; ಒಪ್ಪಿಸು,,,,,,,
,,Rendition of accounts,,ಲೆಕ್ಕ ಸಲ್ಲಿಕೆ,,,,,,,
,,Renewal,,ನವೀಕರಣ,,,,,,,
,,Rent,,ಬಾಡಿಗೆ: ಸಂದಾಯ,,,,,,,
,,Repaid,,ಮರುಪಾವತಿಯಾದ,,,,,,,
,,Repairs and Renewals,,ದುರಸ್ತಿ ಮತ್ತು ನವೀಕರಣ,,,,,,,
,,Repeal and savings,,ನಿರಸನ ಮತ್ತು ಉಳಿತಾಯ,,,,,,,
,,Repeated,,ಪುನರಾವೃತ್ತ,,,,,,,
,,Replace,,ಮರುಜೋಡಿಸು; ಬದಲಿಸು,,,,,,,
,,Replication,,ಪ್ರತ್ಯುತ್ತರ,,,,,,,
,,Reply,,ಉತ್ತರ,,,,,,,
,,Report,,ವರದಿ,,,,,,,
,,Report of appointment,,ನೇಮಕಾತಿ ವರದಿ,,,,,,,
,,Represent,,ಪ್ರತಿನಿಧಿಸು; ನಿವೇದಿಸು; ಮನವಿಸಲ್ಲಿಸು,,,,,,,
,,Representative,,ಪ್ರತಿನಿಧಿ,,,,,,,
,,Reputation,,ಖ್ಯಾತಿ; ಹೆಸರು,,,,,,,
,,Request,,ವಿನಂತಿ; ಕೋರಿಕೊ,,,,,,,
,,Requisite,,ಅವಶ್ಯವಾದ,,,,,,,
,,Requisite records,,ಅಗತ್ಯ ದಾಖಲೆಗಳು,,,,,,,
,,Requisition,,ಕೋರಿಕೆ,,,,,,,
,,Reservation,,ಮೀಸಲಾತಿ,,,,,,,
,,Residence,,ನಿವಾಸ,,,,,,,
,,Resident,,ನಿವಾಸಿ,,,,,,,
,,Resolve,,ನಿರ್ಣಯಿಸು,,,,,,,
,,Respect,,ಗೌರವ ; ಗೌರವಿಸು,,,,,,,
,,Respectable person,,ಗಣ್ಯ ವ್ಯಕ್ತಿ,,,,,,,
,,Responsible,,ಹೊಣೆಯುಳ್ಳ,,,,,,,
,,Restriction,,ನಿರ್ಬಂಧ,,,,,,,
,,Result,,ಪರಿಣಾಮ; ಫಲಿತಾಂಶ,,,,,,,
,,Retained,,ಉಳಿಸಿಕೊಂಡ,,,,,,,
,,Retention in service,,ಸೇವೆಯಲ್ಲಿ ಉಳಿಸಿಕೊಳ್ಳುವುದು,,,,,,,
,,Retired,,ನಿವೃತ್ತ,,,,,,,
,,Retirement,,ನಿವೃತ್ತಿ,,,,,,,
,,Retotalling,,ಮರುಕೂಡಿಕೆ,,,,,,,
,,Retrenched,,ತೆಗೆದುಹಾಕಿದ; ಕಡಿತ ಮಾಡಿದ,,,,,,,
,,Retrenchment,,ಕಡಿಮೆ ಮಾಡುವುದು,,,,,,,
,,Retrospective,,ಪೂರ್ವಾನ್ವಯ,,,,,,,
,,Return of post,,ಮರುಟಪಾಲು,,,,,,,
,,Revenue,,ವರಮಾನ ; ಕಂದಾಯ,,,,,,,
,,Revenue stamp,,ರೆವಿನ್ಯೂ ಸ್ಟಾಂಪು,,,,,,,
