ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Pollicial,ಹಬ್ಬೆರಳಿನ,,,,,,,,,
,Poll region,ಕುತ್ತಿಗೆ ಮೇಲ್ಭಾಗ,,,,,,,,,
,Polyarthritis,"ಹಲಗೀಲುರಿತ, ಬಹುಕೀಲುರಿತ",,,,,,,,,
,Polyarthritis nodoser,ಅನೇಕ ಹಲಧಮನಿಕ ಗಂಟು,,,,,,,,,
,Poly oestrus,ಹಲಬೆದೆ,,,,,,,,,
,Polyeythaemia,"ಹಲಕೆಂಗಣ್ಣ ರಕ್ತ, ಹಲರಕ್ತಕಣ",,,,,,,,,
,Poly dypsia,ಆತಿ ಬಾಯಾರಿಕೆ,,,,,,,,,
,Poly estrous,ಹಲಬೆದೆಚಕ್ರ,,,,,,,,,
,Polyeythemia,"ಹಲಕೆಂಗಣರಕ್ತ, ಹಲರಕ್ತಕಣ",,,,,,,,,
,Poly gastric,ಹಲಜಠರದ (ದನಗಳ),,,,,,,,,
,Polygenic inheritence,ಹಲಜನಕದ ವಂಶವಾಹಕತೆ,,,,,,,,,
,Polymeric,ಬಹುಅವಯವಿಕ,,,,,,,,,
,Polymorph,ಹಲರೂಪಕಣ,,,,,,,,,
,Polymyositis,ಸ್ನಾಯುಗಳುರಿತ ಕಾಯಿಲೆ,,,,,,,,,
,Polyneuritis,ಹಲನರದುರಿತ,,,,,,,,,
,Polyp,"ಹಲಪದಿ, ಹಲಗಾಲಿ, ಪಾಲಿಪ್ (ಲೋಳ್ಪರೆಯಿಂದ ಬೆಳೆಯುವ ಮತ್ತು ಮೊಳೆಯಂಥ ಹೊರಚಾಚು ಬೆಳವಣಿಗೆ)",,,,,,,,,
,Polypnoea,"ಏದುಸಿರು, ಏರುಸಿರಾಟ",,,,,,,,,
,Polypus,ಅರ್ಬುದ,,,,,,,,,
,Polyspermy,ಫಲೀಕರಣ ಕಾಲದಲ್ಲಿ ಅಂಡಾಣುವಿನೊಳಕ್ಕೆ ಅನೇಕ ವೀರ್ಯಾಣುಗಳ ಪ್ರವೇಶ,,,,,,,,,
,Poly unsaturated milk,ಬಹುಅಸಂತೃಪ್ತ ಕೊಬ್ಬು ಹಾಲು,,,,,,,,,
,Poly urea,ಬಹು ಮೂತ್ರತೆ,,,,,,,,,
,Polyvalent vaccine,"ಬಹುಸಂತಾನಯೋಗಶಕ್ತ ಲಸಿಕೆ, ಪಾಲಿವೇಲೆಂಟ್ ವ್ಯಾಕ್ಸಿನ್",,,,,,,,,
,Pons,ನರಸೇತು,,,,,,,,,
,Pons varolli,"ಮಿದುಳಿನ ನರತಂತುಗಳ ಒಂದು ಕಟ್ಟು, ವರೋಲಿಯ ನರಸೇತು",,,,,,,,,
,Pony,"ಗಿಡ್ಡತಳಿ ಕುದುರೆ, ಸಣ್ಮತಳಿ ಕುದುರೆ",,,,,,,,,
,Poor uterine involution,ನಿಕೃಷ್ಟ ಗರ್ಭಕೋಶ ಹಿಮ್ಮೆಡಿಕೆ,,,,,,,,,
,Popliteal,ಮುಡಿಯ ಹಿಂಭಾಗದಲ್ಲಿಯ (ಹಿಮ್ಮಂಡಿ) ಕುಳಿಯ,,,,,,,,,
,Popliteal lymph gland,ಹಿಮ್ಮಂಡಿಯ ದುಗ್ದರಸ ಗ್ರಂಥಿ,,,,,,,,,
,Popliteus,ಹಿಮ್ಮಂಡಿಯ ಸ್ನಾಯು,,,,,,,,,
,Population,ತಳೀಯವಾಗಿ ಒಂದು ತಂಡವಾಗಿ,,,,,,,,,
,Porker,ಪರಿಗಣಿತದಾದ ಪ್ರಾಣಿಗುಂಪು,,,,,,,,,
,Porkine,ಹಂದಿಗೆ ಸಂಬಂಧಿಸಿದ,,,,,,,,,
,Porosity,1. ಮೊಟ್ಟೆಚಿಪ್ಪಿನಲ್ಲಿರುವ ರಂಧ್ರ 2. ಸಚ್ಫಿದ್ರತೆ,,,,,,,,,
,Portal,ತೂರುಗೊಂದಿಯ,,,,,,,,,
,Portal system,"ಜೀರ್ಣಾಂಗ ಮತ್ತು ಪ್ಲೀಹಗಳಿಂದ ಮೇದೋಜೀರಕ ಗ್ರಂಥಿಗೆ ರಕ್ತವಹಿಸುವ ರಕ್ತನಾಳ ವ್ಯವಸ್ಥೆ, ತೊರುಗೊಂದಿ ವ್ಯವಸ್ಥೆ",,,,,,,,,
,Portus vein,ದ್ವಾರಸಿರ,,,,,,,,,
,Posterior,"ಹಿಂದಣ, ಹಿಂದಿನ",,,,,,,,,
,Posterior blind sacs of rumen,ಮೆಲುಕುಚೀಲದಲ್ಲಿನ ಹಿಂಭಾಗದ ಚೀಲಗಳು,,,,,,,,,
,Posterior lobule,ಹಿಂಭಾಗದ ಹಾಲೆ,,,,,,,,,
,Posterior pituitory,ಶಿರಕಿಳ್ಗುಳಿಯ ಅಂತಃಸ್ರಾವಕ ಗ್ರಂಥಿ (ಹಿಮ್ಮಿದುಳ ಅಂತಃಸ್ರಾವದ ಗ್ರಂಥಿ),,,,,,,,,
,Post martum,ಮರಣೋತ್ತರ ಶವಪರೀಕ್ಷೆ,,,,,,,,,
,Post natal,ಜನನಾನಂತರದ,,,,,,,,,
,Post partum,ಹೆರಿಗೆ ನಂತರದ,,,,,,,,,
,Post partum conception,ಹೆರಿಗೆ ನಂತರದ ಗರ್ಭಧಾರಣೆ,,,,,,,,,
,Post primary dissemination,ಪ್ರಾಥಮಿಕೋತ್ತರ ಹರಡುವಿಕೆ,,,,,,,,,
,Posture,"ನಿಲುವು, ಭಂಗಿ",,,,,,,,,
,Post weaning daily gain,ಮರಿಯನ್ನು ತಾಯಿಯಿಂದ ಬೇರ್ಪಡಿಸಿದ ನಂತರದ ಮರಿಯ ದೈನಿಕ ತೂಕದ ಹೆಚ್ಚಳ,,,,,,,,,
,Post weaning heat,ಮರಿ ಬೇರ್ಪಡಿಸಿದ ನಂತರ ಬರುವ ಬೆದೆ,,,,,,,,,
,Pot bellied,"ಸಾಮಾನ್ಯವಾಗಿ ಹೊಟ್ಟೆ ಬೆಳೆದ ಯಾವುದೇ ಪ್ರಾಣಿ, ಡುಬ್ಬ ಹೊಟ್ಟೆಯ ಸಬಲತೆ",,,,,,,,,
,Potency,ಸಬಲತೆ,,,,,,,,,
,Potentiate,ಬಲಗೊಳಿಸು,,,,,,,,,
,Poult,ಟರ್ಕಿಮರಿ,,,,,,,,,
,Poultice,"ಪಟ್ಟು ಕಟ್ಟಿಕೆ, ಬಿಸಿಕಟ್ಟಿಕೆ",,,,,,,,,
,Poultry,"ಸಾಕು ಹಕ್ಕಿಗಳು (ಕೋಳಿ, ಬಾತು, ಟರ್ಕಿ, ಪಾರಿವಾಳ, ಗಿಳಿ, ಹಂಸ, 'ಆಸ್ಟ್ರಿಚ್' ಮುಂತಾದ) ಕೋಳಿ ಮರಿಮಾಡಿಸುವ ಉತ್ಪಾದನೆ",,,,,,,,,
,"Poultry hatcher, by product",ಕೇಂದ್ರದ ಉಪ ಉತ್ಪನ್ನ,,,,,,,,,
,Poultry litter,"ಕೋಳಿಗೂಡಿನಲ್ಲಿ ಹಾಸುವ ನಾರು, ಹೊಟ್ಟಿನ ಕಸ",,,,,,,,,
,Poultry manure meal,ಕೋಳಿ ಗೊಬ್ಬರದ ಪುಡಿ,,,,,,,,,
,Poultry science,ಕುಕ್ಕುಟ ಸಾಕಣೆ ವಿಜ್ಞಾನ,,,,,,,,,
,Pousains,ಸಣ್ಣ ಸಣ್ಣ ತಿನ್ನುವ ಹಕ್ಕಿಗಳು,,,,,,,,,
,Powders,ಪುಡಿಗಳು,,,,,,,,,
,Pox,ಸಿಡುಬು,,,,,,,,,
,Praevia,"ಮೊದಲು ಹೋಗುವ, ಮುಂದಿರುವ, ಮೊದಲಿರುವ",,,,,,,,,
,Precipitated,ಪ್ರಕ್ಷೇಪಿತ,,,,,,,,,
,Preclude,"ಪ್ರತಿಬಂಧಿಸು, ಹೊರಹಾಕು",,,,,,,,,
,Precrural lymph gland,ತೊಡೆಯ ಹಿಂದಣ ದುಗ್ಧರಸಗ್ರಂಥಿ,,,,,,,,,
,Pre disposition,ರೋಗಕ್ಕೀಡಾಗುವ ಸುಪ್ತತೆ ಅಥವಾ ಪ್ರವೃತ್ತಿ,,,,,,,,,
,Pre embryo,ಫಲೀಕೃತ ಮೊಟ್ಟೆಯಲ್ಲಿ ವಿಭಜನೆಯಿಂದ ಹುಟ್ಟುವ ಕೋಶ ಗುಂಪು,,,,,,,,,
,Preen gland,ತೈಲಗ್ರಂಥಿ,,,,,,,,,
,Pregnancy,"ಬಸಿರು, ಗರ್ಭ",,,,,,,,,
,Pregnancy allowances,ಗಬ್ಬದ ಕಾಲದಲ್ಲಿ ವಿಶೇಷ ಹೆಟ್ಟಿನ ಮೇವು ಕೊಡುವಿಕೆ,,,,,,,,,
,Pregnancy diagnosis,ಗರ್ಭಧಾರಣೆ ತಪಾಸಣೆ,,,,,,,,,
,Pregnancy toxaemia,ಬಸಿರು ವಿಷಮತೆ (ಬಹುಮರಿಗಳನ್ನು ಹೊಂದಿರುವ ಹಂದಿಗಳಲ್ಲಿ ಸಾಮಾನ್ಯವಾಗಿ ಕಂಡು ಬರುತ್ತದೆ),,,,,,,,,
,Pregnant heifer,ಗರ್ಭಧಾರಣೆಯಾದ ಕಡಸು,,,,,,,,,
,Prehensil tongue,ಗ್ರಾಹಕಶಕ್ತಿಯುಳ್ಳ ನಾಲಗೆ,,,,,,,,,
,Premature,"ಎಳಸಾದ, ಕಳಿಯದ, ಅಪಕ್ವ, ನೆರೆಯದ",,,,,,,,,
,Premaxillae,ಮುಂದವಡೆ,,,,,,,,,
,Pre molar,"ಮುನ್ನರಹಲ್ಲು, ಮುಂದವಡೆಹಲ್ಲು",,,,,,,,,
,Premunition,ಲಸಿಕೆ ಮರವಣೆ,,,,,,,,,
,Prenatal,ಜನನಪೂರ್ಣ,,,,,,,,,
,Pre partum,ಹೆರಿಗೆಪೂರ್ವ,,,,,,,,,
,Pre partum care,ಹೆರಿಗೆಪೂರ್ವ / ಹೆರಿಗೆ ಮುಂಚಿನ ಆರೈಕೆ,,,,,,,,,
,Pre potent,ಬಲು ಬಲುಮಿಕ,,,,,,,,,
,Pre pubic,"ಹರೆಯ ಮುಂಚಿನ, ನೆರೆದ ಮುಂಚಿನ",,,,,,,,,
,Pre pubic tendon,ಗುಂಜೆಲುಬಿನ ಅಗ್ರ ಕಂಡರ,,,,,,,,,
,Prepuce,"ಮುಂದೊಗಲು, ಶಿಶ್ನಾಗ್ರದ ಮುಂದೊಗಲು / ಸಡಿಲ ಚರ್ಮ",,,,,,,,,
,Preputial washing,ಶಿಶ್ನಾಗ್ರದೊಗಲು ಶುದ್ಧೀಕರಣ,,,,,,,,,
,Pre scapular lymph gland,ಹೆಗಲೆಲುಬು ಹಿಂದಣ ದುಗ್ದರಸಗ್ರಂಥಿ,,,,,,,,,
,Prescription,ಔಷಧ / ಮದ್ದು ಪ್ರಮಾಣ ಸೂಚಿ ಬರಹ,,,,,,,,,
,Presentation,"ಇರುವಿಕೆ, ಇರುವು",,,,,,,,,
,Preservative silage,"ರಸಮೇವು, ಸಂರಕ್ಷಕ",,,,,,,,,
,Pressor,"ಒತ್ತಡಿಕ, ಒತ್ತಡೇರಿಕ",,,,,,,,,
,Pressoreceptor,"ಒತ್ತಡ ಹಿಡಿಕ, ಒತ್ತಡಪಡೆಕ, ಒತ್ತಡ ಸಂವೇದಕ",,,,,,,,,
,Pre systolic murmur,ಸಂಕೋಚನ (ಕುಗ್ಗು) ಪೂರ್ವದನಿ,,,,,,,,,
,Preventive measures,"ಸಂರಕ್ಷಣ, ನಿಯಂತ್ರಣ ಮಾರ್ಗೋಪಾಯಗಳು",,,,,,,,,
,Prickle cell,ಮ್ಯಾಲ್ಫಿಜಿಯನ್ ಪದರದ ಹೊರಚರ್ಮಕೋಶ,,,,,,,,,
,Primary complex,ಪ್ರಾಥಮಿಕ ಸಂಕೀರ್ಣ,,,,,,,,,
,Primaries,ಹಕ್ಕಿಯ ರೆಕ್ಕೆಯ ಬಾಹ್ಯ ಹತ್ತುಗರಿಗಳು (ರೆಕ್ಕೆ ಮುಚ್ಚಿದಾಗ ಕಾಣಿಸುವುದಿಲ್ಲ),,,,,,,,,
,Primary,"ಆದಿಯ, ಪ್ರಾರಂಭಿಕ, ಮೊತ್ತಮೊದಲ, ಮೂಲದ",,,,,,,,,
,Primary energy,ಸತತವಾಗಿ ಲಭ್ಯವಿರುವ ಶಕ್ತಿ,,,,,,,,,
,Primary follicle,"ಪ್ರಾಥಮಿಕ ಗುಳ್ಳೆಕೋಶ, ಆದ್ಯ ಅಂಡಾಣುಕೋಶ",,,,,,,,,
,Primary infection,ಪ್ರಾಥಮಿಕ ಸೋಂಕು,,,,,,,,,
,Primates,"ಉನ್ನತ ಸಸ್ತನಿಗಳು, ಮೇಲ್ಜೀವಿಗಳು, ಉಚ್ಚ ಜೀವಿಗಳು (ಮಾನವ, ಕೋತಿ ಮತ್ತಿತರ ಮರಿಗಳು)",,,,,,,,,
,Primeparous,ಚೊಚ್ಚಲು,,,,,,,,,
,Primipara,"ಒಂಗೂಸುಗಿತ್ತಿ, ಪ್ರಥಮಪ್ರಸವ",,,,,,,,,
,Primiparity,"ಪ್ರಥಮಬಸಿರು, ಚೊಚ್ಚಲಬಸಿರು",,,,,,,,,
,Primitive bladder,ಮೂಲವಸ್ತಿ,,,,,,,,,
,Primitive tubular heart,ಆದ್ಯ ನಾಳಾಕಾರ ಹೃದಯ,,,,,,,,,
,Primitive vascular system,ಆದ್ಯ ನಾಳಾವ್ಯೂಹ,,,,,,,,,
,Primordial,ಆದ್ಯ ಮೂಲದ,,,,,,,,,
,Primordial egg cell,"ಆದಿ ಅಂಡಕೋಶ, ಆದ್ಯಮೂಲ ಅಂಡಕೋಶ",,,,,,,,,
,Primordium,ಯಾವುದೇ ಅಂಡಭಾಗದ ಆಂಕುರಣ ಅಥವಾ ಮೂಲ,,,,,,,,,
,Princeps pollicis,ಮೊದಲ / ಪ್ರಥಮ ಹೆಬ್ಬೆರಳು,,,,,,,,,
,Probable production ability,ನಿರೀಕ್ಷಿತ ಉತ್ಪಾದನಾ ಸಾಮರ್ಥ್ಯ,,,,,,,,,
,Probang,ಕುಚ್ಚುಕಂಬಿ (ಅನ್ನನಾಳದಿಂದ ಪರವಸ್ತುಗಳನ್ನು ತೆಗೆಯುವ ಸಾಥನ),,,,,,,,,
,Processing plant,ಸಂಸ್ಕರಣ ಕೇಂದ್ರ,,,,,,,,,
,Proctodeum,ಗುದ ಮೊಳೆಗುಳಿ,,,,,,,,,
,Proctodynia,ಗುದನೋವು,,,,,,,,,
,Proctractor,ವಿಸ್ತಾರಕ ಸ್ನಾಯು,,,,,,,,,
,Prodromal period,ಮುನ್ಸೂಚಕ ಕಾಲ,,,,,,,,,
,Prodrome,ರೋಗಾರಂಭ ಸೂಚಕ /ಲಕ್ಷಣ,,,,,,,,,
,Produce,ಹೆಣ್ಣಿನ ಸಂತತಿ,,,,,,,,,
,Product handling,ಉತ್ಪನ್ನಗಳ ನಿರ್ವಹಣೆ,,,,,,,,,
,Production grade of milk,ಹಾಲಿನ ಉತ್ಪಾದನ ದರ್ಜೆ,,,,,,,,,
,Production ration,ಉತ್ಪಾದನಾ ಆಹಾರ,,,,,,,,,
,Production record,ಉತ್ಪಾದನಾ ದಾಖಲೆ,,,,,,,,,
,Proerythroblast,ನೆನೆಕೆಂಗಣಜನಕ,,,,,,,,,
,Pro estrous period,ಬೆದೆ ಪೂರ್ವಾವಧಿ,,,,,,,,,
,Pro estrum,ಮುಂಬೆದೆ,,,,,,,,,
,Profunda,"ಆಳ ತಳದಲ್ಲಿನ, ಆಳ, ಗಾಢ",,,,,,,,,
,Progeny,ಸಂತತಿ,,,,,,,,,
,Progeny testing,ಸಂತತಿ ಪರೀಕ್ಷೆ,,,,,,,,,
,Progeny testing practice,ಸಂತಾನೋತ್ಪತ್ತಿ ಪರೀಕ್ಷಕ ಪದ್ಧತಿ,,,,,,,,,
,Progestational,ಬೆದೆ ಚಕ್ರದ ಒಂದು ಹಂತ,,,,,,,,,
,Progesterone,ಬಸಿರಣಿಕ ಚೋದಕ,,,,,,,,,
,Projection factors,ಕರಾವು ದಾಖಲೆ ಮುಂದುವರಿಕೆ ಅಂಶಗಳು,,,,,,,,,
,Prolactin,"ಹಾಲೂರಿಕೆ ಪ್ರಚೋದಕ, ಹಾಲಿನುತ್ಪತ್ತಿ ಚೋದಕ",,,,,,,,,
,Prolapse,ಹೊರಚಾಚಿಕೆ,,,,,,,,,
,Prolapse of uterus,ಗರ್ಭಕೋಶ ಜಾರಿಕೆ,,,,,,,,,
,Prolapse of vagina,ಯೋನಿ ಜಾರಿಕೆ,,,,,,,,,
,Proliferation,ಹೊಸ ಕೋಶಗಳ ತೀವ್ರ ಬೆಳವಣಿಗೆ,,,,,,,,,
,Prolificacy,ಗರ್ಭಧಾರಣ ಸಾಮರ್ಥ್ಯ,,,,,,,,,
,Prolific breeders,ಒಂದು ಸೂಲಿಗೆ ಹೆಚ್ಚು ಮರಿಹಾಕುವ / ಕೊಡುವ ತಳಿಗಳು,,,,,,,,,
,Prominence,"ಎದ್ದುಕಾಣುವ, ಪ್ರಧಾನ, ಚಾಚಿಕೊಂಡಿರುವ",,,,,,,,,
,Promontory,"ನೊಸಲೇಣು, ಬಾಚೇಣು, ಚಾಚು, ದೇಹದಲ್ಲಿಯ ಹಲಬಗೆಯ ಗಂತಿ",,,,,,,,,
,Pronator,"ಬೋರಲಿಕ, ಮೊಗಚಿಕ",,,,,,,,,
,Prophase,"ಮೊದಲ ಹಂತ, ಮುಮ್ಮಟ್ಟು, ಪೂರ್ವಹಂತ",,,,,,,,,
,Prophylactical,ರೋಗನಿರೋಧಕ,,,,,,,,,
,Prophylaxis,ರೋಗನಿರೋಧಕ ಚಿಕಿತ್ಸೆ(ಉದಾ: ಲಸಿಕೆ ಹಾಕಣೆ),,,,,,,,,
,Prostaglandin,ಮುನ್ನಿಲುಗಿಕ ಗ್ರಂಥಿ,,,,,,,,,
,Prostrate,"ಮುನ್ನಿಲುಗ, ಮುನ್ನೊರೆ",,,,,,,,,
,Prostrate gland,"ಮುನ್ನಿಲುಗಿಕ ಗ್ರಂಥಿ, ಅಡ್ಡಬಿದ್ದ ಗ್ರಂಥಿ, ಶಯನ ಗ್ರಂಥಿ",,,,,,,,,
,Prostration,ನಿತ್ರಾಣಗೊಂಡಿರುವಿಕೆ,,,,,,,,,
,Protective antibodies,ಸಂರಕ್ಷಕ ಪ್ರತಿಜೀವಿಗಳು,,,,,,,,,
,Protein,"ಸಸಾರಜನಕ, ಪ್ರೊಟೀನು",,,,,,,,,
,Protein efficiency ratio,ಸಸಾರಜನಕ ಬಳಕೆ ಸಾಮರ್ಥ್ಯದ ಅನುಪಾತ,,,,,,,,,
,Proteolytic enzyme,ಸಸಾರಜನಕ (ಪ್ರೊಟೀನ್) ಲಯಕ ಕಿಣ್ವ,,,,,,,,,
,Prothrombin,"ಕೂಡ್ಗರಣಿಜನಕ, ರಕ್ತ ಗರಣಿಕಾರಕ",,,,,,,,,
,Protoplasm,"ಜೀವದ್ರವ್ಯ, ಜೀವರಸ",,,,,,,,,
,Protozoa,"ಮುಂಜೀವಿಗಳು, ಪ್ರೊಟೊಜೋವಾಗಳು",,,,,,,,,
,Protracted,ಮುಂದೆಳೆತ,,,,,,,,,
,Protruberance,"ಉಬ್ಬು, ಗಂತಿ, ಗಂಟು",,,,,,,,,
,Proud flesh,ಹುಣ್ಣಿನ ಸುತ್ತ ಬೆಳೆವ ಧಾರಾಳ (ಹೆಚ್ಚಿನ) ಮಾಂಸ,,,,,,,,,
,Proved,ವಂಶವಾಹಕ ಗುಣ ಸಾಬೀತಾದ ಪ್ರಾಣಿ,,,,,,,,,
,Proven bull,ಸಾಬೀತಾದ ಹೋರಿ,,,,,,,,,
,Proven sire,ಸಾಬೀತಾದ ಹೋರಿ (ವಂಶವಾಹಿ ಸಾಗಣೆ ಸಾಮರ್ಥ್ಯ),,,,,,,,,
,Proventriculus,ಮುಂಜಠರದ,,,,,,,,,
,Proximal,ಮೂಲ ಇಲ್ಲವೇ ಸಂಧಿಸ್ಥಾನಕ್ಕೆ ಸಮೀಪವಿರಿವ ಅಂಗ,,,,,,,,,
,Proximate,"ಹತ್ತಿರದ, ಈಚೆಕಡೆಯ, ನಿಕಟ, ದೇಹದ ಮಧ್ಯ ಭಾಗದ ಕಡೆ ನೆಲೆಸಿರುವ",,,,,,,,,
,Psuritus,"ತುರಿಕೆ, ಕೆರೆತ, ತೀವ್ರ, ಶಾಶ್ವತ ಕೆರೆತ, ನವೆ",,,,,,,,,
,Pseudo hermaphroditism,ನಕಲಿ / ಹುಸಿ ದ್ವಿಲಿಂಗತ್ವ,,,,,,,,,
,Pseudo pregnancy,ಹುಸಿ ಗರ್ಭಧಾರಣೆ,,,,,,,,,
,Psoac,"ಟೊಂಕಣಿ, ಟೊಂಕಸ್ನಾಯುಗಳು",,,,,,,,,
,Psoac magnus,ಟೊಂಕದ ಹಿರಿಯ ಸ್ನಾಯು,,,,,,,,,
,Psoas parvus,ಟೊಂಕದ ಕಿರಿಯ ಸ್ನಾಯು,,,,,,,,,
,Psychobiology,ಮನೋಶಾರೀರಿಕ ಜೀವಶಾಸ್ತ್ರ,,,,,,,,,
,Psychomotor,ಮಾನಸಿಕ ಕ್ರಿಯೆಯಿಂದ ಚಲನೆಯನ್ನುಂಟು ಮಾಡುವ ಮನೋಚಾಲಕ,,,,,,,,,
,Psychro meter,ತೇವಾಂಶ ಮಾಪಕ,,,,,,,,,
,Psychrophyles,ಶೀತಪ್ರಿಯ ಬ್ಯಾಕ್ಟೀರಿಯಗಳು,,,,,,,,,
,Psychrophylic,ಶೀತಪ್ರಿಯ,,,,,,,,,
,Pterigoid,"ರೆಕ್ಕೆಯಂಥ, ಹುಸಿಪುಕ್ಪರೆ",,,,,,,,,
,Pterygoideus lateralis,ಹೊರರೆಕ್ಕೆಯಂಥ ಸ್ನಾಯು,,,,,,,,,
,Pterygoideus medius,ಒಳರೆಕ್ಕೆಯಂಥ ಸ್ನಾಯು,,,,,,,,,
,Pterygopalatine,ರೆಕ್ಕೆಯಂಥ ಅಂಗುಳಿನ,,,,,,,,,
,Pterygo spinous,ರೆಕ್ಕೆಯಂಥ ಮುಳ್ಳುಳ್ಳ,,,,,,,,,
,Ptasis,ಜೋಲು ರೆಪ್ಪೆ,,,,,,,,,
,Puberty,"ಹರೆಯ, ಪ್ರಾಯ, ಪ್ರೌಢಾವಸ್ಥೆ",,,,,,,,,
,Pubic,ಹೆಣ್ಣಿನ ಬಾಹ್ಯ ಜನನಾಂಗಗಳಿಗೆ ಸಂಬಂಧಿಸಿದ,,,,,,,,,
,Pubic bones,ಕಿಳ್ಗುಳಿಯ ಎರಡು ಮೂಳೆಗಳು,,,,,,,,,
,Pubic bone,"ಭಗಾಸ್ಥಿ, ಗುಂಜೆಲುಬು",,,,,,,,,
,Pubic symphysis,ಗುಂಜೆಲುಬು ನಡುವಣ ಸಂಧಿ,,,,,,,,,
,Pubis,"ಭಗ, ಗುಂಜೆಲುಬು, ಜಘನಾಸ್ಥಿ",,,,,,,,,
,Public health,ಸಾರ್ವಜನಿಕ ಆರೋಗ್ಯ,,,,,,,,,
,Pubococcygeus,ಗುಂಜೆಲುಕೋತೆಲುವಿನ,,,,,,,,,
,Pubofemoral,ಗುಂಜೆಲುತೊಡೆಲುಬಿನ,,,,,,,,,
,Puboprostatic,ಗುಂಜೆಲುಮುನ್ನಿಲುಗದ,,,,,,,,,
,Pubovesical,ಗುಂಜೆಲಕಂಕೋಶದ,,,,,,,,,
,Pudendal,"ಗುಹ್ಯಾಂಗಗಳ, ಬಾಹ್ಯ ಜನನಾಂಗಗಳ",,,,,,,,,
,Pudic,ಗುಹ್ಯಾಂಗದ,,,,,,,,,
,Puerperal,ಬಾಣಂತನದ,,,,,,,,,
,Pullet,ಮರಿಹೇಂಟೆ,,,,,,,,,
,Pullet breeding,ವರ್ಷದೊಳಗಿನ ಹೇಂಟೆಯಿಂದ ಸಂತಾನೋತ್ಪತ್ತಿ ಮಾಡಿಸುವಿಕೆ,,,,,,,,,
,Pulled wool,ಸತ್ತ ಕುರಿ ಚರ್ಮದಿಂದ ತೆಗೆದ ಉಣ್ಣೆ,,,,,,,,,
,Pulmonary artery,"ಶ್ವಾಸಾಪಧಮನಿ ( ಹೃದಯದಿಂದ ಶ್ವಾಸಕೋಶಕ್ಕೆ ರಕ್ತ ಒಯ್ಯವ ನಾಳೆ), ಪುಪ್ಪುಸ ಅಪಧಮನಿ",,,,,,,,,
,Pulmonary congestion,ಶ್ವಾಸಕೋಶ ರಕ್ತಾಧಿಕ್ಯತೆ,,,,,,,,,
,Pulmonary vein,"ಪುಪ್ಪುಸ ಅಭಿಧಮನಿ, ಶ್ವಾಸಾಭಿಧಮಿನಿ (ಶ್ವಾಸಕೋಶದಿಂದ ಹೃದಯಕ್ಕೆ ರಕ್ತ ಒಯ್ಯವ ನಾಳ)",,,,,,,,,
,Pulp,"ತಿರುಳು, ಮಾಂಸಲಭಾಗ",,,,,,,,,
,Pulp vein,ತಿರುಳು ಅಭಿಧಮನಿ,,,,,,,,,
,Pulpy kidney,"ಮೆದು ಮೂತ್ರಜನಕಾಂಗ, ತಿಳ್ಳಾದ ಮೂತ್ರಪಿಂಡ, ಕರುಳು ಜೀವಿಷರಕ್ತ (ಕುರಿಗಳಲ್ಲಿ)",,,,,,,,,
,Pulse,ನಾಡಿ,,,,,,,,,
,Pulsation,"ನಾಡಿಮಿಡಿತ, ಸ್ಪಂದನ",,,,,,,,,
,Pulsation ratio,ನಾಡಿಸ್ಪಂದನ ಪ್ರಮಾಣ / ಅನುಪಾತ,,,,,,,,,
,Puncher,ಗೋವಳಿಗ,,,,,,,,,
,Puncta lacrimalia,"ಕಲೆ, ಬಿಂದು, ಕಣ್ಣೀರುಚುಕ್ಕಿ",,,,,,,,,
,Pupil,"ಪಾಪೆ (ಕರಿಗುಡ್ಡೆ), ಕನೀನಿಕ",,,,,,,,,
,Pure breed exotic cattle,ಶುದ್ಧತಳಿ ಸಾಲಿನ ವಿದೇಶಿ ದನಗಳು,,,,,,,,,
,Pure breed exotic sire,ಶುದ್ಧತಳಿ ವಿದೇಶಿ ಹೋರಿಗಳು,,,,,,,,,
,Pure breed,ಶುದ್ಧ ತಳಿ,,,,,,,,,
,"Pure breeding, true breeding",ಶುದ್ಧ ತಳಿ ಅಭಿವರ್ಧನೆ,,,,,,,,,
,Purgative,"ಭೇದಿಕಾರಕ, ವಿರೇಚಕ",,,,,,,,,
,Purpura,ಕೆನ್ನೀಲಿ,,,,,,,,,
,Purulent,"ಕೀವುಯುತ, ಕೀವುಸುರಿಕ",,,,,,,,,
,Pus,ಕೀವು,,,,,,,,,
,Pustulant,"ಕುರು, ಕೀವುಬೊಕ್ಕೆ, ಗುಳ್ಳೆಕಾರಕ",,,,,,,,,
