ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Quartz,,ಬೆಣಚುಕಲ್ಲು. ಇದು ರಾಸಾಯನಿಕವಾಗಿ ಸಿಲಿಕಾನ್ ಡೈಆಕ್ಸೈಡ್. ಮರಳಿನ ಬಹುಭಾಗ ಬೆಣಚುಕಲ್ಲಿನ ಹರಳುಗಳನ್ನೊಳಗೊಂಡಿದೆ.,,,,,,,
,,Quick Lime,,"ಸುಟ್ಟ ಸುಣ್ಣ. ಸುಣ್ಣ ಕಲ್ಲನ್ನು ಸುಟ್ಟಾಗ, ಅದರಲ್ಲಿ ಕ್ಯಾಲ್ಸಿಯಂನೊಡನೆ ಸಂಯೋಗವಾಗಿದ್ದ ಇಂಗಾಲಾಮ್ಲ ಕಳೆದುಹೋಗಿ ಉಳಿಯುವ ಕ್ಯಾಲ್ಸಿಯಂ ಆಕ್ಸೈಡ್. ಇದು ನೀರಿನೊಡನೆ ಬೆರೆತಾಗ ಕ್ಯಾಲ್ಸಿಯಂ ಹೈಡ್ರಾಕ್ಸೈಡ್ ಪ್ರತ್ಯಾಮ್ಲ ಉಂಟಾಗುತ್ತದೆ. ಇದಕ್ಕೆ ಕ್ಷಾರೀಯ ಗುಣಗಳಿವೆ.",,,,,,,
,,Radiation,,ವಿಕಿರಣ. ಯಾವ ಮಾಧ್ಯಮದ ಸಹಾಯವೂ ಇಲ್ಲದೇ ಉಷ್ಣ ಇಲ್ಲವೇ ಬೆಳಕು ಒಂದು ಪದಾರ್ಥದಿಂದ ಮತ್ತೊಂದು ಪದಾರ್ಥಕ್ಕೆ ಹರಿಯುವಿಕೆ.,,,,,,,
,,Raoult’s Law,,ರಾವೋಲ್ಟನ ನಿಯಮ. ಅನಿಲ ಒತ್ತಡ ಕಡಿಮೆಯಾಗುವಿಕೆ ವಿಲೀನ ವಸ್ತುವಿನ ಅಣು ತೂಕಕ್ಕೆ ಸಂಬಂಧಿಸಿರುತ್ತದೆ.,,,,,,,
,,Raoult’s Law of Boiling Point,,"ರಾವೋಲ್ಟನ ಕುದಿಯುವ ಬಿಂದು ನಿಯಮ. ದ್ರಾವಕ ಕುದಿಯುವ ಬಿಂದುವಿನ ಏರಿಕೆ, ವಿಲೀನ ವಸ್ತುಗಳ ಪ್ರಬಲತೆಗೆ ಸರಳ ಪ್ರಮಾಣದಲ್ಲಿರುತ್ತದೆ.",,,,,,,
,,Raoult’s Law of Freezing Point,,"ರಾವೋಲ್ಟನ ಘನೀಕರಣ ಬಿಂದು ನಿಯಮ. ದ್ರಾವಕ ಹೆಪ್ಪುಗಟ್ಟುವ ಬಿಂದುವಿನ ಕುಗ್ಗುವಿಕೆ, ವಿಲೀನ ವಸ್ತುಗಳ ಪ್ರಬಲತೆಗೆ ಸರಳ ಪ್ರಮಾಣದಲ್ಲಿರುತ್ತದೆ.",,,,,,,
,,Reduction,,ಅಪಕರ್ಷಣ. ಇದು ಉತ್ಕರ್ಷಣಕ್ಕೆ ತದ್ವಿರುದ್ಧವಾದದ್ದು. ಈ ಕ್ರಿಯೆಯಲ್ಲಿ ಧನ ವಿದ್ಯುತ್ ಅಥವಾ ಲೋಹದ ಪ್ರಮಾಣ ಹೆಚ್ಚಿಸುವುದು ಮತ್ತು ಋಣ ವಿದ್ಯುತ್ತಿನ ಅಥವಾ ಅಲೋಹದ ಪ್ರಮಾಣವು ಕಡಿಮೆಯಾಗುವುದು. ಆದ್ದರಿಂದ ಎಲ್ಲಾ ಅಪಕರ್ಷಣ ಕ್ರಿಯೆಗಳಲ್ಲಿ ಕೆಳಗಿನ ಸಂಗತಿಗಳನ್ನು ಕಾಣಬಹುದು. 1. ಯಾವುದಾದರೊಂದು ಮೂಲವಸ್ತು ಅಥವಾ ಸಂಯುಕ್ತದೊಡನೆ ಜಲಜನಕ ಅಥವಾ ಬೇರೆ ಯಾವುದಾದರೂ ಧನ ವಿದ್ಯುತ್ತಿನ ಮೂಲವಸ್ತು ಇಲ್ಲವೇ ಮೂಲಗಳ ಸಂಯೋಜನೆ ಅಥವಾ ಅವುಗಳ ಪ್ರಮಾಣದಲ್ಲಿ ಹೆಚ್ಚಳ. 2. ಒಂದು ಸಂಯುಕ್ತದಿಂದ ಆಮ್ಲಜನಕ ಅಥವಾ ಯಾವುದಾದರೊಂದು ಋಣ ವಿದ್ಯುತ್ತಿನ ಮೂಲವಸ್ತು ಇಲ್ಲವೇ ಮೂಲಗಳ ವಿಸರ್ಜನೆ ಅಥವಾ ಅವುಗಳ ಪ್ರಮಾಣದಲ್ಲಿ ಇಳಿತ. 3. ವಸ್ತುವಿಗೆ ಇಲೆಕ್ಟ್ರಾನ್ ಗಳ ಲಾಭವಾಗುವಿಕೆ.,,,,,,,
,,Reduction Equivalent,,ಅಪಕರ್ಷಣ ಸಮಾನತೆ. ಒಂದು ಗ್ರಾಂ ಅಣುತೂಕದಷ್ಟು ಋಣಾಂಶಗಳನ್ನು ಬಿಟ್ಟುಕೊಡುವ ಅಪಕರ್ಷಣಕಾರಿಯ ತೂಕ.,,,,,,,
,,Regolith,,ರಿಗೋಲಿತ್; ಶಿಲೆಯ ಮೇಲಿನ ಹೊದ್ದಿಕೆ. ಮೂಲ ಬಂಡೆಯ ಮೇಲೆ ಇರುವ ಸಡಿಲವಾದ ಕಲ್ಲುವಸ್ತು ಮತ್ತು ಅದರ ಮೇಲೆ ಇರುವ ಮಣ್ಣನ್ನು ಒಟ್ಟಾಗಿ ರಿಗೋಲಿತ್ ಎಂದು ಕರೆಯುತ್ತಾರೆ.,,,,,,,
,,Regosols,,ರೆಗೋಸಾಲ್ಸ್. ಎಸೋನಲ್ (ವಲಯರಹಿತ) ಗುಂಪಿಗೆ ಸೇರಿದ ಈ ಮಣ್ಣು ಮೃದು ಖನಿಜ ವಸ್ತುಗಳಿಂದ ಕೂಡಿದ್ದು ಮರಳು ಗುಡ್ಡ ಮತ್ತು ಕಣಿವೆಯ ಬುಡಗಳಲ್ಲಿ ಕಂಡು ಬರುತ್ತದೆ.,,,,,,,
,,Regradation,,ಪುನರುದ್ಭವತೆ; ಪುನರುತ್ಥತೆ. ಮಣ್ಣಿನಲ್ಲಿ ಲವಣಗಳು ಪುನರ್ ಶೇಖರಣೆಯಾಗುವಿಕೆ.,,,,,,,
,,Regur,,ರೆಗುರ್; ಎರೆಭೂಮಿ; ಕರೆಭೂಮಿ. ಉಷ್ಣವಲಯದ ಈ ಮಣ್ಣಿನಲ್ಲಿ ಹೇರಳವಾದ ಸುಣ್ಣದ ಶೇಖರಣೆ ಕಂಡು ಬರುತ್ತದೆ. ಪ್ರತ್ಯಾಮ್ಲದಿಂದ ಸಂತೃಪ್ತಿಯಾಗಿರುವ ನಮ್ಮ ದೇಶದ ಕಪ್ಪು ಭೂಮಿಗಳನ್ನು ಈ ಹೆಸರಿನಿಂದ ಕರೆಯುತ್ತಾರೆ.,,,,,,,
,,Rendzina Soils,,ರೆಂಡ್ ಝಿನಾ ಮಣ್ಣುಗಳು. ಮೇಲ್ಮೈ ಬೂದು ಅಥವಾ ಕಪ್ಪು ಹುಡಿ ಮಣ್ಣಿನಿಂದ ಕೂಡಿದ್ದು ತಳದಲ್ಲಿ ಕಂದು ಅಥವಾ ಹಳದಿ ಬಣ್ಣದ ಸುಣ್ಣ ಸಂಯುಕ್ತ ವಸ್ತುವಿನಿಂದ ಕೂಡಿರುವ ಮಣ್ಣುಗಳು.,,,,,,,
,,Rhizobia,,ರೈಸೊಬಿಯ. ದ್ವಿದಳ ಸಸ್ಯಗಳ ಬೇರುಗಳಲ್ಲಿರುವ ಗ್ರಂಥಿಗಳಲ್ಲಿ ಇದ್ದು ಸಸ್ಯದೊಡನೆ ಸಹಜೀವನ ನಡೆಸುವ ಬ್ಯಾಕ್ಟೀರಿಯಾ. ಇವು ವಾಯುವಿನಲ್ಲಿರುವ ಸಾರಜನಕವನ್ನು ಹೀರಿಕೊಳ್ಳುವ ಸಾಮರ್ಥ್ಯವನ್ನು ಹೊಂದಿರುತ್ತವೆ.,,,,,,,
,,Rhizosphere,,ಬೇರು ವಲಯ. ಸಸ್ಯ ಬೇರುಗಳಿಗೆ ಅತಿ ಸಮೀಪದಲ್ಲಿರುವ ಆವರಣ. ಇಲ್ಲಿರುವ ಸೂಕ್ಷ್ಮಜೀವಿಗಳು ಮತ್ತು ಸಸ್ಯ ಬೇರುಗಳು ಒಂದನ್ನೊಂದು ಪ್ರಭಾವಿಸುತ್ತವೆ.,,,,,,,
,,Richmond’s Formula,,ರಿಚ್ ಮಂಡ್ ನ ಸೂತ್ರ. ಹಾಲಿನ ಪರೀಕ್ಷೆಯಲ್ಲಿ ಬಳಸುವ ಈ ಸೂತ್ರ ಕೆಳಗಿನಂತಿರುತ್ತದೆ. T.S = 0.25 G + 1-2 F + 0.14. ಇದರಲ್ಲಿ T.S. = ಶೇಕಡ ಒಟ್ಟು ಘನ ಪದಾರ್ಥ. F = ಕೊಬ್ಬು. G = ಕ್ಷೀರಮಾಪಕದಿಂದ ತೋರಿ ಬರುವ ಅಳತೆ.,,,,,,,
,,Ril Erosion,,ಸೂಕ್ಷ್ಮಕಾಲುವೆಗಳ ಕೊಚ್ಚಣೆ ; ಕಿರು ಹರಿಗಳ ಕೊಚ್ಚಣೆ. ಮಣ್ಣಿನ ಮೇಲೆ ಹರಿಯುವ ನೀರು ಕಿರುಗಾಲುವೆಗಳನ್ನು ಮಾಡಿ (ಸಾಮಾನ್ಯವಾಗಿ ಕೇವಲ ಕೆಲವೇ ಅಂಗುಲ ಆಳದ್ದು) ಮಣ್ಣಿನ ಸವಕಳಿಗೆ ದಾರಿ ಮಾಡಿಕೊಡುವಿಕೆ.,,,,,,,
,,River Wash,,ನದಿ ಮೆಕ್ಕಲು. ಏನೂ ಬೆಳೆಯದಿರುವ ಸಾಮಾನ್ಯವಾಗಿ ನದಿಪಕ್ಕಗಳಲ್ಲಿರುವ ಮೆಕ್ಕಲು ಭೂಮಿ. ಇವು ಮರಳಿನಿಂದ ಕೂಡಿದ್ದು ಪ್ರವಾಹ ಬಂದಾಗಲೆಲ್ಲಾ ಸ್ಥಿತಿ ಬದಲಾಯಿಸುತ್ತವೆ.,,,,,,,
,,Rock,,"ಶಿಲೆ. ಒಂದು ಅಥವಾ ಹೆಚ್ಚು ಖನಿಜಗಳನ್ನೊಳಗೊಂಡ, ಹರಳುಗಳಿಂದ ಗಟ್ಟಿ ಬಂಡೆಯವರೆಗಿರುವ ವಸ್ತು.",,,,,,,
,,Rock Phosphate,,ಶಿಲಾ ರಂಜಕ. ಒಂದು ಅಥವಾ ಹೆಚ್ಚು ಕ್ಯಾಲ್ಸಿಯಂ ಫಾಸ್ಫೇಟ್ ಖನಿಜವುಳ್ಳ ಈ ವಸ್ತು ಸ್ವಾಭಾವಿಕವಾಗಿ ದೊರೆಯುವ ಶಿಲೆ. ಇದರಲ್ಲಿ ಶೇಕಡ 36-40 ರಷ್ಟು P₂O₃ ಇರುತ್ತದೆ.,,,,,,,
,,Rolling Land,,ಹಗುರ ಇಳಿ ಮೇಡು. ಗುಡ್ಡಗಳ ಮಧ್ಯೆ ಸಾಮಾನ್ಯ ಕಡಿದುಳ್ಳ ಇಳಿಮೇಡು.,,,,,,,
,,Run Off,,ಕೊಚ್ಚು ನೀರು [ರಭಸದೋಡು]. ಭೂಮಿಯ ಮೇಲೆ ಬಿದ್ದು ಕೊಚ್ಚಿಹೋಗುವ ನೀರಿನ ಪ್ರಮಾಣ.,,,,,,,
,,Saline Alkali Soil,,"ಚೌಳುಕ್ಷಾರ ಮಣ್ಣು. ಈ ಮಣ್ಣುಗಳಲ್ಲಿನ ಲವಣಾಂಶ ಹಾಗೂ ವಿನಿಮಯ ಸೋಡಿಯಂ ಎರಡೂ, ಸಸ್ಯ ಬೆಳವಣಿಗೆ ಮತ್ತು ಮಣ್ಣು ರಚನೆಗೆ ಅನಾನುಕೂಲವಾಗುವಷ್ಟು ಮಟ್ಟದಲ್ಲಿರುತ್ತದೆ. ವಿನಿಮಯ ಸೋಡಿಯಂ ಶೇಕಡಾಂಶ 15ಕ್ಕೆ ಮೀರಿದ್ದು ವಿದ್ಯುತ್ ವಾಹಕತ್ವ 4 ಮಿಲಿಮ್ಹೋಸ್ ಗಿಂತ ಹೆಚ್ಚಿರುತ್ತದೆ. pH (ಆಮ್ಲಸೂಚಿ) 8.5 ಕ್ಕಿಂತ ಹೆಚ್ಚಿರುವುದಿಲ್ಲ.",,,,,,,
,,Saline Soil,,ಚೌಳು ಮಣ್ಣು. ಸಾಕಷ್ಟು ಕರಗದ ಲವಣಾಂಶಗಳಿಂದ ಕೂಡಿದ್ದು ಸಸ್ಯಗಳ ಬೆಳವಣಿಗೆಗೆ ಅಡಚಣೆಯನ್ನುಂಟುಮಾಡುವ ಮಣ್ಣು.,,,,,,,
,,Salinization,,"ಚೌಳೀಕರಣ ಅಥವಾ ಲವಣೀಕರಣ. ನೀರಿನಲ್ಲಿ ಕರಗುವ ಕ್ಲೋರೈಡ್, ಸಲ್ಫೇಟ್, ಇಂಥ ಲವಣಗಳು ಮಣ್ಣಿನಲ್ಲಿ ಶೇಖರಣೆಯಾಗುವಿಕೆ.",,,,,,,
,,Salt,,ಲವಣ. ಒಂದು ಲೋಹ ಅಥವಾ ಲೋಹವರ್ಗದ ಮೂಲವು ಒಂದು ಅಲೋಹ ಅಥವಾ ಲೋಹವರ್ಗದ ಮೂಲದೊಂದಿಗೆ ಸಂಯೋಜಿತವಾಗಿ ಹೊರಬಂದ ಸಂಯುಕ್ತ ವಸ್ತು.,,,,,,,
,,Sand,,"ಮರಳು. ಸಣ್ಣ ಶಿಲೆ ಅಥವಾ ಖನಿಜಗಳ ಚೂರು, ಇದರ ವ್ಯಾಸ 2 ರಿಂದ 0.02 ಮಿ. ಮೀ. ನಷ್ಟಿರುತ್ತದೆ.",,,,,,,
,,Sand Deposits,,ಮರಳು ನಿಕ್ಷೇಪ. ಪ್ರವಾಹ ಅಥವಾ ಗಾಳಿಯಿಂದ ಸಾಗಿಬಂದ ಮರಳು ತಟ್ಟೆ ಪ್ರದೇಶದಲ್ಲಿ ಪದರ ಪದರವಾಗಿ ಶೇಖರಣೆಯಾಗಿರುವುದು.,,,,,,,
,,Sand Dunes,,ಮರಳು ದಿಣ್ಣೆಗಳು. ಮರಳುಗಾಡಿನಲ್ಲಿ ಸುಂಟರಗಾಳಿಯಿಂದ ಹೊತ್ತು ಬಂದ ಮಣ್ಣು ಅಲ್ಲಲ್ಲಿ ದಿಬ್ಬವಾಗಿ ಶೇಖರಣೆಯಾಗಿರುವುದು.,,,,,,,
,,Sandy Clay,,ಮರಳು ಜೇಡಿ. ಶೇಕಡ 35 ಅಥವಾ ಹೆಚ್ಚು ಜೇಡಿ ಮತ್ತು 45 ಅಥವಾ ಹೆಚ್ಚು ಮರಳನ್ನುಳ್ಳ ಮಣ್ಣು.,,,,,,,
,,Sandy Clay Loam,,"ಮರಳು ಜೇಡಿ ಗೋಡು. ಶೇಕಡ 25 ರಿಂದ 35 ರಷ್ಟು ಜೇಡಿ, 45 ಅಥವಾ ಹೆಚ್ಚು ಮರಳು ಮತ್ತು 28 ಕ್ಕಿಂತ ಕಡಿಮೆ ಗೊಡನ್ನುಳ್ಳ ಮಣ್ಣು.",,,,,,,
,,Sandy Loam,,ಮರಳು ಗೋಡು. ಶೇಕಡ 50 ರಷ್ಟು ಮರಳು ಹಾಗೂ 20 ಕ್ಕಿಂತ ಕಡಿಮೆ ಗೋಡುಮಣ್ಣು.,,,,,,,
,,Sandy Soil,,ಮರಳು ಮಣ್ಣು. ಶೇಕಡ 70 ಕ್ಕಿಂತ ಹೆಚ್ಚು ಮರಳು ಉಳ್ಳ ಮಣ್ಣು.,,,,,,,
,,Saponification Number,,ಸಾಬೂನೀಕರಣ ಸಂಖ್ಯೆ. ಒಂದು ಗ್ರಾಂ ಕೊಬ್ಬು ಅಥವಾ ಎಣ್ಣೆಯನ್ನು ಸಾಲೂನೀಕರಣಗೊಳಿಸಲು ಬೇಕಾದ ಮಿಲಿಗ್ರಾಂ ಮೊತ್ತದಲ್ಲಿ ಪೊಟ್ಯಾಸಿಯಂ ಹೈಡ್ರಾಕ್ಸೈಡ್.,,,,,,,
,,Saprophyte,,ಪೂತಿಜನ್ಯ ಸಸ್ಯ. ಕೊಳೆಯುವ ಸಾವಯವ ಮತ್ತು ಸತ್ತ ವಸ್ತುಗಳನ್ನು ತಿಂದು ಬದುಕುವ ಜೀವಿ.,,,,,,,
,,Saturated Soil,,ಸಂತೃಪ್ತ ಮಣ್ಣು. ಲೋಹ ಅಯಾನ್ ಗಳಿಂದ ಮಣ್ಣಿನ ವಿನಿಮಯ ಶಕ್ತಿ ಸಂಪೂರ್ಣವಾಗಿ ಸಂತೃಪ್ತಿ ಹೊಂದಿರುವ ಸ್ಥಿತಿ.,,,,,,,
,,Saturated Solution,,ಸಂತೃಪ್ತ ದ್ರಾವಣ. ದ್ರಾವಣ ಮತ್ತು ಲವಣಗಳ ನಡುವೆ ಸಮತೆ ಪರಿಸ್ಥಿತಿ. ಅಂದರೆ ಒಂದು ದ್ರಾವಣದಲ್ಲಿ ಲವಣ ಕರಗುವ ಮಿತಿಯನ್ನು ದಾಟಿರುವ ಸ್ಥಿತಿ.,,,,,,,
,,Secondary Mineral,,ಉಪಮೂಲದ ಖನಿಜ; ಅನುಷಂಗಿಕ ಖನಿಜ. ಶಿಲೆ ರೂಪಗೊಂಡ ನಂತರ ಅದರ ಮೇಲೆ ಶೇಖರವಾಗುವ ಖನಿಜ. ಹಾಗೆಯೇ ಬಂಡೆ ಖನಿಜಗಳು ಶಿಥಿಲವಾಗಿ ಮಣ್ಣು ಉದ್ಭವವಾಗುವ ಗತಿಯಲ್ಲಿ ಅಸ್ತಿತ್ವಕ್ಕೆ ಬರುವ ಜೋಡಿ ಖನಿಜಗಳು.,,,,,,,
,,Secondary Soil,,ಅನುಷಂಗಿಕ ಮಣ್ಣು. ಭೂಮಿಯಲ್ಲಿರುವ ಕೆಲವು ವಸ್ತುಗಳು ಹದವಾಗುವುದರಿಂದ ಮತ್ತು ಹೊರಗಿನಿಂದ ಕೊಚ್ಚಿಬಂದ ಶಿಲೆಯ ಭಗ್ನ ಅವಶೇಷದಿಂದ ಉತ್ಪತ್ತಿಯಾಗುವ ಮಣ್ಣು.,,,,,,,
,,Sedentary Soil,,"ಸ್ಥಳಜನ್ಯ ಮಣ್ಣು. ಸಾಗಿಸಲ್ಪಟ್ಟ ವಸ್ತುಗಳನ್ನೊಳಗೊಂಡಿರುವ, ಸ್ಥಳದ ವಸ್ತುಗಳಿಂದಲೇ ಉತ್ಪತ್ತಿಯಾದ ಮಣ್ಣು. ತಳದಲ್ಲಿ ಕಂಡು ಬರುವ ಬಂಡೆ ಖನಿಜಗಳಿಂದಲೇ ಆದ ಮಣ್ಣು.",,,,,,,
,,Sedimentary Rock,,"ಪದರ ಶಿಲೆ. ನೀರಿನಿಂದ ತೇಲಿಬಂದು, ಒಟ್ಟುಗೂಡಿ, ಹೆಚ್ಚುಕಡಿಮೆ ಗಟ್ಟಿಯಾಗಿ ಅಂಟಿಕೊಂಡ ಕಲ್ಲು.",,,,,,,
,,Sedimentation Method,,"ಮಡ್ಡಿ ವಿಧಾನ. ನಿಂತ ನೀರಿನಲ್ಲಿ ವಿವಿಧ ಗಾತ್ರದ ಮಣ್ಣಿನ ಕಣಗಳನ್ನು ಅವುಗಳು ತಂಗುವ ವೇಗದ ಆಧಾರದ ಮೇಲೆ, ಬೇರ್ಪಡಿಸುವ ಭೌತಿಕ ವಿಶ್ಲೇಷಣತೆ.",,,,,,,
,,Seepage,,ಜಿನುಗುವಿಕೆ. ಕಾಲುವೆಗಳಲ್ಲಿ ನೀರು ಮಣ್ಣಿನ ಮೂಲಕ ಸ್ರವಿಸಿ ಅಕ್ಕಪಕ್ಕದಲ್ಲಿ ಹರಿಯುವುದು.,,,,,,,
,,Semi – arid Chimate,,"ಅರೆ ಶುಷ್ಕ ವಾಯುಗುಣ. ಕಡಿಮೆ ಮಳೆಯಾಗುವುದರಿಂದ ಮೊಟಕುಹುಲ್ಲು, ಪೊದೆಹುಲ್ಲು ಅಥವಾ ಕುರುಚಲು ಗಿಡಗಳು ನಿಬಿಡವಾಗಿ ಬೆಳೆದಿರುವ ಪ್ರದೇಶದ ವಾಯುಗುಣ.",,,,,,,
,,Sewage,,"ರೊಚ್ಚು ಗೊಬ್ಬರ; ಮೈಲಾ ಗೊಬ್ಬರ. ಪ್ರಾಣಿಗಳ ಮಲ, ಮೂತ್ರ ವಿಸರ್ಜನೆ ಹಾಗೂ ಚರಂಡಿರೊಚ್ಚಿನಿಂದ ಆದ ಗೊಬ್ಬರ.",,,,,,,
,,Sheet Erosion,,ಹಾಸುಕೊಚ್ಚಣೆ; ಪದರುಸವಕಳಿ. ಒಂದು ಇಳಿಜಾರಿನಿಂದ ಕ್ರಮೇಣ ಕೊರಕಲು ಇಲ್ಲವೇ ಕಾಲುವೆಗಳಾಗದ ರೀತಿಯಲ್ಲಿ ನೀರಿನಿಂದ ಮೇಲ್ಮಣ್ಣು ಕೊಚ್ಚುವಿಕೆ.,,,,,,,
,,Shrinkage Limit,,ಕುಗ್ಗುಮಿತಿ. ಮಣ್ಣಿನಲ್ಲಿ ತೇವಾಂಶ ಕಡಿಮೆಯಾಗುವುದರಿಂದ ಆ ಮಣ್ಣಿನ ದ್ರವ್ಯಗಾತ್ರವು ಕಡಿಮೆಯಾಗುತ್ತದೆ. ಕುಗ್ಗುವಿಕೆಯ ಮಿತಿ ಮಣ್ಣಿನ ತೇವಾಂಶವನ್ನು ಸೂಚಿಸುತ್ತದೆ.,,,,,,,
,,Silica,,ಸಿಲಿಕಾ. ಇದರ ಸಾಮಾನ್ಯ ರಾಸಾಯನಿಕ ರಚನೆ (SiO₂)n. ಎಲ್ಲಾ ಸಿಲಿಕೇಟ್ ಖನಿಜಗಳು ಚತುರ್ಭುಜ ಘನಾಕೃತಿ ಅಥವಾ ಟೆಟ್ರಾಹೆಡ್ರನ್ ಚೌಕಟ್ಟಿನ ಸರಣಿಯನ್ನುಳ್ಳದ್ದಾಗಿರುತ್ತವೆ. ಇದರಲ್ಲಿನ 4 ಆಮ್ಲಜನಕಗಳು ಹಂಚಿಹೋಗಿರುವುದರಿಂದ ಸೀಳು ಪದರಗಳಿರುವುದಿಲ್ಲ.,,,,,,,
,,Silica Alumina Ration,,ಸಿಲಿಕಾ ಅಲ್ಯೂಮಿನ ಅನುಪಾತ. ಮಣ್ಣಿನಲ್ಲಿ ಮತ್ತು ಜೇಡಿಯಲ್ಲಿ SiO₂ ಮತ್ತು Al₂O₃ ಇವುಗಳ ಅಂಶವನ್ನು ರಾಸಾಯನಿಕ ಕ್ರಮಗಳಿಂದ ಕಂಡುಹಿಡಿದು ಅವುಗಳ ಪರಸ್ಪರ ಪ್ರಮಾಣವನ್ನು ಕಂಡು ಹಿಡಿಯುತ್ತಾರೆ.,,,,,,,
,,Silica Sesqui Oxide Ratio,,ಸಿಲಿಕಾ ಸೆಸ್ಕ್ವಿ ಆಕ್ಸೈಡ್ ಪ್ರಮಾಣ. ಸಿಲಿಕಾ ಮತ್ತು ಕಬ್ಬಿಣ ಮತ್ತು ಅಲ್ಯೂಮಿನಿಯಂ ಆಕ್ಸೈಡುಗಳ ಪರಸ್ಪರ ಸಂಬಂಧ.,,,,,,,
,,Silt,,"ಒಂಡು; ರೇವೆ. 0.02 ರಿಂದ 0.002 ಮಿ. ಮೀ, ವ್ಯಾಸವುಳ್ಳ ಮಣ್ಣಿನ ಕಣಗಳು. ಇವು ಮೂಲ ಖನಿಜಗಳು ಛಿದ್ರವಾಗುವುದರಿಂದ ಅಸ್ತಿತ್ವಕ್ಕೆ ಬಂದ ಕಣಗಳು. ಇವು, ಅದರಲ್ಲೂ ಸಣ್ಣ ಒಂಡು ಕಣಗಳು ಜೇಡಿಯಂತೆ ಜಿಗುಟು ಸ್ವಭಾವವನ್ನು ಪ್ರದರ್ಶಿಸುತ್ತವೆ.",,,,,,,
,,Slaked Lime,,ಅರಳಿದ ಸುಣ್ಣ; ಸುಣ್ಣದ ತಿಳಿ; ಕಲಸಿದ ಸುಣ್ಣ. ಸುಟ್ಟ ಸುಣ್ಣಕ್ಕೆ ನೀರು ಸೇರಿಸಿದಾಗ ಒದಗುವ ಮೆದುಸುಣ್ಣ.,,,,,,,
,,Soil,,ಮಣ್ಣು. ಕಾಲಾಂತರದಿಂದ ಭೂಮಿಯ ಉಬ್ಬುತಗ್ಗುಗಳಿಗನುಗುಣವಾಗಿ ವಾಯುಗುಣ ಮತ್ತು ಮೂಲವಸ್ತುಗಳ ಮೇಲೆ ಜೀವಿಗಳ ಕ್ರಿಯಾಪರಿಣಾಮದಿಂದಾಗಿ ಕೆಲವು ನಿರ್ದಿಷ್ಟ ಲಕ್ಷಣಗಳನ್ನು ಹೊಂದಿ ಸಸ್ಯಗಳ ಬೆಳವಣಿಗೆಗೆ ಪೂರಕವಾಗಿ ನಿಲ್ಲುವ ಭೂಭಾಗದ ನೈಸರ್ಗಿಕ ಪದಾರ್ಥಗಳ ಶೇಖರಣೆ.,,,,,,,
,,Soil – colloids,,ಮಣ್ಣಿನ ಕಲಿಲಗಳು; ಅಸ್ಫಟಿಕಗಳು. ಮಣ್ಣು ಹೇರಳವಾಗಿ ನಿರಿಂದ್ರಿಯ ಅಸ್ಫಟಿಕ ಕಣಗಳಿಂದಲೂ ಮತ್ತು ಸಾಧಾರಣವಾಗಿ ಸಾವಯವ ಅಸ್ಫಟಿಕ ಕಣಗಳಿಂದಲೂ ಕೂಡಿರುತ್ತದೆ. ಇವೆರಡೂ ಸೇರಿ ಮಣ್ಣಿನ ಅಸ್ಫಟಿಕ ಸಂಕೀರ್ಣವಾಗುತ್ತದೆ.,,,,,,,
,,Soil – complex,,"ಮಣ್ಣಿನ ಸಂಕೀರ್ಣ. ಮಣ್ಣಿನ ಸಮೀಕ್ಷಾಕಾರ್ಯದಲ್ಲಿ ಒಂದೆರಡು ವಿಶಿಷ್ಟ ಶ್ರೇಣಿಯ ಮಣ್ಣುಗಳು ಒಂದೆ ಸ್ಥಳದಲ್ಲಿ ಒಂದರೊಡನೊಂದು ಸಮ್ಮಿಳಿತವಾಗಿ ಕಂಡುಬರುವ ಪರಿಸ್ಥಿತಿಯಲ್ಲಿ, ಮಣ್ಣಿನ ನಕ್ಷೆಯಲ್ಲಿ ಮಣ್ಣು ಸಂಕೀರ್ಣವೆಂದು ನಮೂದಿಸುತ್ತಾರೆ.",,,,,,,
