ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Small scale industries,,ಸಣ್ಣ ಪ್ರಮಾಣದ ಕೈಗಾರಿಕೆಗಳು,,,,,,,
,,Smith,,1. ಲೋಕದ ಕೆಲಸದವನು 2. ಕಮ್ಮಾರ,,,,,,,
,,Smuggled good,,ಕಳ್ಳಸಾಗಣೆ ವಸ್ತುಗಳು,,,,,,,
,,Smuggler,,ಕಳ್ಳಸಾಗಣೆದಾರ; ಸುಂಕಗಳ್ಳ,,,,,,,
,,Smuggling,,ಕಳ್ಳಸಾಗಣೆ; ಸುಂಕಗಳ್ಳತನ,,,,,,,
,,Soap,,ಸೋಪ್‌; ಸಾಬೂನು; ಸಬಕಾರ,,,,,,,
,,Soapstone,,ನೋಡಿ - pol stone,,,,,,,
,,Soap works,,ಸಾಬೂನು ಕಾರ್ಖಾನೆ,,,,,,,
,,Society,,ಸೊಸೈಟಿ; 1. ಸಮಾಜ 2. ಸಂಘ,,,,,,,
,,Socket,,ಗೂಡು; ಕುಳಿ,,,,,,,
,,Soda,,"ಸೋಡ 
1.ಸೋಡಿಯಂ ಬೈಕಾರ್ಬೊನೇಟ್‌; ಅಡಿಗೆಯ ಸೋಡಪುಡಿ 2.ಸೋಡ ಪಾನೀಯ",,,,,,,
,,Sofa,,"ಸೋಫ; ಬೆನ್ನು, ಕೈಗಳು ಮತ್ತು ಮೆತ್ತೆಯುಳ್ಳ ಉದ್ದನೆಯ ಆಸನ",,,,,,,
,,Soft goods,,ಗಿರಣಿ ಬಟ್ಟೆ ಜವಳಿ,,,,,,,
,,Sole leather,,ಆಟ್ಟಿಚರ್ಮ,,,,,,,
,,Solid,,ಗಟ್ಟಿ; ಸ್ಥಿರ ; ಘನ,,,,,,,
,,Solidify,,1. ಗಟ್ಬಿಯಾಗು 2. ಗಟ್ಟಿಯಾಗಿಸು,,,,,,,
,,Solidity,,ಗಟ್ಟಿತನ; ಸ್ಥಿರತೆ; ಘನತ್ವ,,,,,,,
,,Soluble,,1. ದ್ರಾವ್ಯ ; ಕರಗುವ 2. ಪರಿಹರಿಸಬಲ್ಲ,,,,,,,
,,Solution,,1. ದ್ರಾವಣ 2. ಪರಿಹಾರ,,,,,,,
,,Solvency,,ಧನಾನುಕೂಲತೆ; ಸಾಲ ತೀರಿಸುವ ಶಕ್ತಿ; ಧಡೂತಿ,,,,,,,
,,Solvency certificate,,ಧನಾನುಕಾಲತಾ ಪ್ರಮಾಣಪತ್ರ,,,,,,,
,,Solvent,,1 ದ್ರಾವಕ; ಲೀನಕಾರಿ; ಕರಗಿಸುವ 2. ಧನಾನುಕೂಲತೆಯುಳ್ಳ; ಸಾಲ. ತೀರಿಸುವ ಶಕ್ತಿಯುಳ್ಳ,,,,,,,
,,Soot,,ಕಾಡಿಗೆ; ಕಪ್ಪು; ಹೊಗೆಮಸಿ,,,,,,,
,,Source of supply,,ಪೂರೈಕೆಯ ಮೂಲ,,,,,,,
,,Souvenir,,1. ನೆನಪಿನ ಗುರುತು 2. ಸ್ಮರಣಸಂಚಿಕೆ,,,,,,,
,,Spade,,ಸಲಿಕೆ ; ಸನಿಕೆ ; ಎಲೆಗುದ್ದಲಿ ;ಮೊಗೆಗುದ್ದಲಿ,,,,,,,
,,Spade work,,ಆರಂಭದ ಕೆಲಸ,,,,,,,
,,Spanner,,ಸ್ಟ್ಯಾನರ್‌; ಪಾನಾ; ಬಿಲ್ಮುಡಿಕೆ,,,,,,,
,,Spark,,ಕಿಡಿ,,,,,,,
,,Spark arrester,,ಕಿಡಿತಡೆಕ,,,,,,,
,,Special alloy,,ವಿಶೇಷಮಿಶ್ರಲೋಕ,,,,,,,
,,Specifications,,1. ವಿಶಿಷ್ಟ ವಿವರಣಪಟ್ಟಿ; ತಪಸೀಲು ಪಟ್ಟಿ 2. ವಿಶಿಷ್ಟತೆಗಳು,,,,,,,
,,Specimen,,ಮಾದರಿ; ನಮೂನೆ,,,,,,,
,,Spectacle,,ದೃಶ್ಯ; ನೋಟ.,,,,,,,
,,Speculation,,1. ಊಹಾಪೋಹ 2. ಸಟ್ಟಾವ್ಯಾಪಾರ,,,,,,,
,,Speed,,1. ವೇಗವಾಗಿ ಹೋಗು 2. ವೇಗ; ರಭಸ,,,,,,,
,,Spice,,ಮಸಾಲೆ; ಸಾಂಬಾರ,,,,,,,
,,Spindle,,ಸ್ಪಿಂಡಲ್‌; ಕದಿರು,,,,,,,
,,Spinning,,ನೂಲುವುದು.,,,,,,,
,,Spinning machine,,ನೂಲುವ ಯಂತ್ರ,,,,,,,
,,Spinning wheel,,ನೂಲುವ ರಾಟಿ; ಚರಕ,,,,,,,
,,Splint,,"ಸ್ಪ್ಲಿಂಟ್‌ ; 1. ಬುಟ್ಟಿ ಮೊ. ಅನ್ನು ಹೆಣೆಯಲು ಉಪಯೋಗಿಸುವ ಸಿಬುರು ದಬ್ಬೆ 
2. ಮದ್ದು ಹಚ್ಚಿಲ್ಲದ ಬೆಂಕಿಕಡ್ಡಿ",,,,,,,
,,Sponge,,"ಸ್ಪಂಜ್‌; 1.ಸ್ಪಂಜಿನಿಂದ ಒತ್ತು, ಒರೆಸು ಯಾ ಹಿಂಡು 2. ಸರಂದ್ರವೂ, ಸ್ಥಿತಿಸ್ಥಾಪಕಗುಣವುಳ್ಳದ್ದೂ ಆದ, ದ್ರವ ಹೀರಿಕೊಳ್ಳಬಲ್ಲ ಒಂದು ವಸ್ತು",,,,,,,
,,Spots,,ನಗದು ಮಾರಾಟದ ಸರಕು,,,,,,,
,,Spray,,1. ತು೦ತುರಿಸು; ಚಿಮುಕಿಸು 2. ತುಂತುರು. 3. ತುಂತುರುಯಂತ್ರ,,,,,,,
,,Spun silk,,1. ನೂತ ರೇಷ್ಮೆ 2. ಜೂಟು ; ಕಳಪೆ ರೇಷ್ಮೆ,,,,,,,
,,Square,,1. ಚಚ್ಚೌಕ 2. ಚದರ 3. ನ್ಯಾಯವಾದ; ಪ್ರಾಮಾಣಿಕವಾದ,,,,,,,
,,Stability |,,ಸ್ಥಿರತೆ; ದೃಢತೆ,,,,,,,
,,Staff,,ಸಿಬ್ಬಂದಿ (ವರ್ಗ),,,,,,,
,,Stag,,ಲಾಭಾತುರ ಶೇರುಪತ್ರವ್ಯಾಪಾರಿ,,,,,,,
,,Stain,,1. ಕಲೆ; ಕೊಳೆ ಮಾಡು 2. ಕಲೆ; ಕೊಳೆ; ಮಾಲಿನ್ಯ,,,,,,,
,,Stall,,ಸ್ಟಾಲ್‌ ; 1. (ಕೆಲಸಮಾಡದೆ) ನಿಂತುಹೋಗು 2. ಅಂಗಡಿ; ಮಳಿಗೆ,,,,,,,
,,Stamping mill,,(ಅದುರು ಮೊ. ವನ್ನು) ಪುಡಿಮಾಡುವ ಗಿರಣಿ,,,,,,,
,,Stamp machine,,(ಕಾಗದ ತಯಾರಿಸಲು ಚಿಂದಿ ಮೊ. ವನ್ನು) ತಿರುಳು ಮಾಡುವ ಯಂತ್ರ,,,,,,,
,,Standard,,1. ಗುಣಮಟ್ಟ ಮಾನಕ; ಅಳತೆಗೋಲು; ಪ್ರಮಾಣ 2. ನಿಗದಿತ ಮಾದರಿ 3. ತರಗತಿ 4. ಲಾಂಛನ ; ಚಿಹ್ನೆ,,,,,,,
,,Standing committee,,ಸ್ಥಾಯಿ ಸಮಿತಿ,,,,,,,
,,Stannary,,ತವರದ ಗಣಿ; ತವರ(ದ ಸಾಮಾನು),,,,,,,
,,Staple,,"1. ಮುಖ್ಯ 2.ವ್ಯಾಪಾರದ ಮುಖ್ಯಸರಕು 3. (ಹತ್ತಿ, ಉಣ್ಣೆ ಮೊ.ಗಳ ಗುಣದ ಉತ್ಕೃಷ್ಠತೆಯ ನಿರ್ಧಾರವಾದ) ಎಳೆ 4. ಕಚ್ಚಾಪದಾರ್ಥ ಯಾ ಅಸಿದ್ಧವಸ್ತು",,,,,,,
,,Staple cotton,,ನೂಲು ತೆಗೆಯಲು ಯೋಗ್ಯವಾದ ಹತ್ತಿ,,,,,,,
,,Stapler,,1. ಮುಖ್ಯಸರಕಿನ ವ್ಯಾಪಾರಿ 2. ಎಳೆ ವಿಂಗಡಕ 3. ತಂತಿಹೊಲಿಗೆಯ ಉಪಕರಣ,,,,,,,
,,Staple fibre,,ಮುಖ್ಯಎಳೆ,,,,,,,
,,Staple yarn,,ಸೂಕ್ಷ್ಮ ಎಳೆ / ನೂಲು,,,,,,,
,,Starch,,1. ಗಂಜಿಹಾಕು 2. ಗಂಜಿಹಾಕಿ ಗರಿಮುರಿಮಾಡು 3. ಪಿಷ್ಟ; ಧಾನ್ಯ ಮತ್ತು ಸಸ್ತನಿಗಳಲ್ಲಿರುವ ಆಹಾರ ಜೀರ್ಣವಾಗುವುದಕ್ಕೆ ಪ್ರಯೋಜನಕಾರಿಯಾದ ರುಚಿಯೂ ವಾಸನೆಯೂ ಇಲ್ಲದ ಬಿಳಿಯ ಪುಡಿ 4. ಗಂಜಿ,,,,,,,
,,State aid to industries act,,ಕೈಗಾರಿಕೆಗಳಿಗೆ ರಾಜ್ಯಸಹಾಯ ನೀಡಿಕೆ ಅಧಿನಿಯಮ,,,,,,,
,,State financial market information officer,,ರಾಜ್ಯ ಹಣಕಾಸು ಮಾರುಕಟ್ಟೆ ವಾರ್ತಾಧಿಕಾರಿ,,,,,,,
,,State financial (finance) corporation,,ರಾಜ್ಯ ಹಣಕಾಸು ನಿಗಮ,,,,,,,
,,State port officer,,ರಾಜ್ಯ ಬಂದರು ಅಧಿಕಾರಿ,,,,,,,
,,State trading corporation,,ಸರ್ಕಾರಿ ವ್ಯಾಪಾರ ನಿಗಮ,,,,,,,
,,Stalioner,,ಲೇಖನಸಾಮಗ್ರಿ ವ್ಯಾಪಾರಿ,,,,,,,
,,Stationery,,ಲೇಖನಸಾಮಗ್ರಿ,,,,,,,
,,Statistical,,ಅಂಕಿಅಂಶಗಳ,,,,,,,
,,Statistical information,,ಅಂಕಿ ಅಂಶಗಳ ಮಾಹಿತಿ,,,,,,,
,,Statistics,,1. ಅಂಕಿಅಂಶಗಳು 2. ಸಂಖ್ಯಾಶಾಸ್ತ್ರ,,,,,,,
,,Stator,,ಸ್ಟೇಟರ್‌; (ವಿದ್ಯುತ್‌ ಯಂತ್ರ ವಿ. ದಲ್ಲಿ) ಸ್ಥಿರಭಾಗ,,,,,,,
,,Statue,,ವಿಗ್ರಹ; ಮೂರ್ತಿ; ಪ್ರತಿಮೆ,,,,,,,
,,Status,,ಸ್ಥಾನಮಾನ; ಅಂತಸ್ತು,,,,,,,
,,Statute,,ಶಾಸನ; ಪರಿನಿಯಮ,,,,,,,
,,Statutory authority,,ಶಾಸನಬದ್ಧ ಪ್ರಾಧಿಕಾರ / ಅಧಿಕಾರಿ,,,,,,,
,,Statutory board,,ಶಾಸನಬದ್ಧ ಮಂಡಳಿ,,,,,,,
,,Steam,,1. ಆವಿಯಲ್ಲಿ ಬೇಯಿಸು 2. ಆವಿ; ಉಗಿ; ಹಬೆ; ಭಾಷ್ಪ,,,,,,,
,,Steamer,,ಸ್ಟೀಮರ್‌ : 1. ಆವಿಯ ಹಡಗು 2.ಆವಿ ಎಂಜಿನು; ಆವಿಯಿಂದ ಕೆಲಸ ಮಾಡುವ ಬೆಂಕಿ ಆವಿಸುವ ಎಂಜಿನು 3. ಆವಿಪಾತ್ರೆ; ಆವಿಯಲ್ಲಿ ಬೇಯಿಸುವ ಪಾತ್ರ,,,,,,,
,,Steel,,ಉಕ್ಕು,,,,,,,
,,Steel work,,1. ಉಕ್ಕಿನ ಸಾಮಾನು 2. ಉಕ್ಕಿನ ಸಾಮಾನುಗಳಿಗೆ ಉಪಯೋಗಿಸುವ ಉಕ್ಕು,,,,,,,
,,Stem,,1. ಕಾಂಡ/ಕಾವು ತೆಗೆದುಹಾಕು 2. ತಡೆಗಟ್ಟು; ಪ್ರತಿಬಂಧಿಸು 3. ಕಾಂಡ; ಕಾವು,,,,,,,
,,Stencil,,ಸ್ಟೆನ್ಸಿಲ್‌ ; 1. ಕೊರೆಯಚ್ಚೆನಿಂದ ಅಕ್ಷರ ಆಕೃತಿಮೂಡಿಸು 2. ಕೊರೆಯಚ್ಚು ; ತಗಡಚ್ಚು,,,,,,,
,,Sterling,,ಸ್ಟರ್ಲಿಂಗ್‌ : 1.ಚೊಕ್ಕ ; ಅಪ್ಪಟ 2.ಇಂಗ್ಲೆಂಡಿನ ಪೌಂಡುನಾಣ್ಯ,,,,,,,
,,Sticky,,ಅಂಟಿಕೊಳ್ಳುವ; ಮೆತ್ತಿಕೊಳ್ಳುವ,,,,,,,
,,Suff,,1. ಬಿಂಕದ 2. ಹಠಸ್ವಭಾವದ 3. ಸೆಟೆದು ನಿಂತ,,,,,,,
,,Stimulant,,1. ಉತ್ತೇಜಕ; ಹುರಿದುಂಬಿಸುವ; ಪ್ರಚೋದಿಸುವ 2. ಉತ್ತೇಜಕ; ಮಾದಕವಸ್ತು,,,,,,,
,,Stipend,,ಸ್ಟೈಪೆಂಡ್‌: ತರಬೇತಿ ಭತ್ಯ,,,,,,,
,,Stipulate,,1. ಷರತ್ತುಹಾಕು; ನಿರ್ಬಂಧಹಾಕು 2. ಗೂತ್ತುಪಡಿಸು; ನಿಗದಿಗೊಳಿಸು 3. ವಿಧಿಸು,,,,,,,
,,Stitch,,1. ಹೊಲಿ; ಹೊಲಿಗೆಹಾಕು 2. ಹೊಲಿಗೆ,,,,,,,
,,Stock,,1. ಕಚ್ಚಾ ಯಾ ಹಸಿಪದಾರ್ಥ 2. ದಾಸ್ತಾನು ಸಂಗ್ರಹ / ಸರಕು 3. (ಯಂತ್ರದ ಯಾ ಆಯುಧದ) ಹಿಡಿಕೆ 4. ಬಂಡವಾಳ ಪತ್ರ; ನಿಧಿಪತ್ರ 5. (ಮರದು) ಬೊಡ್ಡೆ; ಕಾಂಡ 6. ಪಶು; ಜಾನುವಾರು,,,,,,,
,,Stock book,,ದಾಸ್ತಾನು ಪುಸ್ತಕ,,,,,,,
,,Stock broker,,ಬಂಡವಾಳ (ಪತ್ರ) ದಳ್ಳಾಳಿ,,,,,,,
,,Stock-broking,,ಬಂಡವಾಳ (ಪತ್ರ) ದಳ್ಳಾಳಿ ವ್ಯಾಪಾರ,,,,,,,
,,Stocking machine,,(ಕಾಲುಚೀಲದ) ಹೆಣಿಗೆ ಯಂತ್ರ,,,,,,,
,,Stockist,,ದಾಸ್ತಾನುಗಾರ,,,,,,,
,,Stock-jobber,,ಬಂಡವಾಳ ಸಟ್ಟಾ ಪ್ಯಾಪಾರಿ,,,,,,,
,,Stock-jobbery,,ಬಂಡವಾಳ ಸಟ್ಟಾ ವ್ಯಾಪಾರ,,,,,,,
,,Stock-market,,ಬಂಡವಾಳಪತ್ರದ ಪೇಟೆ,,,,,,,
,,Stock on hand,,ಹಾಲಿ ಇರುವ ಸರಕು,,,,,,,
,,Stock order,,ಸರಕು ಕೋರಿಕೆ / ಬೇಡಿಕೆ,,,,,,,
,,Stock taking,,ದಾಸ್ತಾನು ಜಡತಿ,,,,,,,
,,Stock verification,,ದಾಸ್ತಾನು ಪರಿಶೀಲನೆ,,,,,,,
,,Stock verification officer,,ದಾಸ್ತಾನು ಪರಿಶೀಲನಾಧಿಕಾರಿ,,,,,,,
,,Stool,,"ಸ್ಟೂಲ್: ಸಾಮಾನ್ಯವಾಗಿ ನಾಲ್ಕುಕಾಲುಗಳೂ, ಮೇಲೆ ಮಣೆಯೂ ಇರುವ ಒಬ್ಬನು ಕುಳಿತುಕೊಳ್ಳುವ ಬೆನ್ನಿಲ್ಲದ ಪೀಠ",,,,,,,
,,Stopcock,,ನಿಲುಬಿರಡೆ; ಹೊರಗಡೆಯಿಂದ ತಿರುಗಿಸಿ ಒಳಗಿನ ಹರಿವನ್ನು ನಿಯಂತ್ರಿಸಲು ಅನುಕೂಲಿಸಿರುವಂತೆ ಕೊಳವೆಯ ಒಳಗಡೆ ಅಳವಡಿಸಿರುವ ಕವಾಟ,,,,,,,
,,Storage,,1. ದಾಸ್ತಾನು ಸಂಗ್ರಹ 2. ಸಂಗ್ರಹ; ಶೇಖರಣೆ,,,,,,,
,,Storage charge,,ದಾಸ್ತಾನು ಸಂಗ್ರಹ ಶುಲ್ಕ,,,,,,,
,,Store,,1. ದಾಸ್ತಾನುಮಾಡು; ಶೇಖರಿಸು 2. ದಾಸ್ತಾನು,,,,,,,
,,Store room,,ದಾಸ್ತಾನುಕೋಣೆ,,,,,,,
,,Stores,,1. ಸರಕು ಸಂಗ್ರಹ ಸ್ಥಳ 2. ಸರಕು ಮಾರಾಟ ಸ್ಥಳ; ಮಳಿಗೆ; ಅ೦ಗಡಿ 3. ಸರಕು; ಸಾಮಗ್ರಿ: ದಾಸ್ತಾನು,,,,,,,
,,Stores officer,,ದಾಸ್ತಾನು ಅಧಿಕಾರಿ,,,,,,,
,,Stores purchase department,,ಸರಕುಖರೀದಿ ಇಲಾಖೆ,,,,,,,
,,Stove,,ಸ್ಟೋವ್‌ ; ಒಲೆ,,,,,,,
,,Straight edge,,ನೇರಂಚುಪಟ್ಟಿ,,,,,,,
,,Straight peen hammer,,ಬೆಣಿತಲೆಯ ಸುತ್ತಿಗೆ; ಸುತ್ತಿಗೆಯ ತಲೆಭಾಗವು ಹಿಡಿಕಿಗೆ ಸಮಾನಾಂತರವಾದ ಬೆಣೆಯಂತಿರುವ ಸುತ್ತಿಗೆ,,,,,,,
,,Strain,,1. ಸೋಸು; ಗಾಳಿಸು 2.ಶ್ರಮಪಡಿಸು; ದಣಿಸು 3.ಶ್ರಮ; ದಣಿವು 4.ಜಾಡು; ಪ್ರವೃತ್ತಿ 5.ತಳಿ; ವಂಶ,,,,,,,
,,Strainer,,ಸೋಸುವ ಬಟ್ಟೆ ;ಸಾರಣಿಗೆ,,,,,,,
,,Strap,,"1. ಪಟ್ಟಿಕಟ್ಟು / ಬಿಗಿ 2.(ಮೂಟೆ ಮೊದಲಾದುವನ್ನು ಕಟ್ಟುವುದಕ್ಕೆ ಉಪಯೋಗಿಸುವ ಚರ್ಮದ, ತಗಡಿನ, ಮೊ. ಗಳ) ಪಟ್ಟ",,,,,,,
,,Strategy,,ತಂತ್ರ; ಯುಕ್ತಿ; ಉಪಾಯ,,,,,,,
,,Straw,,"ಸ್ಟ್ರಾ;
1.ಒಣಹುಲ್ಲು 
2.ಪಾನಿಯಗಳನ್ನು ಹೀರಿಕುಡಿಯಲು ಉಪಯೋಗಿಸುವ ಸಣ್ಣ ಪ್ಪಾಸ್ಟಿಕ್‌ ಕೊಳವೆ",,,,,,,
,,Straw board,,ಹುಲ್ಲುರಟ್ಟು; ಹುಲ್ಲಿನಿಂದ ಮಾಡಿದ ಒರಟುರಟ್ಟು,,,,,,,
,,Strike,,"1. ಹೊಡೆ; ಬಡಿ 2. ಮುಷ್ಕರಹೂಡು 3. ಮುಷ್ಕರ; ಸಂಪು 4. (ಕಲ್ಲೆಣ್ಣೆ, ಚಿನ್ನ, ಮೊ. ಅನ್ನು ಕಂಡುಹಿಡಿಯುವುದರಲ್ಲಿ ಯಾ ಹಣಕಾಸಿನ ವ್ಯವಹಾರದಲ್ಲಿ) ಇದ್ದ ಕ್ಕಿದ್ದಂತೆ ಲಭಿಸಿದ ಜಯ",,,,,,,
,,String,,1.ದಾರ / ಹುರಿ ಕಟ್ಟು 2. ಸರಕಟ್ಟು 3. ಮಣಿ ಜೋಡಿಸು 4. ದಾರ; ನೂಲು 4. ಪಟ್ಟಿ,,,,,,,
,,Stringent,,ಬಿಗಿಯಾದ; ಕಟ್ಟುನಿಟ್ಟಾದ; ಕಠಿಣ,,,,,,,
,,Strop,,ಮಸೆದೊಗಲು; ಕ್ಷೌರದ ಕತ್ತಿಯನ್ನು ಮಸೆಯುವ ಚರ್ಮದ ಪಟ್ಟಿ,,,,,,,
,,Structure,,1. ಕಟ್ಟಡ; ಇಮಾರತು 2.ರಚನೆ; ವಿನ್ಯಾಸ,,,,,,,
,,Stuff,,1. ಗಿಡಿ; ಒತ್ತಾಗಿ ತುಂಬು 2. ಕಚ್ಚಾಪದಾರ್ಥ / ಸಾಮಗ್ರಿ 3. ಹುರುಳು ; ತಿರುಳು,,,,,,,
,,Stump,,ಸ್ಟಂಪ್‌ : ಮರದ ಮೋಟು/ತುಂಡು,,,,,,,
,,Sturdy,,ಗಟ್ಟಿಮುಟ್ಟಾದ; ಬಲಿಷ್ಠ,,,,,,,
,,Sub-agent,,ಸಬ್‌ ಏಜೆಂಟ್‌; ಉಪನಿಯೋಗಿ; ಉಪಕಾರ್ಯಭಾರಿ,,,,,,,
,,Sub-contract,,ಒಳಕರಾರು; ಒಳಒಪ್ಪಂದ,,,,,,,
,,Sub-division,,ಉಪವಿಭಾಗ,,,,,,,
,,Sublet,,1. ಒಳಗೇಣಿಗೆ ಕೊಡು / ಹಾಕು 2. ಒಳಬಾಡಿಗೆಗೆ ಕೂಡು 3. ಒಳಬಾಡಿಗೆಗೆ ಕೊಡುವುದು 4.ಒಳಗೇಣಿಗೆಗೆ ಕೊಡುವುದು: ಹಾಕುವುದು,,,,,,,
,,Subscribed capital,,ಕೊಡಲು ಒಪ್ಪಿಕೊಂಡ ಒಂಡವಾಳ,,,,,,,
,,Subsidiary,,1. ಸಹಾಯಕ 2.ಪೂರಕ 3.ಅಧೀನ,,,,,,,
,,Subsidy,,ಸಹಾಯಧನ,,,,,,,
,,Subsidy towards interest,,ಬಡ್ಡಿಗಾಗಿ ಸಹಾಯಧನ,,,,,,,
,,Substantial expansion,,ಗಣನೀಯ ವಿಸ್ತರಣೆ,,,,,,,
,,Substantial reserves,,ಗಣನೀಯ ಕಾಯ್ದಿಟ್ಟ ಹಣ,,,,,,,
,,Substitute,,1.ಬದಲಿಯಾಗಿ ಸೇರಿಸು / ಇಡು / ಹಾಕು 2. ಬದಲಿ 3. ಬದಲಿಯವನು(ಳು),,,,,,,
,,Suibile workman,,ಕುಸುರಿಕೆಲಸಗಾರ,,,,,,,
,,Subvention,,ಧನನಹಾಯ,,,,,,,
,,Suds,,ಸಾಬೂನು ನೊರೆ,,,,,,,
,,Sugarcane,,ಕಬ್ಬು,,,,,,,
,,Sugarcandy,,ಕಲ್ಲುಸಕ್ಕರೆ,,,,,,,
,,Sugar factory,,ಸಕ್ಕರೆ ಕಾರ್ಖಾನೆ,,,,,,,
,,Sugar mill,,ಕಬ್ಬಿನ ಗಾಣ / ಆಲೆಮನೆ,,,,,,,
,,Sugar refinery,,ಸಕ್ಕರೆ ಸಂಸ್ಕರಣ ವಿಭಾಗ,,,,,,,
,,Suitcase,,ಸೂಟ್‌ಕೇಸ್‌; ಉಡುಪು ಕೈಪೆಟ್ಟಿಗೆ,,,,,,,
,,Sulphur,,ಗಂಧಕ,,,,,,,
,,Sundry,,ಬಗೆ ಬಗೆಯ / ವಿವಿಧ; ಚಿಕ್ಕಪುಟ್ಟ,,,,,,,
,,Supercargo,,"ಸರಕು ಮೇಲ್ವಿಚಾರಕ; ವ್ಯಾಪಾರದ ಹಡಗಿನಲ್ಲಿ ಸರಕಿನ ಮಾರಾಟ ಮೊ.ಗಳನ್ನು, ನೋಡಿಕೊಳ್ಳುವವನು",,,,,,,
,,Supertax,,ಅಧಿಕರ; ಮೇಲುತೆರಿಗೆ,,,,,,,
,,Supervise,,ಮೇಲ್ವಿಚಾರಣೆ ಮಾಡು; ಉಸ್ತುವಾರಿ ನೋಡು,,,,,,,
,,Supervisor,,ಸೂಪರ್‌ವೈಜರ್‌; ಮೇಲ್ವಿಚಾರಕ,,,,,,,
,,Supplement,,1. ಸೇರಿಸು 2. ತುಂಬಿಕೊಡು 3. ಹೆಚ್ಚಿಗೆ ಸೇರಿಸಿದ್ದು 4. ಪುರವಣಿ,,,,,,,
,,Supplementary bill,,ಪೂರಕ ಬಿಲ್ಲು,,,,,,,
,,Supplementary note,,ಪೂರಕ ಟಿಪ್ಪಣಿ,,,,,,,
,,Supply,,1. ಪೂರೈಕೆ / ಸರಬರಾಜು ಮಾಡು; ಒದಗಿಸು 2. ಪೂರೈಕೆ; ಸರಬರಾಜು,,,,,,,
,,Surcharge,,ಸರ್‌ಚಾರ್ಜ್‌. 1.ಹೆಚ್ಚಿನ ತೆರಿಗೆ ಹೊರಿಸು 2.ಹೆಚ್ಚಿನ ತೆರಿಗೆ ಅಧಿಭಾರ,,,,,,,
,,Surety bond,,ಜಾಮೀನುಪತ್ರ,,,,,,,
,,Surplus store,,ಹೆಚ್ಚುವರಿ ಸರಕು,,,,,,,
,,Surplus value,,ಹೆಚ್ಚುವರಿ ಮಾಲ್ಯ,,,,,,,
,,Survey,,ಸರ್ವೇ. 1 ಸಮೀಕ್ಷೆಮಾಡು 2.ಭೂಮಾಪನ / ಮೋಜಣೆ ಮಾಡು 3.ಸಮೀಕ್ಷೆ 4.ಭೂಮಾಪನ; ಮೋಜಣಿ,,,,,,,
,,Survey of industries,,ಕೈಗಾರಿಕೆಗಳ ಸಮೀಕ್ಷೆ,,,,,,,
,,Survey officer,,1. ಸಮೀಕ್ಷಾಧಿಕಾರಿ 2. ಮೋಜಣಿ ಅಧಿಕಾರಿ,,,,,,,
,,Survey report,,1. ಸಮೀಕ್ಷಾ ವರದಿ 2. ಮೋಜಣಿ ವರದಿ,,,,,,,
,,Swage block,,ಸ್ವೇಜಿನ ಅಡಿಗಲ್ಲು,,,,,,,
,,Swage tools,,ನೋಡಿ - swage,,,,,,,
,,Sweater,,ಸ್ವೆಟರ್‌; ಉಣ್ಣೆಯಂಗಿ,,,,,,,
,,Swindle,,ಅಪಹರಿಸು; ಮೋಸದಿಂದ ಪಡೆ,,,,,,,
,,Switch,,ಸ್ಟಿಚ್‌; ಕೀಲುಗುಂಡಿ,,,,,,,
,,Syllabus,,ಪಠ್ಯಕ್ರಮ,,,,,,,
,,Symbol,,1. ಪ್ರತೀಕ; ಸಂಕೇತ 2. ಸಂಕೇತಾಕ್ಷರ; ಚಿಹ್ನೆ,,,,,,,
,,Symposium,,ವಿಚಾರ ಸಂಕಿರಣ,,,,,,,
,,Syndic,,ಸಿಂಡಿಕ್‌; ವಾಣಿಜ್ಯ ಸಮಿತಿಯ ಸದಸ್ಯ,,,,,,,
,,Syndicalism,,ಸಿಂಡಿಕಲಿಜಂ; ಕಾರ್ಮಿಕಸಂಘ ಯಾಜಮಾನ್ಯವಾದ; ಕಾರ್ಖಾನೆಯ ಮಾಲಿಕತ್ವವನ್ನು ಕಾರ್ಮಿಕಸ೦ಘಗಳಿಗೇ ಹಸ್ತಾಂತರಿಸಬೇಕೆಂಬ ಚಳವಳಿ,,,,,,,
,,Syndicate,,ಸಿಂಡಿಕೇಟ್‌; ವಾಣಿಜ್ಯಸಮಿತಿ,,,,,,,
,,Syringe,,ಸಿರಿಂಜ್‌; ಪಿಚಕಾರಿ; ಜೀರ್ಕೊಳವೆ,,,,,,,
,,Syrup,,ಸಿರಪ್‌; ಸಿಹಿಪಾಕ,,,,,,,
,,Table,,1. ಕೋಷ್ಟಕ; ತಃಖ್ತೆ 2. ಮೇಜು,,,,,,,
