ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,scabious,ಕಜ್ಜಿಯುಳ್ಳ,,,,,,,,,
,scabrous,ತರಕಲಾದ; ಒರಟು ಮೈಯುಳ್ಳ,,,,,,,,,
,scaffold,ಕಾಲಾವಧಿ; ಸಾರುವೆ; ಅಟ್ಟಣೆ,,,,,,,,,
,scalariform,ಏಣಿಯಾಕಾರದ; ಮೆಟ್ಟಿಲು ಮೆಟ್ಟಲಾದ,,,,,,,,,
,scale,1. ಶಲ್ಕ; ಚುಕ್ಕೆ; ಪೊರೆ 2. ಸಿಪ್ಪೆ 3. ಅಂಕುರ ಪತ್ರ 4. ತೊಟ್ಟಿನ ಎಲೆ,,,,,,,,,
,scalecide,ಶಲ್ಕಕೀಟನಾಶಕ,,,,,,,,,
,scalefern,Ceterach officinarum,,,,,,,,,
,scale insect,ಶಲ್ಕ ಕೀಟ; ಕೆಲವು ಸಸ್ಯಗಳಿಗೆ ಅಂಟಿಕೊಂಡು ಹಾನಿಮಾಡುವ ಕೀಟ,,,,,,,,,
,scale leaf,ಪೊರೆಯೆಲೆ; ರಕ್ಷಾಪತ್ರ; ಕುಡಿ ಯಾ ಮೊಗ್ಗನ್ನು ರಕ್ಷಿಸುವ ಎಲೆ,,,,,,,,,
,scalemoss,ಪೊರೆಯೆಲೆ ಪಾಚಿಸಸ್ಯ; ಪೊರೆಯಂಥ ಎಲೆಬಿಡುವ ಪಾಚಿಯಂಥ ಸಸ್ಯ,,,,,,,,,
,scales,1. ಶಲ್ಕಗಳು 2. ಪರಡಿಗಳು 3. ತಕ್ಕಡಿ 4. ಅಳತೆಗೋಲುಗಳು 5. ಶ್ರೇಣಿಗಳು,,,,,,,,,
,scaly buld,ಪೊರೆಯುಳ್ಳ ಗೆಡ್ಡೆ,,,,,,,,,
,scape,ಪತ್ರರಹಿತ ಹೂಕಾಂಡ; ಭೂಮಿಯಿಂದಲೇ ಹುಟ್ಟುವ ಎಲೆಯಿಲ್ಲದ ಹೂಕಾಂಡ,,,,,,,,,
,scaphoid,ದೋಣಿಯಾಕಾರದ,,,,,,,,,
,scar,"1. ಗಾಯದ ಎಲೆ 2. ಗುರುತು; ಎಲೆ, ಮೊಗ್ಗು, ಹೂವು ಹಣ್ಣುಗಳು ಉದುರಿದ ಸ್ಥಳದಲ್ಲಿ ಉಳಿದ ಮಚ್ಚೆ 3. ಬೀಜದ ಕಣ್ಣು",,,,,,,,,
,scarcity tract,ಅಭಾವಪೀಡಿತ ಪ್ರದೇಶ,,,,,,,,,
,scare crow,ಬೆದರು (ಗೊಂಬೆ); ಬೆರ್ಚಪ್ಪ; ಬೆಚ್ಚ,,,,,,,,,
,scarf,ಸ್ಕಾರ್ಫ್; ‌ ಕಸಿಕಡ್ಡಿಯನ್ನು ಆಧಾರ ಕಾಂಡದಲ್ಲಿ ಕೂರಿಸಲು ಮಾಡುವ ಕಂಡಿ,,,,,,,,,
,scarified seed,ಹೆರದಬೀಜ; ಬೇಗ ಮೊಳಕೆ ಬರಿಸಲು ಹೆರೆದು ಉಪಚರಿಸಿದ ಗಡಸು ಸಿಪ್ಪೆಯ ಬೀಜ,,,,,,,,,
,scarious,ಒಣಕಲಾದ; ಬತ್ತಿದ; ತೆಳುವಾಗಿಯೂ ಒಣಗಿಯೂ ಪೊರೆಪೊರೆಯಾಗಿಯೂ ಇರುವ,,,,,,,,,
,scarlet bush,Hamelia patens,,,,,,,,,
,scarlet cordia,Cordia sebestena,,,,,,,,,
,scarlet sterculia,Firmiana colorata,,,,,,,,,
,scenery,ಪ್ರಕೃತಿದೃಶ್ಯ,,,,,,,,,
,scented orchis,Gymnadenia conopsea,,,,,,,,,
,Schefflera roxburghii,ಷೆಫ್ಲರ ರಾಕ್ಸ್‌ಬರ್ಗಿಯೈ; ಬಿಳಿಬೂತಾಳೆ/ಮದ್ದಳೆ ಗಿಡ,,,,,,,,,
,Schinus molle (bastard pepper; Californian pepper tree; peruvian mastic tree),ಸ್ಕೈನಸ್‌ ಮೋಯೆ; ಕಾಡುಮಟೆ ವಾಸನೆ/ಹುಚ್ಚು ಮೆಣಸಿನ ಮರ,,,,,,,,,
,Schinus terebinthifolius/aroeira (Brazillian pepper tree),ಸ್ಕೈನಸ್‌ ಟೆರಬಿಂತಿಫೊಲಿಯಸ್‌/ಆರವೇರ; ಒಂದು ಅಲಂಕಾರ ಹೂ ಮರ,,,,,,,,,
,Schizachyrium exile,ಸ್ಕೈಜಾಚರಿಯಮ್‌ ಎಕ್ಸೈಲ್; ‌ ನಾರು ಹಂಚಿಹುಲ್ಲು; ನಾಲೆ ಹುಲ್ಲು,,,,,,,,,
,Schizanthus (butterfly flower),ಸ್ಕೈಜ್ಯಾಂತಸ್; ‌ ಒಂದು ಅಲಂಕಾರ ಚಿಟ್ಟೆಹೂ ಸಸ್ಯ ಜಾತಿ,,,,,,,,,
,schizocarp,ಸ್ಕೈಜೋಕಾರ್ಪ; ( ಬಿಡಿಬಿಡಿಯಾದ ಏಕಬೀಜ ಶಲಾಕಾಕೋಶಗಳಾಗಿ ಬಿರಿಯುವ) ಒಂದು ಬಗೆಯ ಒಣ ಸಂಯುಕ್ತ ಫಲ,,,,,,,,,
,Schleichera trijuga/oleosa (Ceylon oak; honey tree; lac tree),ಸ್ಕ್ಲೀಚೆರ ಟ್ರಿಜುಗ/ಒಲಿಯೋಸ; ಸಗಡಿ/ಕಂದಾಳೆ/ಚಕೋಟ ಮರ,,,,,,,,,
,Schrebera swietenioides,ಸ್ರೀಬಿರ ಸ್ವಿಟೇನಿಯಾಯ್ಡಿಸ್; ‌ ಮೊಗಲಿಂಗ/ಗಂಟೆ/ಕಲ್ಲಂಟೆ ಮರ,,,,,,,,,
,scientific equipment,ವೈಜ್ಞಾನಿಕ ಸಾಧನ ಸಾಮಾಗ್ರಿ,,,,,,,,,
,Scilla indica (Indian drug squill; white squill),ಸಿಲ ಇಂಡಿಕ; ಶಿರುನಾರು ಗೆಡ್ಡೆ; ಕಾಡು ಬೆಳ್ಳುಳ್ಳಿ; ಸೀಮೆನರಿ ಈರುಳ್ಳಿ,,,,,,,,,
,Scinadapsus officinalis,ಸಿನ್‌ಡಾಪ್‌ಸಿಸ್‌ ಅಫಿಸಿನಲಿಸ್; ‌ ಕರಿಹಿಪ್ಪಲೆ; ದೊಡ್ಡ/ಗಜ ಹಿಪ್ಪಲಿ,,,,,,,,,
,scion,ಸೈಯಾನ್; ‌ ಕಸಿ ಕಡ್ಡಿ/ಕೊಂಬೆ,,,,,,,,,
,Scirpus holoschoenus,ಸಿರ್ಪಸ್‌ ಹಾಲೋಸ್ಕೀನಸ್; ‌ ನೀರುವುಸುಮಾನಿ ಹುಲ್ಲು,,,,,,,,,
,Scirpus isolepis,ಸಿರ್ಪಸ್‌ ಐಸೊಲೆಪಿಸ್; ‌ ಸಣ್ಣಗುಂಡು ಹುಲ್ಲು,,,,,,,,,
,Scirpus mucronatus,ಸಿರ್ಪಸ್‌ ಮ್ಯೂಕ್ರನೇಟಸ್; ‌ ಹೊಮ್ಮುಗಳಿ ಹುಲ್ಲು,,,,,,,,,
,Scirpus squarrosus,ಸಿರ್ಪಸ್‌ ಸ್ಕ್ವ್ಯಾರೋಸಸ್; ‌ ಕಾಡು ಉಸ್ಮಾನಿಹುಲ್ಲು,,,,,,,,,
,scissor,ಕತ್ತರಿಸು; ಕತ್ತರಿಸಿ ತೆಗೆದುಹಾಕು,,,,,,,,,
,scissors,ಕತ್ತರಿ,,,,,,,,,
,Sclerencyma,"ಸ್ಕ್ಲೀರೆನ್‌ ಕೈಮ; (ಕರಟ, ಬೀಜಕೋಶ ಮೊದಲಾದವುಗಳ) ಸಸ್ಯದ ಗಟ್ಟಿಭಾಗ; ಸಸ್ಯಗಳಲ್ಲಿರುವ ಮುಖ್ಯವಾದ ಸರಳರೂಪದ ಒಂದು ಶಾಶ್ವತ ಅಂಗಾಂಶ",,,,,,,,,
,Scleri pergracillis,ಸ್ಕ್ಲೀರಿಯ ಪರ್‌ಗ್ರ‍್ಯಾಸಿಲಿಸ್; ‌ ಸೊಳ್ಳೆಗಳನ್ನು ಓಡಿಸಲು ಬಳಸುವ ನಿಂಬೆವಾಸನೆ ಎಲೆಯುಳ್ಳ ಒಂದು ಸಸ್ಯ,,,,,,,,,
,Scleropyrum wallichianum,ಸ್ಕ್ಲಿರೋಪೈರಮ್‌ ವಾಲಿಚಿಯಾನಮ್; ‌ ಬೆಂಡುಲಿಗೆ/ಬೆಂಡುಗ ಮರ,,,,,,,,,
,Scolopia crenata,ಸ್ಕಾಲಪಿಯ ಕ್ರನೇಟ; ಅಡಿಕೆಜಪ್ಲೆ/ದೊಡ್ಡಜಾಪಾಲ/ಕೊಕ್ಕರೆ/ಕೊಡಲಿ ಮರ,,,,,,,,,
,scoop,1. ತೋಡು; ಗೋರು 2. ಮೊಗೆ 3. ತೋಡುಕೈ; ಗೋರೆ,,,,,,,,,
,scoop-wheel,ಮೊಗೆ ಚಕ್ರ; ತೊಟ್ಟಿಗಳನ್ನುಳ್ಳ ನೀರೆತ್ತುವ ಚಕ್ರ,,,,,,,,,
,Scoparia dulcis,ಸ್ಕಾಪೇರಿಯ ಡಲ್ಸಿಸ್; ‌ ಮೈಗಂಧಿ ಗಡ,,,,,,,,,
,scorpioid cyme,ಸ್ಕಾರ್ಪಿಯಾಯ್ಡ್‌ ಸೈಮ್; ‌ ಚೇಳುಕೊಂಡಿಯಂತೆ ಸುರುಳಿ ಸುತ್ತಿಕೊಂಡಿದ್ದು ಅರಳುವಾಗ ಸುರುಳಿ ಬಿಚ್ಚಿಕೊಳ್ಳುವ ಪುಷ್ಪಮಂಜರಿ,,,,,,,,,
,scotch broom,Cytisus scoparius,,,,,,,,,
,scrag,ಬಡಕಲು ಗಿಡ,,,,,,,,,
,screw-pine,pandanus odoratissimus,,,,,,,,,
,scrobiculated,ಕುಳಿಕುಳಿಯಾದ; ಕುಳಿಗಳಿರುವ,,,,,,,,,
,scrub,1. ಉಜ್ಜಿ ತೊಳೆ 2. ಕುರುಚಲು ಸಸ್ಯ 3. ಕುರುಚಲು ಪ್ರದೇಶ,,,,,,,,,
,scum,1. ನೊರೆ 2. ಕಸ 3. ಕಿಟ್ಟ,,,,,,,,,
,scutate,ಗುರಾಣಿಯಾಕಾರದ,,,,,,,,,
,scutellum,"ಸ್ಕ್ಯುಟೆಲಮ್‌: 1. ಸಸ್ಯ, ಕೀಟ, ಪಕ್ಷಿ, ಮೊದಲಾದವುಗಳ ಗುರಾಣಿಯಾಕಾರದ ಪೊರೆ 2. ಹುಲ್ಲುಭ್ರೂಣದ ಬೀಜದಳ",,,,,,,,,
,Scutia myrtina/circumcissa,ಸ್ಕ್ಯೂಟಿಯ ಮಿರ್ಟಿನ/ಸರ್ಕಮ್‌ಸಿಸ; ಕುರುಡಿಹಣ್ಣಿನ ಗಿಡ,,,,,,,,,
,scutiform,ಗುರಾಣಿಯಾಕಾರದ,,,,,,,,,
,scyphus,ಸೈಫಸ್; ‌ ಕಲ್ಲುಹೂವಿನ ಬಟ್ಟಲಾಕಾರದ ಭಾಗ,,,,,,,,,
,scythe,ಕೊಯ್ಲುಗತ್ತಿ; ಕುಡುಗೋಲು,,,,,,,,,
,sea breeze,ಕಡಲ ಗಾಳಿ,,,,,,,,,
,sea coconut,Lodoicea maldivica,,,,,,,,,
,sea-island cotton,Gossypium barbadense,,,,,,,,,
,sea level,ಸಮುದ್ರ ಮಟ್ಟ,,,,,,,,,
,sea-shore paspalum,Paspalum variegatum,,,,,,,,,
,season,ಋತು; ಕಾಲ; ಹಂಗಾಮು,,,,,,,,,
,seasonal,ಆಯಾ ಋತುವಿನ,,,,,,,,,
,seasonal irrigation,ಆಯಾ ಋತುವಿನ ನೀರಾವರಿ,,,,,,,,,
,Sebestan plum,Cardia latifolia,,,,,,,,,
,Secale cereale (rye),ಸಿಕೇಲಿ ಸೀರಿಯೇಲ್; ‌ ರೈಧಾನ್ಯ; ಚಿಕ್ಕಗೋದಿ,,,,,,,,,
,Secamone emetica,ಸೀಕಮೋನ್‌ ಇಮಿಟಿಕ; ಸೀರನಿಗೆ ಹಂಬು,,,,,,,,,
,Secateur,ಸೆಕಟರ್; ‌ ಸವರುಗತ್ತರಿ; ಕಸಿಗತ್ತರಿ,,,,,,,,,
,Sechium edule (cho-cho plant; chayote; christophine),ಸೆಕಿಯಮ್‌ ಇಡ್ಯೂಲ್; ‌ ಚೋಚೋ/ಸೀಮೆಬದನೆಕಾಯಿ (ಬಳ್ಳಿ),,,,,,,,,
,secondary,ಅಪ್ರಧಾನ; ಗೌಣ; ತರುವಾಯದ ದ್ವಿತೀಯ; ಮಧ್ಯಮ,,,,,,,,,
,secondary branch,ಕವಲುರೆಂಬೆ; ಟಿಸಿಲು,,,,,,,,,
,secondary growth,ತರುವಾಯದ ಬೆಳವಣಿಗೆ,,,,,,,,,
,secondary meristem,ಮಧ್ಯಮ ಜೀವಕೋಶಜನ್ಯ ಅಂಗಾಂಶ,,,,,,,,,
,secondary plant nutrients,ಅಪ್ರಧಾನ/ಗೌಣ ಸಸ್ಯ ಪೋಷಕಾಂಶಗಳು,,,,,,,,,
,secondary root,ಕವಲುಬೇರು; ದ್ವಿತೀಯಬೇರು,,,,,,,,,
,secretion,1. ಒಸರುವಿಕೆ; ಸ್ರಾವ 2. ಒಸರಿದ ವಸ್ತು,,,,,,,,,
,secund,ಒಂದು ಪಕ್ಕದ; ಏಕಪಾರ್ಶ್ವದ,,,,,,,,,
,Securingea,Fluggea,,,,,,,,,
,sedentary soil,ಸ್ಥಿರಮಣ್ಣು,,,,,,,,,
,sedimentary rock,ಪದರಶಿಲೆ; ಮಡ್ಡಿಕಲ್ಲು,,,,,,,,,
,sedimentary soil,1. ಗಷ್ಟು ಮಣ್ಣು 2. ಸ್ಥಳಜನ್ಯ ಮಣ್ಣು,,,,,,,,,
,sedimentation,ಗಷ್ಟೀಕರಣ,,,,,,,,,
,Sedum roseum (rose root),ಸೀಡಮ್‌ ರೋಜಿಯಮ್; ‌ ಗುಲಾಬಿ ವಾಸನೆಯ ಸಸ್ಯ,,,,,,,,,
,seed,ಬೀಜ,,,,,,,,,
,seed bearing plants,ಬೀಜ ಬಿಡುವ ಸಸ್ಯಗಳು,,,,,,,,,
,seed bed,ಬೀಜ/ಒಟ್ಟಿಲು ಪಾತಿ; ಸಸಿ ಮಡಿ,,,,,,,,,
,seed-borne disease,ಬೀಜದಿಂದ ಬರುವ ರೋಗ,,,,,,,,,
,seed coat,ಬೀಜದ ಸಿಪ್ಪೆ/ಹೊದಿಕೆ,,,,,,,,,
,seed-corn,ಬಿತ್ತನೆಕಾಳು,,,,,,,,,
,seed-cum-fertilizer drill,ಬೀಜ ಹಾಗೂ ಗೊಬ್ಬರ ಕೂರಿಗೆ,,,,,,,,,
,seed dispersal,ಬೀಜ ಪ್ರಸರಣೆ,,,,,,,,,
,seed dormancy,ಬೀಜದ ಸುಪ್ತಾವಸ್ಥೆ,,,,,,,,,
,seed dressing,ಬೀಜೋಪಚಾರ,,,,,,,,,
,seed dressing drum,ಬೀಜೋಪಚಾರ ಪೀಪಾಯಿ,,,,,,,,,
,seed drill,ಬಿತ್ತನೆ ಕೂರಿಗೆ,,,,,,,,,
,seeder,1. ಬಿತ್ತನೆಗಾರ 2. ಬೀಜೋತ್ಪಾದಕ ಸಸ್ಯ 3. ಬೀಜ ಬಿಡಿಸುವ ಯಂತ್ರ 4. ಕೂರಿಗೆ; ಬಿತ್ತನೆ ಸಾಧನ,,,,,,,,,
,seed farm,ಬೀಜೋತ್ಪಾದನ ಕ್ಷೇತ್ರ,,,,,,,,,
,seeding,ಬಿತ್ತನೆ,,,,,,,,,
,seeding machine,ಬಿತ್ತನೆ ಯಂತ್ರ,,,,,,,,,
,seeding plough,ಬಿತ್ತನೆ ನೇಗಿಲು,,,,,,,,,
,seed inspection,ಬೀಜ ತಪಾಸಣೆ,,,,,,,,,
,seedless,ಬೀಜರಹಿತ,,,,,,,,,
,seedling,ಅಗೆ; ಸಸಿ; ಬೀಜಾಂಕುರ,,,,,,,,,
,seed moisture,ಬೀಜ ತೇವಾಂಶ,,,,,,,,,
,seed pan,ಬೀಜತಟ್ಟೆ; ಬೀಜಗಳನ್ನು ಮೊಳೆಯಿಸಲು ಬಳಸುವ ಒಂದು ಬಗೆಯ ತಟ್ಟೆ ಯಾ ಕುಂಡ,,,,,,,,,
,seed plant,ಬೀಜಸಸ್ಯ; ಬೀಜ ಬಿಡುವ ಒಂದು ಸಸ್ಯ,,,,,,,,,
,seed plot,ಬೀಜೋತ್ಪತ್ತಿ ತಾಕು; ಬೀಜೋತ್ಪತ್ತಿಗಾಗಿ ಬಳಸುವ ಜಮೀನು ಯಾ ಪ್ರದೇಶ,,,,,,,,,
,seed processing centre,ಬೀಜ ಸಂಸ್ಕರಣ ಕೇಂದ್ರ,,,,,,,,,
,seed production,ಬೀಜೋತ್ಪಾದನೆ,,,,,,,,,
,seed rate,ಬೀಜ ಪ್ರಮಾಣ; ಎಕರೆವಾರು ಬೇಕಾಗುವ ಬಿತ್ತನೆ ಬೀಜದ ಪ್ರಮಾಣ,,,,,,,,,
,seed room,ಬೀಜ ಕೊಠಡಿ,,,,,,,,,
,seed sample,ಬೀಜ ಮಾದರಿ,,,,,,,,,
,seed storage,1. ಬೀಜ ಶೇಖರಣೆ 2. ಬೀಜದ ಉಗ್ರಾಣ,,,,,,,,,
,seed sowing,ಬೀಜ ಬಿತ್ತನೆ,,,,,,,,,
,seed testing laboratory,ಬೀಜ ಪರೀಕ್ಷಣ ಪ್ರಯೋಗಾಲಯ,,,,,,,,,
,seed time,ಬಿತ್ತನೆ ಕಾಲ,,,,,,,,,
,seed treatment,ಬೀಜೋಪಚಾರ,,,,,,,,,
,seed tree,ಬೀಜೋತ್ಪಾದನ ಮರ; ಬೀಜವನ್ನು ಉತ್ಪತ್ತಿ ಮಾಡುವಂಥ ಮರ,,,,,,,,,
,seed viability,ಬೀಜದ ಜೀವಶಕ್ತಿ/ಮೊಳಕೆ ಶಕ್ತಿ,,,,,,,,,
,seed year,ಬೀಜ ಸಂವತ್ಸರ; ಒಂದು ಸಸ್ಯದ ಬೀಜಗಳನ್ನು ಸಮೃದ್ಧವಾಗಿ ಉತ್ಪಾದಿಸುವ ವರ್ಷ,,,,,,,,,
,seepage,ಜಿನುಗುವಿಕೆ; ಬಸಿಯುವಿಕೆ,,,,,,,,,
,segregation,ಬೇರ್ಪಡಿಕೆ; ಪ್ರತ್ಯೇಕನ,,,,,,,,,
,Sechima nervosum,Andropogon nervosus,,,,,,,,,
,seismology,ಭೂಕಂಪ ವಿಜ್ಞಾನ,,,,,,,,,
,Selaginella (little club moss),ಸಿಲ್ಯಾಜ ನೆಲ; ಒಂದು ಜರಿ ಸಸ್ಯ ಜಾತಿ,,,,,,,,,
,selection,ಆಯ್ಕೆ,,,,,,,,,
,self-compatibility,ಸ್ವಗರ್ಭಧಾರಣ ಸಾಮರ್ಥ್ಯ,,,,,,,,,
,selfed,ಸ್ವ-ಪರಾಗಧಾರಣೆಯಾದ,,,,,,,,,
,self-fertile,ಸ್ವಯಂಫಲವತ್ತಾದ,,,,,,,,,
,self-fertilization,ಸ್ವ-ಗರ್ಭಧಾರಣೆ,,,,,,,,,
,self-impatability,ಸ್ವ-ಅನನುರೂಪತೆ,,,,,,,,,
,self-incompatability,ಸ್ವ-ಗರ್ಭಧಾರಣೆಯಿಲ್ಲದಿರುವಿಕೆ,,,,,,,,,
,self-luminous,ಸ್ವಪ್ರಕಾಶ,,,,,,,,,
,self-pollinatio,ಸ್ವಪರಾಗಸ್ಪರ್ಶನ,,,,,,,,,
,self-raker,ಸೆಲ್ಫ್ ರೇಕರ್; ‌ ಕೊಯ್ಲಅರಿಯಂತ್ರ; ತಾನೇ ಕೊಯ್ದು ಅರಿಮಾಡುವ ಹಲುಬೆಯಂಥ ಯಂತ್ರ,,,,,,,,,
,self-sown,ಸ್ವಯಂಬಿತ್ತನೆಯಾದ,,,,,,,,,
,Semecarpus anacardium (marking-nut),ಸೆಮಿಕಾರ್ಪಸ್‌ ಅನಕಾರ್ಡಿಯಮ್; ‌ ಗೊಡ್ಡು/ಕರಿಗೇರು ಮರ; ಗೇರುಕಾಯಿ (ಮರ),,,,,,,,,
,Semecarpus travancorica,ಸೆಮಿಕಾರ್ಪಸ್‌ ಟ್ರಾವನ್‌ಕೋರಿಕ; ಕಾಡುಗೇರು,,,,,,,,,
,semiarid climate,ಅರೆಶುಷ್ಕ ಹವಾಮಾನ,,,,,,,,,
,semiarid region,ಅರೆಶುಷ್ಕ ಪ್ರದೇಶ,,,,,,,,,
,semicircular,ಅರ್ಧವೃತ್ತಾಕಾರದ,,,,,,,,,
,semi-hardwood cuttings,ಅರೆಗಟ್ಟಿ ಕಾಂಡದ ಕಸಿ ತುಂಡುಗಳು,,,,,,,,,
,semilooper,ಸೆಮಿಲೂಫರ್; ‌ ಕೊಂಡ್ಲಿ ಹುಳು,,,,,,,,,
,semilunate,ಅರ್ಧಚಂದ್ರಾಕೃತಿಯ,,,,,,,,,
,seminary,ಒಟ್ಟಿಲು ಮಡಿ/ಪಾತಿ; ಸಸಿಮಡಿ,,,,,,,,,
,semiparasite,ಅರೆಪರೋಪಜೀವಿ,,,,,,,,,
,semitolerant,ಅರೆಸಹಿಷ್ಣು,,,,,,,,,
,Senecio hohenackeri,ಸಿನೇಸಿಯೋ ಹೊಯೆನಕೇರಿ; ಕಾಡು ಗೊಬ್ಬಳಿಗಿಡ,,,,,,,,,
,senna,Cassia artemisioides,,,,,,,,,
,sensitive plant,Mimosa pudica,,,,,,,,,
,sepal,ಸೆಪೆಲ್; ‌ ಪುಷ್ಪಪತ್ರ; ಪುಷ್ಪಪಾತ್ರದ ಪತ್ರ,,,,,,,,,
,sepaloid,ಪುಷ್ಪಪತ್ರದಂಥ,,,,,,,,,
,separation,ವಿಂಗಡಣೆ; ಬೇರ್ಪಡಿಸುವಿಕೆ,,,,,,,,,
,septic,1. ಕೊಳೆತದ; ಕೊಳೆಯಿಸುವ 2. ರಕ್ತ ವಿಷದ,,,,,,,,,
,septum,ಸೆಪ್ಟಮ್; ‌ ಅಂಗಾಂಶ ಭಿತ್ತಿ/ಪೊರೆ,,,,,,,,,
,sericulture,ರೇಶ್ಮೆ ವ್ಯವಸಾಯ; ರೇಶ್ಮೆಹುಳು ಸಾಕುವುದು; ಕಚ್ಚಾ ರೇಶ್ಮೆಯ ತಯಾರಿಕೆ,,,,,,,,,
,series,ಸರಣಿ; ಶ್ರೇಣಿ,,,,,,,,,
,Serissa foetida/japonica,ಸೆರಿಸ ಫೀಟಿಡ/ಜಪಾನಿಕ; ಅಲಂಕಾರ ಎಲೆಯುಳ್ಳ ಪೊದೆ,,,,,,,,,
,serpentine layering,ಸರ್ಪೆಂಟೈನ್‌ ಲೇಯರಿಂಗ್; ‌ ದಾರು ಬಳ್ಳಿಗಳನ್ನು ವೃದ್ಧಿಮಾಡುವ ಒಂದು ಕಸಿ ವಿಧಾನ,,,,,,,,,
,serrate,ಗರಗಸದಂಥ ಅಂಚುಳ್ಳ,,,,,,,,,
,serrulate,ಗರಗಸದಂಥ ಸೂಕ್ಷ್ಮ ಅಂಚುಳ್ಳ,,,,,,,,,
,serum,ಸೀರಮ್‌ : 1. ರಕ್ತ ನೀರು 2. ದುಗ್ಧರಸ 3. ರೋಗಾಣು ದ್ರವ,,,,,,,,,
,sesame,Sesamum indicum,,,,,,,,,
,Sesamum indicum/orientale (sesame),ಸೆಸಮಮ್‌ ಇಂಡಿಕಮ್‌/ಓರಿಯಂಟೇಲ್; ‌ ಎಳ್ಳು/ಎಳ್ಳೆಣ್ಣೆ ಗಿಡ,,,,,,,,,
,Sesamum prostratum,ಸೆಸಮಮ್‌ ಪ್ರಾಸ್ಟ್ರೇಟಮ್; ‌ ಕಾಡೆಳ್ಳುಗಿಡ,,,,,,,,,
,Sesbania aculeata/bispinosa (dhaincha),ಸೆಸ್ಬೇನಿಯ ಅಕ್ಯೂಲಿಯೇಟ/ಬೈಸ್ಪೈನೋಸ; ಮುಳುಜೀನಂಗಿ/ಡೇಂಚ ಗಿಡ,,,,,,,,,
,Sesbania aegyptiaca/sesban,ಸೆಸ್ಬೇನಿಯ ಈಜಿಪ್ಟಿಯಕ/ಸೆಸ್ಬಾನ್; ‌ ಕರಿಜೀನಂಗಿ/ತಕ್ಕಿಲೆ/ಜಯಂತಿ ಗಿಡ,,,,,,,,,
,Sesbania grandiflora,ಸೆಸ್ಬೇನಿಯ ಗ್ರ‍್ಯಾಂಡಿಫ್ಲೋರ; ಅಗಸೆ ಮರ,,,,,,,,,
,Sesbania procumbens,ಸೆಸ್ಬೇನಿಯ ಪ್ರೊಕಂಬೆನ್ಸ್; ‌ ಬೆಂಡು ಗಿಡ,,,,,,,,,
,Seseli indicum,ಸೆಸಲಿ ಇಂಡಿಕಮ್‌; ಕಾಡು ಅಜ್ವಾನ ಗಿಡ; ಜಂತು ನಿವಾರಕವಾಗಿ ಬಳಸುವ ಹೂವುಳ್ಳ ಒಂದು ಸಸ್ಯ,,,,,,,,,
,Sessile,ತೊಟ್ಟಿಲ್ಲದ; ಕಾವುಇಲ್ಲದ,,,,,,,,,
,Setaria glauca (cat tail millet; bottle/pigeon grass),ಸೆಟ್ಯಾರಿಯ ಗ್ಲಾಕ; ಬಿಳಿಕೋರ್ಲೆ ಹುಲ್ಲು,,,,,,,,,
,Setaria intermedia/tomentosa,ಸೆಟ್ಯಾರಿಯ ಇಂಟರ್‌ ಮೀಡಿಯ/ಟೊಮೆಂಟೋಸ; ದೊಡ್ಡ ಅಂಟುಪುರಳೆ ಹುಲ್ಲು,,,,,,,,,
,Setaria italica (Italian millet),ಸೆಟ್ಯಾರಿಯ ಇಟ್ಯಾಲಿಕ; ನವಣೆ,,,,,,,,,
,Setaria pallide-fusca (Kavatta grass),ಸೆಟ್ಯಾರಿಯ ಪ್ಯಾಲಿಡಿ-ಫ್ಯುಸ್ಕ; ಕೊರಲೆ ಹುಲ್ಲು,,,,,,,,,
,Setaria verticillata (bristly fox-tail),ಸೆಟ್ಯಾರಿಯ ವರ್ಟಿಸಿಲೇಟ; ಸಣ್ಣ ಅಂಟುಪುರಳೆ ಹುಲ್ಲು,,,,,,,,,
,setose,ಬಿರುಗೂದಲುಳ್ಳ,,,,,,,,,
,sewage,ಗ್ರಾಮಸಾರ; ಊರಿನ ರೊಚ್ಚು,,,,,,,,,
,sewage grass,ಗ್ರಾಮಸಾರದ ಹುಲ್ಲು,,,,,,,,,
,sex,ಲಿಂಗ,,,,,,,,,
,sex-influenced,ಲಿಂಗಪ್ರಭಾವಿತ ಗುಣಲಕ್ಷಣದ,,,,,,,,,
,sex-limited character,ಲಿಂಗಸೀಮಿತ ರೂಪಲಕ್ಷಣ; ಹೆಣ್ಣು ಯಾ ಗಂಡಿನ ತೋರಿಕೆಯ ರೂಪಲಕ್ಷಣ ಗುಣ,,,,,,,,,
