ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Red flour beetle,ಕೆಂಪುಹಿಟ್ಟಿನ ದುಂಬಿ,,,,,,,,,
,Red raspberry,ಕೆಂಪು ರಾಸ್ಬೆರಿ,,,,,,,,,
,Red root disease,"ಕೆಂಪು ಬೇರು ರೋಗ, ಕೆಂಬೇರುರೋಗ",,,,,,,,,
,Red sandal,"ಕೆಂಪುಗಂಧಗಿರಿಚಕ್ಕೆ, ರಕ್ತಚಂದನ, ರಕ್ತಹೊನ್ನೆ",,,,,,,,,
,Red sandalwood tree,ರಕ್ತಚಂದನ ವೃಕ್ಷ (ನೆರಳು ಕೊಡುವ ಅಲಂಕಾರಿಕ ವೃಕ್ಷ),,,,,,,,,
,Red scales,ಕೆಂಪು ಶಲ್ಕಗಳು,,,,,,,,,
,Red sitaphal,ಕೆಂಪು ಸೀತಾಫಲ,,,,,,,,,
,Red sorrel (Jamaican sorrel),"ಪುಂಡಿಸೊಪ್ಪು, ಸೀಮೆ ಪುಂಡಿಸೊಪ್ಪು",,,,,,,,,
,Red spidermite,"ಕೆಂಪು ಜೇಡರ ನುಶಿ, ಕೆಂಪು ಜೇಡ",,,,,,,,,
,Red weevil (Indian palm weevil),ಕೆಂಪು ಮೂತಿಹುಳು,,,,,,,,,
,Red wood tree,"ದೊಡ್ಡ / ಆನೆ ಗುಲಗಂಜಿ, ಮಂಜಿಟ್ಟ, ಮಂಡತೀಯ",,,,,,,,,
,Redcape leadwort,ಕೆಂಪುಚಿತ್ರ ಮೂಲ,,,,,,,,,
,Redgram (pigeonpea),"ತೊಗರಿ, ಅಥಕಿ, ತುರುಕುತೊಗರಿ",,,,,,,,,
,Redpalm weevil,ತಾಳೆಯ ಕೆಂಪು ಮೂತಿಹುಳು,,,,,,,,,
,Reduced flowering beauty,ಕೆಯೆನ್ನೆ ತಳಿಯ ಒಂದು ಉತ್ಪರಿವರ್ತಕ (ಅನಾನಸು),,,,,,,,,
,Reed,ಜೊಂಡು,,,,,,,,,
,Reed stem,ಜೊಂಡು ಕಾಂಡ,,,,,,,,,
,Reel mower,ರೀಲ್ ಹುಲ್ಲು ಕತ್ತರಿಕೆ ಯಂತ್ರ,,,,,,,,,
,Reflexed,ಹಿಮ್ಮುಖವಾಗಿ / ಹಿಂದಕ್ಕೆ ಬಾಗಿದ,,,,,,,,,
,Refrigeration,"ಶೀತಲೀಕರಣ, ಶೈತೀಕರಣ",,,,,,,,,
,Regenerate,"ಪುನರುಜ್ಜೀವನಗೊಳಿಸು, ಪುನಃಶ್ಚೇತನಗೊಳಿಸು",,,,,,,,,
,Registered and certified seeds,ನೋಂದಾಯಿತ ಹಾಗೂ ಪ್ರಮಾಣಿತ ಬೀಜಗಳು,,,,,,,,,
,Registered seed,ನೋಂದಾಯಿತ ಬೀಜ,,,,,,,,,
,Regular,ಕ್ರಮಬದ್ಧ,,,,,,,,,
,Regular bearing,"ಕ್ರಮಬದ್ಧವಾಗಿ ಫಲಕಚ್ಚುವುದು, ಪ್ರತಿವರ್ಷ ಫಲಕಚ್ಚುವ / ಫಲಬಿಡುವ",,,,,,,,,
,Regulation of flowering,"ಹೂಬಿಡುವಿಕೆ ನಿಯಂತ್ರಣ, ಹೂಬಿಡುವುದನ್ನು ನಿಯಂತ್ರಿಸುವುದು",,,,,,,,,
,Regulator,"ನಿಯಂತ್ರಕ, ಸಕ್ರಮಗೊಳಿಸುವ, ಕ್ರಮಬದ್ಧಗೊಳಿಸುವ",,,,,,,,,
,Rejuvenation,"ಪುನಶ್ಚೇತನಗೊಳಿಸುವಿಕೆ, ಪುನರುಜ್ಜೀವನಗೊಳಿಸುವಿಕೆ",,,,,,,,,
,Relative density,ಸಾಪೇಕ್ಷ ಸಾಂದ್ರತೆ,,,,,,,,,
,Remnant of bulb scales,"ಗೆಡ್ಡೆ ಹುರುಪೆಗಳ ಅವಶೇಷ, ಉಳಿಕೆ ಗೆಡ್ಡೆ ಸಿಪ್ಪೆ",,,,,,,,,
,Remnant of tunic,ಗೆಡ್ಡೆಯ ಅವಶೇಷ / ಉಳಿಕೆ,,,,,,,,,
,Renewal pruning,ನವೀಕರಣ ಸಮರಿಕೆ,,,,,,,,,
,Renewal spur,ನವೀಕರಣಕೂಳೆ (ದ್ರಾಕ್ಷಿ) (ಸವರಿದ ಜಿಲ್ಲೆಯಲ್ಲಿ ಚಿಗುರು ಮಾತ್ರ ತಳ್ಳುವ ಕೂಳೆ),,,,,,,,,
,Reniform,ಮೂತ್ರ ಪಿಂಡಾಕಾರ,,,,,,,,,
,Renovation,"ಪುನಃಶ್ಚೇತನ, ನವೀಕರಣ",,,,,,,,,
,Repair grafting,ದುರಸ್ತಿ ಕಮಾನುಕಸಿ,,,,,,,,,
,Repellent,ವಿಕರ್ಷಕ,,,,,,,,,
,Repotting,"ಕುಂಡ ಬದಲಾವಣೆ, ಗಿಡಗಳನ್ನು ಪುನಃ ಕುಂಡಗಳಿಗೆ ವರ್ಗಾಯಿಸುವುದು",,,,,,,,,
,Resin,ರಾಳ,,,,,,,,,
,Resin duct,ರಾಳದ ನಾಳ,,,,,,,,,
,Resinogenous layer,ರಾಳಜನಕ ಪದರ,,,,,,,,,
,Resistant varieties,"ನಿರೋಧಕ ತಳಿಗಳು, ತಡೆದುಕೊಳ್ಳುವ ತಳಿಗಳು",,,,,,,,,
,Rest period (buds),ವಿಶ್ರಾಂತಿ ಅವಧಿ (ಮೊಗ್ಗು) ಅಚೇತನಾವಸ್ಥೆ / ಜಡಾವಸ್ಥೆ ಅವಧಿ,,,,,,,,,
,Rest period (resting bud),ಅದೃಶ್ಯ ಬೆಳವಣಿಗೆ ಅವಧಿ (ವಿಶ್ರಾಂತ ಮೊಗ್ಗು),,,,,,,,,
,Resupinate,"ಬುಡಮೇಲಾದ, ವ್ಯತ್ಯಸ್ಥ",,,,,,,,,
,Reticulate,"ಜಾಲರೂಪಿ, ಬಲೆಯಾಕಾರಿತ, ಬಲೆಯಂತಿರುವ",,,,,,,,,
,Retuse,ಅಗಲತುದಿ ಹಾಗೂ ಮಧ್ಯದಲ್ಲಿ ತಗ್ಗುಳ್ಳ ಎಲೆ,,,,,,,,,
,Rhinoceros (Black palm beetle) beetle,"ರೈನಾಸಿರಸ್ ದುಂಬಿ, ಕೊಂಬಿನ ದುಂಬಿ",,,,,,,,,
,Rhizocaline,ಬೇರುರೂಪುಗೊಳ್ಳಲು ಅವಶ್ಯವಿರುವ ಸಸ್ಯಚೋದಕ,,,,,,,,,
,Rhizoctonia stemrot,ರೈಜೋಕ್ಟೋನಿಯ ಕಾಂಡಕೊಳೆರೋಗ (ಶಿಲೀಂಧ್ರರೋಗ),,,,,,,,,
,Rhizomatous,"ಬೇರುಕಾಂಡದ, ಗುಪ್ತಕಾಂಡದ",,,,,,,,,
,Rhizome,"ಪ್ರಕಂದ, ಬೇರುಕಾಂಡ, ಗುಪ್ತಕಾಂಡ",,,,,,,,,
,Rhizome rot,"ಬೇರುಕಾಂಡ ಕೊಳೆರೋಗ (ಬಾಳೆ), ಪ್ರಕಾಂಡ / ಗುಪ್ತಕಾಂಡ ಕೊಳೆರೋಗ",,,,,,,,,
,Rhizomorph,ತಂತುಬಲೆ / ಜಟೆ,,,,,,,,,
,Rhizosphere,ಬೇರುವಲಯ,,,,,,,,,
,Rhubarb,ರುಬಾರ್ಬ್ ಸೊಪ್ಪು ತರಕಾರಿ,,,,,,,,,
,Rhubarb,ರುಬಾರ್ಬ್ ಮೂಲಿಕೆ,,,,,,,,,
,Rib,"ಶಿರಾ, ಎಲೆದಿಂಡು, ಗರಿಕಾಂಡ, ಉದ್ದ ಏಣುಗಳು",,,,,,,,,
,Rice (or discolour),ಹೂಕೋಸು ಬಣ್ಣಗೆಡುವಿಕೆ,,,,,,,,,
,Rice moth,ಅಕ್ಕಿಗೆಬೀಳುವಪತಂಗ,,,,,,,,,
,Rice potato,ಬಿಳಿಆಲೂಗೆಡ್ಡೆ,,,,,,,,,
,Ricin,ಒಂದು ಬಗೆಯ ಸಸಾರಜನಕ ವಿಷ,,,,,,,,,
,Ridge,"ದಿಂಡು, ಏಣು",,,,,,,,,
,Ridge gourd,ಹೀರೇಕಾಯಿ,,,,,,,,,
,Rind,"ಸಿಪ್ಪೆ (ಹಲಸು, ದಾಳಿಂಬೆ)",,,,,,,,,
,Ring budding,ಉಂಗುರಾಕಾರದಲ್ಲಿ ಕಣ್ಣು ಕೂಡಿಸಿ ಕಸಿಮಾಡುವುದು,,,,,,,,,
,Ring or annular budding,"ಉಂಗುರ ವಿಧಾನ ಕಸಿ, ಉಂಗುರ ಕಸಿ ಪದ್ಧತಿ",,,,,,,,,
,Ringing (girdling),ಮರದರೆಂಬೆಯ ಸುತ್ತ ಉಂಗುರಾಕಾರದಲ್ಲಿ ತೊಗಟೆ ತೆಗೆಯುವಿಕೆ,,,,,,,,,
,Rinse,"ತೊಯ್ಯಿಸು, ನೆನೆಸು, ಅದ್ದು",,,,,,,,,
,Ripe arecanut,"ಹಣ್ಣಾದ ಅಡಕೆಕಾಯಿ, ಹಣ್ಣಡಕೆ, ಮಾಗಿದ ಅಡಕೆ",,,,,,,,,
,Ripened wood,ಬಲಿತ ಕಾಂಡ,,,,,,,,,
,Ripeness,ಮಾಗುವಿಕೆ,,,,,,,,,
,Rock garden (alpine garden),"ವ್ಯವಸ್ಥಿತ ಶಿಲಾಮಣ್ಣು ತೋಟ, ಬಂಡೇದ್ವೀಪ ತೋಟ, ಶಿಲಾತೋಟ, ಕಲ್ತೋಟ",,,,,,,,,
,Rock island,ಶೀಲಾದ್ವೀಪ,,,,,,,,,
,Rockbee,ಹೆಜ್ಜೇನು,,,,,,,,,
,Rockery,ಒರಟುಕಲ್ಲುಗಳಿಂದಕೂಡಿದ (ಸಸ್ಯಕೃಷಿಗಾಗಿ) ತೋಟಗಾರಿಕೆ,,,,,,,,,
,Rocket salad,ಕಾಡುಗೆಂಪು ಸಾಸಿವೆ,,,,,,,,,
,Rodent,"ದಂಶಕ, ಹೆಗ್ಗಣ ಮುಂತಾದವು",,,,,,,,,
,Rodenticide,ದಂಶಕನಾಶಕ,,,,,,,,,
,Rogue,ಕಳಪೆ ಸಸ್ಯ ಆರಿಸಿಕಿತ್ತುಹಾಕುವುದು,,,,,,,,,
,Rolled towel test,"ಸುರುಳಿ ಕಾಗದ ಬೀಜಪರೀಕ್ಷೆ, ಸುರುಳಿಸುತ್ತಿದ ವಸ್ತ್ರದಲ್ಲಿ ಬೀಜಬಿತ್ತಿ ಪರೀಕ್ಷಿಸುವುದು",,,,,,,,,
,Roller,"ಉರುಳೆ, ಉರುಳುಗುಂಡು",,,,,,,,,
,Rolling,"ಉರುಳೆಯಾಡಿಸುವಿಕೆ, ಹೊರಳಾಡಿಸುವುದು",,,,,,,,,
,Roof gardening,ತಾರಸೀ / ಬಿಸಿಲು ಮಚ್ಚು / ಛಾವಣಿ ತೋಟಗಾರಿಕೆ,,,,,,,,,
,Root apex,ಬೇರು ತುದಿ,,,,,,,,,
,Root aphid,ಬೇರು ಹೇನು,,,,,,,,,
,Root cap,ಬೇರು ಟೋಪಿ,,,,,,,,,
,"Root crops (Carrot, beet etc)","ಬೇರು ಬೆಳೆಗಳು (ಗಜ್ಜರಿ, ಬೀಟ್ ರೂಟ್ ಇತ್ಯಾದಿ)",,,,,,,,,
,Root cutting,ಬೇರು ತುಂಡು,,,,,,,,,
,Root exposure,"ಬೇರು ತೆಗೆಯುವಿಕೆ, ಬೇರನ್ನು ಹೊರಗೆಡವುವುದು",,,,,,,,,
,Root fungus,ಬೇರು ಶಿಲೀಂಧ್ರ,,,,,,,,,
,Root gall,ಬೇರುಗಂಟು,,,,,,,,,
,Root graft,ಬೇರು ಕಸಿ,,,,,,,,,
,Root grub,ಬೇರುಗಳಿಗೆ ಹಾನಿಮಾಡುವ ಗೊಣ್ಣೆಹುಳು,,,,,,,,,
,Root hair,ಬೇರು ರೋಮ,,,,,,,,,
,Root initial,ಬೇರು ಅಂಕುರಣ,,,,,,,,,
,Root lesion eel worm,ಬೇರುಗಾಯ ಈಲ್ (ಜಂತು) ಹುಳುರೋಗ,,,,,,,,,
,Root lesion nematode,ಬೇರುಗಳಿಗೆ ಗಾಯಮಾಡುವ ಜಂತುಗಳು,,,,,,,,,
,Root miner,ಬೇರುಗಳಲ್ಲಿ ಸುರಂಗಮಾಡುವ ಹುಳು,,,,,,,,,
,Root nodule,ಬೇರುಗಂಟು,,,,,,,,,
,Root pressure,ಬೇರು ಒತ್ತಡ,,,,,,,,,
,Root primordia,ಬೇರು ಅಂಕುರಣ,,,,,,,,,
,Root pruning,ಬೇರು ಸವರುವಿಕೆ,,,,,,,,,
,Root regeneration,ಪುನಃ ಬೇರು ಮೂಡುವುದು,,,,,,,,,
,Root splitting disease,ಬೇರು ಸೀಳುವ ರೋಗ,,,,,,,,,
,Root stock,ಬೇರುಸಸಿ,,,,,,,,,
,Root stock influence,ಬೇರುಸಸಿಯ ಪ್ರಭಾವ,,,,,,,,,
,Root stock sprout,ಬೇರುಸಸಿಯಲ್ಲಿನ ಚಿಗುರು,,,,,,,,,
,Root sucker,ಬೇರುಕಂದು,,,,,,,,,
,Root suckering operation,ಬೇರು ಚಿಗುರು ಮೂಡುವಂತೆ ಮಾಡುವ ಕಾರ್ಯ,,,,,,,,,
,Root system,ಬೇರು ಸಮೂಹ,,,,,,,,,
,Root tip,ಬೇರು ತುದಿ,,,,,,,,,
,Root vegetable,ಬೇರು ತರಕಾರಿ,,,,,,,,,
,Root wilt,ಬೇರು ಬಾಡುವರೋಗ,,,,,,,,,
,Rooted cutting,"ಬೇರುಯುತ ಕಸಿತುಂಡು, ಬೇರುಬಿಟ್ಟ ತುಂಡು",,,,,,,,,
,Rooting media,ಬೇರುಬಿಡಲು ಬಳಸುವ ಮಾಧ್ಯಮ,,,,,,,,,
,Rootlet,"ಕುಡಿಬೇರು, ಬೇರುತಂತು",,,,,,,,,
,Ropy,"ದಾರದಂತಹ, ಲೋಳೆಗಟ್ಟುವ, ಅಂಟಂಟಾದ, ನೂಲಿನಂತೆ ಏಳುವ",,,,,,,,,
,Rose,ಗುಲಾಬಿ,,,,,,,,,
,Rose apple,"ಪನ್ನೀರು ಹಣ್ಣು, ಪನ್ನೇರಳೆ",,,,,,,,,
,Rose budworm,ಗುಲಾಬಿ ಮೊಗ್ಗುಗಳಿಗೆ ಹಾನಿಮಾಡುವ ಹುಳು,,,,,,,,,
,Rose jam,ಗುಲಾಬಿ ದಳಗಳ ಪಾಕ,,,,,,,,,
,Rose leaf curl,"ಗುಲಾಬಿ ಎಲೆಮುರುಟು, ಎಲೆಮುದುಡುವರೋಗ",,,,,,,,,
,Rose mary,ಸುವಾಸನಭರಿತ ರೋಸ್ಮೆರಿಗಿಡ,,,,,,,,,
,Rose midge,ಗುಲಾಬಿತೆನೆನೊಣ / ಮಶಕ,,,,,,,,,
,Rose mosaic virus,"ಗುಲಾಬಿ ಮಚ್ಚಿ ವೈರಸ್ ರೋಗ, ಗುಲಾಬಿ ಗಿಡಗಳ ಎಲೆಗಳ ವರ್ಣವಿನ್ಯಾಸ ನಂಜು",,,,,,,,,
,Rose oil,ಗುಲಾಬಿ ತೈಲ,,,,,,,,,
,Rose petal wine,ಗುಲಾಬಿದಳಗಳ ಮದ್ಯ,,,,,,,,,
,Rose streak virus,ಗುಲಾಬಿಯ ಗೀರುಗಳ ನಂಜುರೋಗ,,,,,,,,,
,Rose water,ಪನ್ನೀರು (ಗುಲಾಬಿ),,,,,,,,,
,Rose water can,ಮೂತಿ ಇರುವ ನೀರು ಹನಿಸುವ ಡಬ್ಬಿ,,,,,,,,,
,Rose wilt,ಗುಲಾಬಿ ಬಾಡುವಗೋಗ,,,,,,,,,
,Rose wood (Red sandal),"ಕೆಂಪುಗಂಧಗಿರಿ ಚಕ್ಕೆ, ರಕ್ತಚಂದನ, ರಕ್ತಹೊನ್ನೆ",,,,,,,,,
,Rosery,ಗುಲಾಬಿ ತೋಟ,,,,,,,,,
,Rosestem girdler,ಗುಲಾಬಿ ಕಾಂಡದ ತೊಗಟೆ ಕೊರೆಯುವ ಕೀಟ,,,,,,,,,
,Rosette,ಎಲೆಗಳು ಒತ್ತಾಗಿ ಗುಲಾಬಿಯಂತೆ ಗುಂಪುಗಟ್ಟುವ ರೋಗ,,,,,,,,,
,Rosha grass (Lemon grass),"ನಿಂಬೆಹುಲ್ಲು, ಮಜ್ಜಿಗೆಹುಲ್ಲು, ಸಂಬಾರ ಹುಲ್ಲು, ಪಾಮರೋಸಹುಲ್ಲು",,,,,,,,,
,Rosin (colophony),"ಓಲಿಯೋರೆಸಿನ್ ನ / ಓಲಿಯೋರಾಳದ ಉತ್ಪನ್ನ, ಕರ್ಪೂರರಾಳ",,,,,,,,,
,Rostellum (in orchids),ಶಲಾಕೆ ಮತ್ತು ಕೇಸರಗಳನ್ನು ಬೇರ್ಪಡಿಸುವ ಅಡ್ಡಭಿತ್ತಿ,,,,,,,,,
,Rotary mower,"ವಿದ್ಯುತ್ ಇಲ್ಲವೇ ಗ್ಯಾಸೋಲಿನ್ ಚಾಲಿತ ರೋಟರಿ, ಹುಲ್ಲು ಕತ್ತರಿಸುವ ಯಂತ್ರ",,,,,,,,,
,Rough lemon,ಗಜನಿಂಬೆ,,,,,,,,,
,Rough scraped ginger,ಭಾಗಶಃ ಸಿಪ್ಪೆತೆಗೆದ ಶುಂಠಿ,,,,,,,,,
,Round bulb (Single nose bulb),ವರ್ಷದ ಮರಿಗೆಡ್ಡೆ,,,,,,,,,
,Round leaved grape,ಗುಂಡೆಲೆಯ ದ್ರಾಕ್ಷಿ,,,,,,,,,
,Round or single nose,ಏಕಪುಷ್ಪೀ ಗೆಡ್ಡೆ,,,,,,,,,
,Row mint,ಸಾಲು ಬೆಳೆ,,,,,,,,,
,Royal sovereign,ರಾಯಲ್ ಸಾವರಿನ್ ತಳಿ,,,,,,,,,
,Rozelle hemp,"ಸೀಮೆ ಪುಂಡಿಸೊಪ್ಪು, ಪುಂಡಿಸೊಪ್ಪು",,,,,,,,,
,Rubber fig (Indian rubber tree),"ಇಂಡಿಯಾ ರಬ್ಬರ್ ಮರ, ಸೀಮೆ ಆಲ",,,,,,,,,
,Ruby red,ಮಾಣಿಕ್ಯ ಗೆಂಪು,,,,,,,,,
,Rudimentary,ಮೂಲಾವಸ್ಥೆಯ,,,,,,,,,
,Rudimentary embryo,ಆದ್ಯವಸ್ಥೆಯ / ಅಂಕುರಾಂಗದ ಭ್ರೂಣ,,,,,,,,,
,Rudrakshi jack,ರುದ್ರಾಕ್ಷಿ ಹಲಸು,,,,,,,,,
,Rue,ನಾಗದಾಳಿ ಸೊಪ್ಪು,,,,,,,,,
,Ruffle,ನಿರಿಗಟ್ಟು,,,,,,,,,
,Rugose (Veinbanding mosaic),ಸುಕ್ಕುಸುಕ್ಕಾದ,,,,,,,,,
,Rugoso reticulate,ಕೆಂಪುಛಾಯೆಯ ಜಾಲಬಂಧ,,,,,,,,,
,Rules of testing seeds,ಬೀಜ ಪರೀಕ್ಷೆ ನಿಯಮಾವಳಿಗಳು,,,,,,,,,
,Runner,"ತೆವಳುಕಾಂಡ / ಹಂಬು, ಹರಿಹಂಬು",,,,,,,,,
,Rust disease,ತುಕ್ಕುರೋಗ,,,,,,,,,
,Rutabaga,ರೂಟಬಾಗ ಬೇರುಗೆಡ್ಡೆ ತರಕಾರಿ,,,,,,,,,
,Saccate,ಕೋಶಾವೃತ,,,,,,,,,
,Sachet,ಚೀಲ,,,,,,,,,
,Sacred aswatha,"ಪಿಪ್ಪಲಿ, ರಾಗಿಮರ, ಅರಳಿ, ಬ್ರಹ್ಮದಾರು, ಒಳ್ಳೆಬಸ್ರಿ",,,,,,,,,
,Sacred basil,"ವಿಷ್ಣು ತುಳಸಿ, ಕೃಷ್ಣ ತುಳಸಿ, ದೇವತುಳಸಿ",,,,,,,,,
,Sadal grafting,ಜೀನುಪದ್ಧತಿ ಕಸಿ,,,,,,,,,
,Safed kikar,ಬಿಳಿಜಾಲಿ,,,,,,,,,
,Safflower,ಕುಸುಬೆ,,,,,,,,,
,Saffron,"ಕುಂಕುಮ ಕೇಸರಿ, ಕೇಸರಿ",,,,,,,,,
,Sage,ಸೀಸ್ಟ್ ಮೂಲಿಕೆ,,,,,,,,,
,Sago palm,"ಸಬ್ಬಕ್ಕಿ ಮರ, ಸೀಮೆ ಅಕ್ಕಿಮರ, ಬಗನಿಮರ",,,,,,,,,
,Sago palm nut,"ಬಗನಿ ಮರದ ಕಾಯಿ, ಸಾಗೂ ತಾಳೆಕಾಯಿ",,,,,,,,,
,Sal tree,"ಅಶ್ವಕರ್ಣ, ಬಿಳೀಬೋದಿಗೆ",,,,,,,,,
,Salad,"ಹಸಿಯಾಗಿ ತಿನ್ನುವ, ಹಸಿತರಕಾರಿಸೊಪ್ಪು ವ್ಯಂಜನ / ಪಚ್ಚಡಿ, ಹಸಿಖಾದ್ಯ",,,,,,,,,
,Salad crops,"ಹಸಿತರಕಾರಿ ಬೆಳೆಗಳು, ಹಸಿಯಾಗಿ ತಿನ್ನಬಹುದಾದ ಬೆಳೆಗಳು, ಪಚ್ಚಡಿ ರೂಪದಲ್ಲಿನ ತರಕಾರಿಗಳು",,,,,,,,,
,Salad vegetable,ಹಸಿಯಾಗಿ ತಿನ್ನುವ ತರಕಾರಿ,,,,,,,,,
,Salinity,"ಲವಣಯುಕ್ತತೆ, ಲವಣತೆ, ಚೌಳತ್ವ",,,,,,,,,
,Salmon light,ಕಿತ್ತಳೆ ಪಾಟಲ ವರ್ಣ,,,,,,,,,
,Salsify,ಸಾಲ್ಸಿಫೈ ಬೇರುಗೆಡ್ಡೆ ತರಕಾರಿ,,,,,,,,,
,Salted kernel,ಉಪ್ಪು ಸವರಿದ ಪಪ್ಪು (ಗೋಡಂಬಿ),,,,,,,,,
,Salvaging,"ನೀರು, ಬೆಂಕಿ ಇತ್ಯಾದಿಗಳಿಂದ ಸಂರಕ್ಷಿಸುವಿಕೆ",,,,,,,,,
,San jose scale,ಸೇಬು ಮರಗಳಿಗೆ ಬೀಳುವ ಶಲ್ಕ ಕೀಟ,,,,,,,,,
,San pedro figs,ಅಂಜೂರದ ತಳಿ,,,,,,,,,
,Sand garden,ಮರುಳು / ಉಸುಕಿನ ತೋಟ,,,,,,,,,
,Sand grape,ಮರಳುದ್ರಾಕ್ಷಿ,,,,,,,,,
,Sand paper tree,"ಗರಗಸ ಎಲೆ, ಗರ್ಗತ್ತಿಮರ",,,,,,,,,
,Sand pear,ಒರಟು ಬಗೆಯ ಪೇರು ಹಣ್ಣು,,,,,,,,,
,Sandal wood tree,ಶ್ರೀಗಂಧದಮರ,,,,,,,,,
,Sandarac,ಆಫ್ರಿಕಾದ ಒಂದು ಬಗೆಯ ರಾಳ,,,,,,,,,
,Sanpedro type,ಸ್ಯಾನ್ ಪೆಡ್ರೊ ಅಂಜೂರದ ಬಗೆ,,,,,,,,,
,Sap,"ಸಸ್ಯರಸ, ಜೀವರಸ",,,,,,,,,
,Sap sucking,ಜೀವರಸ ಹೀರುವ,,,,,,,,,
,Sap wood (Xylem),"ರಸದಾರು, ನೀರ್ಗೊಳವೆಗಳಿರುವ ಭಾಗ",,,,,,,,,
,Sapodilla,"ಸಪೋಡಿಲ್ಲ ಹಣ್ಣು, ಸಪೋಟ",,,,,,,,,
,Sapota,"ಸಪೋಟ, ಚಿಕು",,,,,,,,,
,Saprophyte,"ಕೊಳೆತಿನಿ / ಪೂತಿಜನ್ಯ ಸಸ್ಯ, ಕೊಳೆತ ಪದಾರ್ಥಗಳ ಮೇಲೆ ಬೆಳೆಯುವ ಸಸ್ಯ",,,,,,,,,
,Satavar,ಮಜ್ಜಿಗೆಗೆಡ್ಡೆ,,,,,,,,,
,Satellite chromosomes,ಆನುಷಂಗೀ ವರ್ಣತಂತುಗಳು,,,,,,,,,
,Sathgudi orange (Chinese orange),ಸಾತ್ ಗುಡಿ ಕಿತ್ತಲೆ,,,,,,,,,
,Satin wood,"ಹಾಲೆಮರ, ಸಪ್ತಪರ್ಣಿ, ಜಂತಾಲೆಮರ, ಎಳೆಲೆಬಾಳೆ, ಕಾಡುಹಾಲೆ",,,,,,,,,
,Satsuma,ಸಾಟ್ಸುಮ ಕಿತ್ತಲೆ,,,,,,,,,
,Sauce,"ಗೊಜ್ಜು, ಸಾಂಬಾರ್",,,,,,,,,
,Saw,ಗರಗಸ,,,,,,,,,
,Sawdust,ಮರದಪುಡಿ,,,,,,,,,
,Sawflies,ಗರಗಸದ ನೊಣಗಳು,,,,,,,,,
,Saw-kerf (notch) graft,ಕಚ್ಚು ಕಸಿ,,,,,,,,,
,Scab,ಕಜ್ಜಿ,,,,,,,,,
,Scaffold branch,ಮರದ ಬುಡದಿಂದ ಹೊರಟ ಪ್ರಾಥಮಿಕ (ಮೂಲ) ರೆಂಬೆ,,,,,,,,,
,Scaffold branch,ಆಧಾರರೆಂಬೆ,,,,,,,,,
,Scaffold limbs,ಆಧಾರ ರೆಂಬೆಗಳು,,,,,,,,,
,Scald,"ಸುಟ್ಟಕಲೆ, ಬಿಸಿಲಮಚ್ಚೆ",,,,,,,,,
,Scalding,"ಕುದಿನೀರಿನಲ್ಲಿ ತೊಳೆ, ಬೇಯಿಸಿ ಬೊಬ್ಬೆಯೇಳಿಸುವಿಕೆ (ಸಿಪ್ಪೆ ಸುಲಿಯುವಿಕೆಗಾಗಿ)",,,,,,,,,
,Scale,"ಹುರುಪೆ, ಶಲ್ಕ",,,,,,,,,
,Scale insect,ಶಲ್ಕ ಕೀಟ,,,,,,,,,
,Scaling,ಹುರುಪೆ ತೆಗೆಯುವಿಕೆ,,,,,,,,,
,Scaly (non tunicate) bulb,"ಹುರುಪೆ (ತೆಳು ಪದರಗಳಿಲ್ಲದ) ಗೆಡ್ಡೆ, ಹುರುಪೆ ಲಶುನ",,,,,,,,,
,Scaly bulb,"ಹುರುಪೆಗೆಡ್ಡೆ, ಶಲ್ಕಗೆಡ್ಡೆ",,,,,,,,,
,Scaly leaf,"ರಕ್ಷಾಪತ್ರ, ಮೇಲಿನ ಪೊರೆ ಎಲೆ",,,,,,,,,
,Scaly material,ಧೂಳಿನಂಥ ಪುಡಿ,,,,,,,,,
,Scandent,ಹಬ್ಬಿಕೆ,,,,,,,,,
,Scape,ಆಧಾರಕಾಂಡ (ನೇರವಾಗಿದ್ದು 60-90 ಸೆಂ. ಮೀ. ಎತ್ತರವಿರುತ್ತದೆ),,,,,,,,,
,Scarification,ಬೀಜಗಳ ಮೇಲೆ ಗೀರುವಿಕೆ,,,,,,,,,
,Scarlet mite,"ಕೆನ್ನುಸಿ, ಕೆನ್ನೇರಳೆ ನುಸಿ",,,,,,,,,
,Scarlet runner,ಸೂರ್ಯಕಾಂತಿ ಸೊಪ್ಪು,,,,,,,,,
