ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,International level,,ಅಂತಾರಾಷ್ಟ್ರೀಯ ಮಟ್ಟ,,,,,,,
,,Interpretation and clarification,,ಅರ್ಥ ವಿವರಣೆ ಮತ್ತು ಸ್ಪಷ್ಟೀಕರಣ,,,,,,,
,,Inter-state bans,,ಅಂತಾರಾಜ್ಯ ಬಹಿಷ್ಕಾರಗಳು,,,,,,,
,,Inter-state markets,,ಅಂತಾರಾಜ್ಯ ಮಾರುಕಟ್ಟೆಗಳು,,,,,,,
,,Intrinsic value,,ವಾಸ್ತವಿಕ ಮೌಲ್ಯ,,,,,,,
,,Introduction of national savings certificates (N.S.C.),,ರಾಷ್ಟ್ರೀಯ ಉಳಿತಾಯ ಪ್ರಮಾಣ ಪತ್ರ (ರಾ.ಉ.ಪ್ರ.)ಗಳನ್ನು ಜಾರಿಗೊಳಿಸುವುದು / ಪ್ರಾರಂಭ,,,,,,,
,,Introductory letter,,ಪರಿಚಯ ಪತ್ರ,,,,,,,
,,Invalid nomination,,ಅಮಾನ್ಯ ನಾಮನಿರ್ದೇಶನ,,,,,,,
,,Investigation report,,ತನಿಖಾ ವರದಿ,,,,,,,
,,Investment,,1. ಬಂಡವಾಳ ಹೂಡಿಕೆ 2. ಬಂಡವಾಳ,,,,,,,
,,Investment in national savings certificates,,ರಾಷ್ಟ್ರೀಯ ಉಳಿತಾಯ ಪ್ರಮಾಣ ಪತ್ರಗಳಲ್ಲಿ ಬಂಡವಾಳ ಹೂಡಿಕೆ,,,,,,,
,,Investment of provident fund money in small savings,,ಸಣ್ಣ ಉಳಿತಾಯಗಳಲ್ಲಿ ಭವಿಷ್ಯ ನಿಧಿ ಹಣದ ಹೂಡಿಕೆ,,,,,,,
,,Investment pattern,,ಬಂಡವಾಳ ಹೂಡಿಕೆ ವಿಧಾನ / ಮಾದರಿ,,,,,,,
,,Investments collected by institutions through small savings,,ಸಣ್ಣ ಉಳಿತಾಯಗಳ ಮೂಲಕ ಸಂಸ್ಥೆಗಳು ಸಂಗ್ರಹಿಸಿದ ಬಂಡವಾಳಗಳು,,,,,,,
,,Investments in small savings,,ಸಣ್ಣ ಉಳಿತಾಯಗಳಲ್ಲಿ ಬಂಡವಾಳ ಹೂಡಿಕೆಗಳು,,,,,,,
,,Investments limits,,ಬಂಡವಾಳ ಹೂಡಿಕೆಗಳ ಮಿತಿಗಳು,,,,,,,
,,Investments of individual savings,,ವೈಯಕ್ತಿಕ ಉಳಿತಾಯಗಳ ಬಂಡವಾಳ ಹೂಡಿಕೆಗಳು,,,,,,,
,,Investor,,ಬಂಡವಾಳ ಹೂಡುವವನು,,,,,,,
,,Irregular deposit,,ಅಕ್ರಮ ಠೇವಣಿ,,,,,,,
,,Irregular holdings,,ಅಕ್ರಮ ಹಿಡುವಳಿಗಳು,,,,,,,
,,Issue of code books,,ಸಂಕೇತ ಪುಸ್ತಕಗಳ ನೀಡಿಕೆ,,,,,,,
,,Issue price,,ನೀಡಿಕೆ ಬೆಲೆ,,,,,,,
,,Issue rejoinder,,ಪ್ರತ್ಯುತ್ತರ ನೀಡು,,,,,,,
,,Issuing offices,,ನೀಡಿಕೆ ಕಚೇರಿಗಳು,,,,,,,
,,Jeopardizing the sales,,ಮಾರಾಟವನ್ನು ಅಪಾಯಕ್ಕೆ ಸಿಕ್ಕಿಸುವುದು,,,,,,,
,,Joint account,,ಜಂಟಿ ಖಾತೆ,,,,,,,
,,Joint ‘A’ type certificates,,ಜಂಟಿ / 'ಎ' ಮಾದರಿ ಪ್ರಮಾಣ ಪತ್ರಗಳು,,,,,,,
,,Joint ‘B’ type certificates,,ಜಂಟಿ 'ಬಿ' ಮಾದರಿ ಪ್ರಮಾಣ ಪತ್ರಗಳು,,,,,,,
,,Joint claim,,ಜಂಟಿ ಹಕ್ಕುಸಾಧನೆ,,,,,,,
,,Joint convenor,,ಜಂಟಿ ಸಂಚಾಲಕ,,,,,,,
,,Joint director (small savings),,ಜಂಟಿ ನಿರ್ದೇಶಕ (ಸಣ್ಣ ಉಳಿತಾಯ),,,,,,,
,,Joint discharge,,ಜಂಟಿ ಬಿಡುಗಡೆ,,,,,,,
,,Joint holders,,ಜಂಟಿ ಹಿಡುವಳಿದಾರರು,,,,,,,
,,Joint holdings,,ಜಂಟಿ ಹಿಡುವಳಿ,,,,,,,
,,Joint pledge,,ಜಂಟಿ ಒತ್ತೆ,,,,,,,
,,Joint type certificates,,ಜಂಟಿ ಮಾದರಿ ಪ್ರಮಾಣಪತ್ರಗಳು,,,,,,,
,,Karnataka employees group insurance scheme,,ಕರ್ನಾಟಕ ನೌಕರರ ಸಾಮೂಹಿಕ ವಿಮಾ ಯೋಜನೆ,,,,,,,
,,Karnataka general provident fund rules,,ಕರ್ನಾಟಕ ಸಾಮಾನ್ಯ ಭವಿಷ್ಯ ನಿಧಿ ನಿಯಮಗಳು,,,,,,,
,,Karnataka state employee’s family benefit fund,,ಕರ್ನಾಟಕ ರಾಜ್ಯ ನೌಕರರ ಕುಟುಂಬ ಸಹಾಯಾರ್ಥ ನಿಧಿ,,,,,,,
,,Label,,ಲೇಬಲ್‌; ಗುರುತುಪಟ್ಟ,,,,,,,
,,Labourer’s money,,ಕಾರ್ಮಿಕನ ಹಣ,,,,,,,
,,Labour unions and managements,,ಕಾರ್ಮಿಕ ಸಂಘಗಳು ಮತ್ತು ಆಡಳಿತ ವರ್ಗಗಳು,,,,,,,
,,Lapse of amount,,ಹಣ ರದ್ದಾಗುವುದು,,,,,,,
,,Large margin of profit,,ಹೆಚ್ಚಿನ ಲಾಭಾಂಶದ ಮಿತಿ,,,,,,,
,,Last entry,,ಕೊನೆಯ ನಮೂದು,,,,,,,
,,Last five digits,,ಕೊನೆಯ ಐದು ಅಂಕಿಗಳು,,,,,,,
,,Last four digits,,ಕೊನೆಯ ನಾಲ್ಕು ಅಂಕಿಗಳು,,,,,,,
,,Last single digit,,ಕೊನೆಯ ಒಂದು ಅಂಕಿ,,,,,,,
,,Launch,,ಪ್ರಾರಂಭಿಸು,,,,,,,
,,Ledger card,,ಲೆಜರ್‌ ಕಾರ್ಡು; ಖಾತಾ ಕಾರ್ಡು,,,,,,,
,,Legal evidence of heirship,,ವಾರಸುದಾರಿಕೆಯ ಕಾನೂನು ಸಮ್ಮತ ಸಾಕ್ಷ್ಯ,,,,,,,
,,Legal guardian,,ಕಾನೂನು ಸಮ್ಮತ ಪೋಷಕ,,,,,,,
,,Legal heir,,ಕಾನೂನು ಸಮ್ಮತ ವಾರಸುದಾರ,,,,,,,
,,Legal heir certificate,,ಕಾನೂನು ಸಮ್ಮತ ವಾರಸುದಾರ ಪ್ರಮಾಣಪತ್ರ,,,,,,,
,,Legal jurisdiction,,ಕಾನೂನು ಸಮ್ಮತ ಅಧಿಕಾರ ವ್ಯಾಪ್ತಿ,,,,,,,
,,Legal restriction,,ಕಾನೂನು ಸಮ್ಮತ ನಿರ್ಬಂಧ,,,,,,,
,,Legal tender,,ಕಾನೂನು ಸಮ್ಮತ ಟೆಂಡರು,,,,,,,
,,Letter codes,,ಅಕ್ಷರ ಸಂಕೇತಗಳು,,,,,,,
,,Letter of indemnity,,ನಷ್ಟಭರ್ತಿ ಪತ್ರ,,,,,,,
,,Levy of income tax,,ವರಮಾನ ತೆರಿಗೆ ವಿಧಿಸುವುದು,,,,,,,
,,Limits on deposits,,ಠೇವಣಿಗಳ ಮೇಲೆ ಮಿತಿಗಳು,,,,,,,
,,List of assurances,,ಆಶ್ವಾಸನೆಗಳ ಪಟ್ಟಿ,,,,,,,
,,Local audit report,,ಸ್ಥಳೀಯ ಲೆಕ್ಕ ಪರಿಶೋಧನ ವರದಿ,,,,,,,
,,Local authority,,ಸ್ಥಳೀಯ ಪ್ರಾಧಿಕಾರ,,,,,,,
,,Local bodies,,ಸ್ಥಳೀಯ ಸಂಸ್ಥೆಗಳು,,,,,,,
,,Localised publicity,,ಸ್ಥಳೀಕರಿಸಿದ ಪ್ರಚಾರ,,,,,,,
,,Local newspapers,,ಸ್ಥಳೀಯ ವೃತ್ತ ಪತ್ರಿಕೆಗಳು,,,,,,,
,,Local post office,,ಸ್ಥಳೀಯ ಅಂಚೆ ಕಚೇರಿ,,,,,,,
,,Long-term loan,,ದೀರ್ಘಾವಧಿ ಸಾಲ,,,,,,,
,,Long -term solution,,ದೀರ್ಘಾವಧಿ ಪರಿಹಾರ,,,,,,,
,,Lost in transit,,ರವಾನೆಯಲ್ಲಿ / ಸಾಗಣೆಯಲ್ಲಿ ಕಳೆದು ಹೋದದ್ದು,,,,,,,
,,Lumpsum investment,,ಒಟ್ಟು ಮೊತ್ತದ ಬಂಡವಾಳ ಹೂಡಿಕೆ,,,,,,,
,,Magnifying glass,,ಭೂತಗನ್ನಡಿ,,,,,,,
,,Mahila pradhana kshetriya bachat yojana scheme (MPKBY scheme),,ಮಹಿಳಾ ಪ್ರಧಾನ ಕ್ಷೇತ್ರೀಯ ಬಚತ್‌ ಯೋಜನೆ (ಮಪ್ರಕ್ಷೇಬಯೋ),,,,,,,
,,Main provisions,,ಮುಖ್ಯ ಸಿದ್ಧತೆಗಳು,,,,,,,
,,Major dailies,,ಪ್ರಮುಖ ದಿನಪತ್ರಿಕೆಗಳು,,,,,,,
,,Major source of revenue,,ಆದಾಯದ ಪ್ರಮುಖ ಮೂಲ,,,,,,,
,,Managing committee’s decision,,ವ್ಯವಸ್ಥಾಪಕ ಸಮಿತಿಯ ತೀರ್ಮಾನ,,,,,,,
,,Mandatory,,ಆಜ್ಞಾಪಕ,,,,,,,
,,Marketing benefits,,ಮಾರಾಟದ ಲಾಭಗಳು,,,,,,,
,,Marketing manager,,ಮಾರ್ಕೇಟಿಂಗ್‌ ಮ್ಯಾನೇಜರ್‌; ಮಾರಾಟ ವ್ಯವಸ್ಥಾಪಕ,,,,,,,
,,Market trends,,ಮಾರುಕಟ್ಟೆ ಪ್ರವೃತ್ತಿ ಗಳು,,,,,,,
,,Marks of identification,,ಗುರುತಿನ ಚಿಹ್ನೆಗಳು,,,,,,,
,,Massive sales campaign,,ಭಾರಿ ಮಾರಾಟ ಆಂದೋಲನ,,,,,,,
,,Maturity,,ಅವಧಿ ಮುಕ್ತಾಯ,,,,,,,
,,Maturity amounts,,ಅವಧಿ ಮುಕ್ತಾಯದ ಮೊತ್ತಗಳು,,,,,,,
,,Maturity period,,ಮುಕ್ತಾಯದ ಅವಧಿ,,,,,,,
,,Maturity value,,ಅವಧಿ ಮುಕ್ತಾಯದ ಮೌಲ್ಯ,,,,,,,
,,Maximize the sales,,ಮಾರಾಟವನ್ನು ಪರಮಾವಧಿಗೊಳಿಸು,,,,,,,
,,Maximum caution,,ಪರಮಾವಧಿ ಎಚ್ಚರಿಕೆ,,,,,,,
,,Maximum investment,,ಗರಿಷ್ಠ ಹೂಡಿಕೆ,,,,,,,
,,Maximum sales,,ಗರಿಷ್ಠ ಮಾರಾಟ,,,,,,,
,,Measurement of slide,,ಚಿತ್ರ ಫಲಕದ ಅಳತೆ,,,,,,,
,,Measures for prompt settlement of claims,,ಹಕ್ಕು ಸಾಧನೆಗಳ ತ್ವರಿತ ಇತ್ಯರ್ಥಕ್ಕಾಗಿ ಕ್ರಮಗಳು,,,,,,,
,,Media of publicity,,ಪ್ರಚಾರದ ಮಾಧ್ಯಮಗಳು,,,,,,,
,,Membership,,ಸದಸ್ಯತ್ವ,,,,,,,
,,Messenger,,ಸಂದೇಶವಾಚಕ; ದೂತ,,,,,,,
,,Method of codifying the numbers,,ಸಂಖ್ಯೆಗಳನ್ನು ಕ್ರೋಡೀಕರಿಸುವ ಪದ್ಧತಿ,,,,,,,
,,Microphone,,(ಸೂಕ್ಷ್ಮ) ಧ್ವನಿವರ್ಧಕ,,,,,,,
,Microphone,Mike,,ಮೈಕ್‌,,,,,,,
,,Mike licence,,ಮೈಕಿನ ಲೈಸನ್ಸು,,,,,,,
,,Minority (of the nominee),,(ನಾಮ ನಿರ್ದೇಶಿತನ) ಅಪ್ರಾಪ್ತ ವಯಸ್ಕತೆ,,,,,,,
,,Minor’s account,,ಅಪ್ರಾಪ್ತ ವಯಸ್ಕನ ಖಾತೆ,,,,,,,
,,Misclassification,,ತಪ್ಪು ವರ್ಗೀಕರಣ,,,,,,,
,,Mode of notification of the scheme,,ಕಾರ್ಯ ಯೋಜನೆಯ ಅಧಿಸೂಚನಾ ಕ್ರಮ,,,,,,,
,,Money seized,,ಜಫ್ತಿ ಮಾಡಿದ ಹಣ,,,,,,,
,,Monthly instalments,,ಮಾಸಿಕ ಕಂತುಗಳು,,,,,,,
,,Monthly savings deposits,,ಮಾಸಿಕ ಉಳಿತಾಯ ಠೇವಣಿಗಳು,,,,,,,
,,Monthly subscription,,ಮಾಸಿಕ ಚಂದಾ,,,,,,,
,,Month wise analysis,,ಮಾಸಿಕ ವಿಶ್ಲೇಷಣೆ,,,,,,,
,,More profitable,,ಹೆಚ್ಚು ಲಾಭಕರ,,,,,,,
,,Mortality rate,,ಮರಣ ಪ್ರಮಾಣ,,,,,,,
,,Municipal licence,,ಪೌರಸಭೆಯ ಲೈಸೆನ್ಸು,,,,,,,
,,Municipal tax,,ಪೌರಸಭೆಯ ತೆರಿಗೆ,,,,,,,
,,Mutatis mutandis,,ಉಚಿತ ವ್ಯತ್ಯಾಸಗಳೊಂದಿಗೆ,,,,,,,
,,Mutilation,,ವಿಕೃತಗೊಳಿಸುವಿಕೆ,,,,,,,
,,Mutual advantage,,ಪರಸ್ಪರ ಅನುಕೂಲ,,,,,,,
,,Mysore sales international Ltd (MSIL),,ಮೈಸೂರು ಮಾರಾಟ ಅಂತಾರಾಷ್ಟ್ರೀಯ ನಿ.‌(ಎಮ್.ಎಸ್.ಐ.ಎಲ್),,,,,,,
,,Nationalised banks,,ರಾಷ್ಟ್ರೀಕೃತ ಬ್ಯಾಂಕುಗಳು,,,,,,,
,,National savings certificate rules (NSC mules),,ರಾಷ್ಟ್ರೀಯ ಉಳಿತಾಯ ಪ್ರಮಾಣ ಪತ್ರಗಳ ನಿಯಮಗಳು:(ರಾ.ಉ.ಪ್ರ.ನಿಯಮಗಳು),,,,,,,
,,National savings (NSC) certificates,,ರಾಷ್ಟ್ರೀಯ ಉಳಿತಾಯ ಪ್ರಮಾಣ ಪತ್ರಗಳ (ರಾ.ಉ.ಪ್ರ.)ಗಳ ನಿಯಮಗಳು,,,,,,,
,,National savings certificates amendment rules (NSC amendment rules),,ರಾಷ್ಟ್ರೀಯ ಉಳಿತಾಯ ಪತ್ರಗಳ (ರಾ.ಉ.ಪ್ರ.) ತಿದ್ದುಪಡಿ ನಿಯಮಗಳು,,,,,,,
,,National savings certificates security (NSC security),,ರಾಷ್ಟ್ರೀಯ ಉಳಿತಾಯ ಪ್ರಮಾಣ ಪತ್ರಗಳ (ರಾ.ಉ.ಪ್ರ) ಭದ್ರತೆ i,,,,,,,
,,National savings organisation (NSO),,ರಾಷ್ಟ್ರೀಯ ಉಳಿತಾಯ ಸಂಸ್ಥೆ (ರಾ.ಉ.ಸ೦.),,,,,,,
,,National savings scheme (NSS),,ರಾಷ್ಟ್ರೀಯ ಉಳಿತಾಯ ಯೋಜನೆ (ರಾ.ಣ.ಯೋ),,,,,,,
,,Near relative,,ಹತ್ತಿರದ ಸಂಬಂಧಿ,,,,,,,
,,Necessary challan and bill,,ಅಗತ್ಯ ಚಲನ್ನು ಮತ್ತು ಬಿಲ್ಲು,,,,,,,
,,Necessary claims,,ಅಗತ್ಯ ಹಕ್ಕು ಸಾಧನೆಗಳು,,,,,,,
,,Necessary materials,,ಅಗತ್ಯ ಸಾಮಗ್ರಿಗಳು,,,,,,,
,,Negotiable instrument,,ವರ್ಗಾವಣೀಯ ಲಿಖಿತ,,,,,,,
,,Negotiable securities,,ವರ್ಗಾವಣೀಯ ಭದ್ರತೆಗಳು,,,,,,,
,,Net income,,ನಿವ್ವಳ ಆದಾಯ,,,,,,,
,,Net proceeds,,ನಿವ್ವಳ ಹುಟ್ಟುವಳಿ,,,,,,,
,,Net profit,,ನಿವ್ವಳ ಲಾಭ,,,,,,,
,,Net sales proceeds,,ನಿವ್ವಳ ಮಾರಾಟ ಹುಟ್ಟುವಳಿ,,,,,,,
,,New minor head,,ಹೊಸ ಒಳ ಶೀರ್ಷಿಕೆ,,,,,,,
,,New policy,,ಹೊಸ ವಿಮಾಪತ್ರ,,,,,,,
,,New series of small savings security,,ಸಣ್ಣ ಉಳಿತಾಯಗಳ ಭದ್ರತೆಯ ಹೊಸ ಶ್ರೇಣಿಗಳು,,,,,,,
,,Nomination,,ನಾಮ ನಿರ್ದೇಶನ,,,,,,,
,,Nomination facility,,ನಾಮ ನಿರ್ದೇಶನ ಸೌಲಭ್ಯ,,,,,,,
,,Nomination for benefits,,ಪ್ರಯೋಜನಗಳಿಗಾಗಿ ನಾಮನಿರ್ದೇಶನ,,,,,,,
,,Nomination transfer,,ನಾಮ ನಿರ್ದೇಶನ ವರ್ಗಾವಣೆ,,,,,,,
,,Nomination void ab initio,,ಪ್ರಾರಂಭದಿಂದ ಅನೂರ್ಜಿತವಾದ ನಾಮ ನಿರ್ದೇಶನ,,,,,,,
,,Nominee,,ನಾಮಿನಿ; ನಾಮ ನಿರ್ದೇಶಿತ (ವ್ಯಕ್ತಿ),,,,,,,
,,Non-encash ability,,ನಗದೀಕರಿಸಲಾಗದಿರುವುದು,,,,,,,
,,Non-government provident fund,,ಸರ್ಕಾರೇತರ ಭವಿಷ್ಯ ನಿಧಿ,,,,,,,
,,Non-official member,,ಅಧಿಕಾರೇತರ ಸದಸ್ಯ,,,,,,,
,,Non-payment certificate,,ಹಣ ಸಂದಾಯವಾಗದಿರುವಿಕೆಯ ಪ್ರಮಾಣಪತ್ರ,,,,,,,
,,Non-residents external accounts,,ಅನಿವಾಸಿಗಳ ಹೊರಗಿನ ಖಾತೆಗಳು,,,,,,,
,,Non-resident Indians,,ಅನಿವಾಸಿ ಭಾರತೀಯರು,,,,,,,
,,Normal claims,,ಸಾಮಾನ್ಯ ಕ್ಲೇಮುಗಳು / ಹಕ್ಕು ಸಾಧನೆಗಳು,,,,,,,
,,Normal rates admissible,,ಅಂಗೀಕಾರಾರ್ಹ ಸಾಮಾನ್ಯ ದರಗಳು,,,,,,,
,,Notations of series,,ಶ್ರೇಣಿಗಳ ಅಂಕನಗಳು / ಚಿಹ್ನೆಗಳು,,,,,,,
,,Notes and orders,,ಟಿಪ್ಪಣಿಗಳು ಮತ್ತು ಆದೇಶಗಳು,,,,,,,
,,Not having reciprocal arrangements,,ಪರಸ್ಪರ ವ್ಯವಸ್ಥೆಗಳು ಇಲ್ಲದಿರುವುದು,,,,,,,
,,Notice board,,ನೊಟೀಸ್‌ ಬೋರ್ಡ್‌; ಸೂಚನಾ ಫಲಕ,,,,,,,
,,Notification,,ಅಧಿಸೂಚನೆ,,,,,,,
,,Not visible digits,,ಕಣ್ಣಿಗೆ ಕಾಣದ ಅಂಕಿಗಳು,,,,,,,
,,Novel savings scheme,,ನವೀನ ಉಳಿತಾಯ ಕಾರ್ಯಯೋಜನೆ,,,,,,,
,,Number and code,,ಸಂಖ್ಯೆ ಮತ್ತು ಸಂಕೇತ,,,,,,,
,,Obligatory,,ಬಂಧಕವಾದ; ಮಾಡಲೇಬೇಕಾದ; ಆಭಾರಿ,,,,,,,
,,Obligatory outgoings,,ಬಂಧಕ ವೆಚ್ಚಗಳು; ಮಾಡಲೇಬೇಕಾದ ವೆಚ್ಚಗಳು,,,,,,,
,,Obligatory percentage,,ಬಂಧಕ ಶೇಕಡಾವಾರು,,,,,,,
,,Office equipment,,ಕಚೇರಿ ಸಾಧನ ಸಾಮಗ್ರಿ,,,,,,,
,,Office of registration:,,ನೋಂದಣಿ ಕಚೇರಿ,,,,,,,
,,Offices of issue,,ನೀಡಿಕೆಯ ಕಚೇರಿಗಳು,,,,,,,
,,Official announcement of the result,,ಫಲಿತಾಂಶದ ಅಧಿಕೃತ ಪ್ರಕಟಣೆ,,,,,,,
,,Officialdom,,ಅಧಿಕಾರಿ ವರ್ಗ,,,,,,,
,,Official capacity,,ಅಧಿಕಾರ ಬಲ,,,,,,,
,,Official notification:,,ಅಧಿಕೃತ ಅಧಿಸೂಚನೆ,,,,,,,
,,Official order,,ಅಧಿಕೃತ ಆದೇಶ,,,,,,,
,,Official quotation,,ಅಧಿಕೃತ ದರಪಟ್ಟಿ,,,,,,,
,,Official team,,ಅಧಿಕೃತ ತಂಡ,,,,,,,
,,Old discounting certificates,,ಮುರುಗಡೆ ಮಾಡಬೇಕಾದ ಹಳೆಯ ಪ್ರಮಾಣ ಪತ್ರಗಳು,,,,,,,
,,Operating the drums,,ಡ್ರಮ್ಮುಗಳನ್ನು ಚಾಲನೆ ಮಾಡುವುದು,,,,,,,
,,Optimum sale,,ಅನುಕೂಲತಮ ಮಾರಾಟ,,,,,,,
,,Order numbers,,ಆದೇಶ ಸಂಖ್ಯೆ,,,,,,,
,,Original budget provision,,ಮೂಲ ಬಜೆಟ್‌ ಅವಕಾಶ,,,,,,,
,,Original certificates,,ಮೂಲ ಪ್ರಮಾಣ ಪತ್ರಗಳು,,,,,,,
,,Other fiscal services-1,,ಇತರ ಹಣಕಾಸಿನ ಸೇವೆಗಳು-1,,,,,,,
,,Overdue remittances,,ಅವಧಿ ಮೀರಿದ ಇರ ಸಾಲುಗಳು,,,,,,,
,,Overhead cost,,"ಮೇಲು, ಖರ್ಚು",,,,,,,
,,Packer,,ಪ್ಯಾಕಿಗ; ಪ್ಯಾಕ್‌ ಮಾಡುವವನು,,,,,,,
,,Packing,,ಪ್ಯಾಕ್‌ ಮಾಡುಪುದು / ಕಟ್ಟುವುದು,,,,,,,
,,Paid,,ಪಾವತಿ ಮಾಡಿದ; ಸಂದಾಯವಾದ,,,,,,,
,,Paid by transfer and debited,,ವರ್ಗಾವಣೆಯಿಂದ ಪಾವತಿ ಮಾಡಿದ ಮತ್ತು ಖರ್ಚು ಹಾಕಿದ,,,,,,,
,,Painless taxation,,ನೋವಿಲ್ಲದ ಕರಭಾರ,,,,,,,
,,Parent act,,ಮೂಲ ಅಧಿನಿಯಮ,,,,,,,
,,Particular reference,,ನಿರ್ದಿಷ್ಟ ಉಲ್ಲೇಖ,,,,,,,
,,Particulars of employees,,ನೌಕರರ ವಿವರಗಳು,,,,,,,
,,Pasting the wrapper indicating series,,ಶ್ರೇಣಿಗಳನ್ನು ಸೂಚಿಸುವ ರಟ್ಟು ಹಾಳೆಗಳನ್ನು ಅಂಟಿಸುವುದು,,,,,,,
,,Payable in advance,,ಮುಂಗಡವಾಗಿ ಪಾವತಿ ಮಾಡಬಹುದಾದ,,,,,,,
,,Payee’s receipts and challans,,ಹಣ ಪಡೆಯುವವನ ರಸೀದಿಗಳು ಮತ್ತು ಚಲನ್‌ಗಳು,,,,,,,
,,Paying centres,,ಪಾವತಿ ಕೇಂದ್ರಗಳು,,,,,,,
,,Paying office,,ಪಾವತಿ ಕಚೇರಿ,,,,,,,
,,Paying officer,,ಪಾವತಿ ಅಧಿಕಾರಿ,,,,,,,
,,Payment control,,ಪಾವತಿ ನಿಯಂತ್ರಣ,,,,,,,
,,Payment of full cost:,,ಪೂರ್ಣ ವೆಚ್ಚದ ಪಾವತಿ,,,,,,,
,,Payment of full price:,,ಪೂರ್ಣ ಬೆಲೆಯ ಪಾವತಿ,,,,,,,
,,Payment of surcharges,,ಮೇಲುಕರಗಳ ಪಾವತಿ,,,,,,,
,,Payment of working expenses,,ಕಾರ್ಯಾರ್ಥ ವೆಚ್ಚಗಳ ಪಾವತಿ,,,,,,,
,,Payment to heir’s,,ವಾರಸುದಾರರಿಗೆ ಪಾವತಿ,,,,,,,
,,Payment to M.S.I.L,,ಮೈಮಾಅಂನಿ ಗೆ ಪಾವತಿ,,,,,,,
,,Payment withheld tentatively,,ತಾತ್ಕಾಲಿಕವಾಗಿ ತಡೆಹಿಡಿದ ಪಾವತಿ,,,,,,,
,,Payroll savings group,,ವೇತನ ಪಟ್ಟಿ ಉಳಿತಾಯ ಗುಂಪು,,,,,,,
,,Payroll savings scheme,,ವೇತನ ಪಟ್ಟಿ ಉಳಿತಾಯ ಕಾರ್ಯಯೋಜನೆ,,,,,,,
,,Pending investments,,ಬಾಕಿ ಇರುವ ಹೂಡಿಕೆಗಳು,,,,,,,
,,Periodical sponsorship,,ನಿಯತಕಾಲಿಕ ಪುರಸ್ಕಾರ,,,,,,,
,,Period of currency,,ಚಲಾವಣೆಯ ಅವಧಿ,,,,,,,
,,Period of maturity,,ಮುಕ್ತಾಯದ ಅವಧಿ,,,,,,,
,,Period of membership,,ಸದಸ್ಯತ್ವದ ಅವಧಿ,,,,,,,
,,Period of validity,,ಮಾನ್ಯತೆಯ ಅವಧಿ; ಊರ್ಜಿತ ಅವಧಿ,,,,,,,
,,Permanent basis,,ಕಾಯಂ ಆಧಾರ,,,,,,,
,,Permanent theatre,,ಕಾಯಂ ಸಭಾ ಮಂದಿರ,,,,,,,
,,Permission to erect the small savings hoardings,,ಸಣ್ಣ ಉಳಿತಾಯ ಪ್ರಚಾರ ಫಲಕಗಳನ್ನು ನಿಲ್ಲಿಸಲು ಅನುಮತಿ,,,,,,,
,,Personal custody of director,,ನಿರ್ದೇಶಕನ ವೈಯಕ್ತಿಕ ಅಭಿರಕ್ಷೆ / ವಶ,,,,,,,
,,Personal deposit account (P.D. A/c),,ವೈಯಕ್ತಿಕ ಠೇವಣಿ ಖಾತೆ (ವೈ.ಠೇ ಖಾತೆ),,,,,,,
,,Persons approved by the committee,,ಸಮಿತಿಯಿಂದ ಅನುಮೋದಿತರಾದ ವ್ಯಕ್ತಿಗಳು,,,,,,,
,,Persuade the employees,,ನೌಕರರ ಮನವೋಲಿಸು,,,,,,,
,,Photo (graph),,ಫೋಟೋಗ್ರಾಫ್‌; ಛಾಯಾಚಿತ್ರ,,,,,,,
,,Photographer,,ಫೋಟೋಗ್ರಾಫರ್‌; ಛಾಯಾ ಚಿತ್ರಗ್ರಾಹಕ,,,,,,,
,,Place of encashment,,ನಗದೀಕರಣದ ಸ್ಥಳ,,,,,,,
,,Plan period,,ಯೋಜನಾವಧಿ,,,,,,,
,,Pledge,,1. ಒತ್ತೆ ಇಡು 2. ಒತ್ತೆ,,,,,,,
,,Pledgee,,ಒತ್ತೆ ಇಟ್ಟುಕೊಂಡವನು,,,,,,,
,,Pledger,,ಒತ್ತೆ ಇಟ್ಟವನು,,,,,,,
,,Pledging of certificate,,ಪ್ರಮಾಣಪತ್ರ ಒತ್ತೆ ಇಡುವಿಕೆ,,,,,,,
,,Policy regarding restrictions imposed,,ವಿಧಿಸಿದ ನಿರ್ಬಂಧಗಳ ಬಗ್ಗೆ ನೀತಿ,,,,,,,
,,Popularising the certificates,,ಪ್ರಮಾಣಪತ್ರಗಳನ್ನು ಜನಪ್ರಿಯಗೊಳಿಸುವುದು,,,,,,,
,,Positive arrangements,,ವಾಸ್ತವಿಕ ವ್ಯವಸ್ಥೆಗಳು,,,,,,,
